Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Super_Fund,Weighting_Percentage_Clean
Asset-class_Australian_Shares_Index_Superannuation,Equity,Dicker Data,,DDR AU,3114731.0,0.04,Listed,ART,0.03869891094911133
Asset-class_Australian_Shares_Index_Superannuation,Equity,Idp Education,,IEL AU,3068242.0,0.04,Listed,ART,0.038121309329224015
Asset-class_Australian_Shares_Index_Superannuation,Equity,Collins Foods,,CKF AU,3058578.0,0.04,Listed,ART,0.03800123916091342
Asset-class_Australian_Shares_Index_Superannuation,Equity,Siteminder,,SDR AU,3050216.0,0.04,Listed,ART,0.037897345664699315
Asset-class_Australian_Shares_Index_Superannuation,Equity,Ridley,,RIC AU,2986198.0,0.04,Listed,ART,0.03710195534651768
Asset-class_Australian_Shares_Index_Superannuation,Equity,Smartgroup,,SIQ AU,2940928.0,0.04,Listed,ART,0.03653949916694189
Asset-class_Australian_Shares_Index_Superannuation,Equity,Aussie Broadband,,ABB AU,2852760.0,0.04,Listed,ART,0.03544405767277715
Asset-class_Australian_Shares_Index_Superannuation,Equity,Develop Global,,DVP AU,2794976.0,0.03,Listed,ART,0.034726121558780965
Asset-class_Australian_Shares_Index_Superannuation,Equity,Hansen Technologies,,HSN AU,2607739.0,0.03,Listed,ART,0.032399799321201295
Asset-class_Australian_Shares_Index_Superannuation,Equity,Ooh!Media,,OML AU,2575361.0,0.03,Listed,ART,0.031997519529235206
Asset-class_Australian_Shares_Index_Superannuation,Equity,Credit,,CCP AU,2553266.0,0.03,Listed,ART,0.031723000658289174
Asset-class_Australian_Shares_Index_Superannuation,Equity,Infratil,,IFT AU,2542220.0,0.03,Listed,ART,0.031585759859535156
Asset-class_Australian_Shares_Index_Superannuation,Equity,Spark New Zealand,,SPK AU,2475272.0,0.03,Listed,ART,0.03075396581689677
Asset-class_Australian_Shares_Index_Superannuation,Equity,G8 Education,,GEM AU,2449340.0,0.03,Listed,ART,0.03043177421873553
Asset-class_Australian_Shares_Index_Superannuation,Equity,Silex Systems,,SLX AU,2390683.0,0.03,Listed,ART,0.029702991534278342
Asset-class_Australian_Shares_Index_Superannuation,Equity,Clarity Pharmaceuticals,,CU6 AU,2356583.0,0.03,Listed,ART,0.029279316788894328
Asset-class_Australian_Shares_Index_Superannuation,Equity,Fletcher Building,,FBU AU,2299567.0,0.03,Listed,ART,0.028570922675028785
Asset-class_Australian_Shares_Index_Superannuation,Equity,Perenti,,PRN AU,2103248.0,0.03,Listed,ART,0.026131761316112535
Asset-class_Australian_Shares_Index_Superannuation,Equity,Johns Lyng,,JLG AU,2043427.0,0.03,Listed,ART,0.02538851653770734
Asset-class_Australian_Shares_Index_Superannuation,Equity,Gqg Partners,,GQG AU,2014261.0,0.03,Listed,ART,0.02502614417337097
Asset-class_Australian_Shares_Index_Superannuation,Equity,Kelsian,,KLS AU,1950304.0,0.02,Listed,ART,0.024231511748428875
Asset-class_Australian_Shares_Index_Superannuation,Equity,Domain Australia,,DHG AU,1902792.0,0.02,Listed,ART,0.02364119988618004
Asset-class_Australian_Shares_Index_Superannuation,Equity,Mac Copper,,MAC AU,1863156.0,0.02,Listed,ART,0.02314874322318764
Asset-class_Australian_Shares_Index_Superannuation,Equity,Polynovo,,PNV AU,1817874.0,0.02,Listed,ART,0.02258613794985981
Asset-class_Australian_Shares_Index_Superannuation,Equity,Stanmore Resources,,SMR AU,1807923.0,0.02,Listed,ART,0.02246250195597957
Asset-class_Australian_Shares_Index_Superannuation,Equity,Southern Cross Gold Consolidated,,SX2 AU,1787913.0,0.02,Listed,ART,0.022213888124450708
Asset-class_Australian_Shares_Index_Superannuation,Equity,Pwr,,PWH AU,1761382.0,0.02,Listed,ART,0.021884254263166744
Asset-class_Australian_Shares_Index_Superannuation,Equity,Audinate,,AD8 AU,1753822.0,0.02,Listed,ART,0.021790325199380726
Asset-class_Australian_Shares_Index_Superannuation,Equity,Lifestyle Communities,,LIC AU,1733599.0,0.02,Listed,ART,0.021539064953753132
Asset-class_Australian_Shares_Index_Superannuation,Equity,Healius,,HLS AU,1652841.0,0.02,Listed,ART,0.020535688851473888
Asset-class_Australian_Shares_Index_Superannuation,Equity,Nuix,,NXL AU,1639624.0,0.02,Listed,ART,0.02037147450807974
Asset-class_Australian_Shares_Index_Superannuation,Equity,Propel Funeral Partners,,PFP AU,1605130.0,0.02,Listed,ART,0.019942904517837038
Asset-class_Australian_Shares_Index_Superannuation,Equity,Ma Financial,,MAF AU,1602157.0,0.02,Listed,ART,0.019905966540768802
Asset-class_Australian_Shares_Index_Superannuation,Equity,Select Harvests,,SHV AU,1602000.0,0.02,Listed,ART,0.01990401589751293
Asset-class_Australian_Shares_Index_Superannuation,Equity,Bannerman Energy,,BMN AU,1561821.0,0.02,Listed,ART,0.019404812742240662
