Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean
Conservative Balanced,Cash,National Australia Bank Ltd,United States Dollar,,2968035.0,0.04,,,AustralianSuper,0.027175749501798435
Conservative Balanced,Cash,Royal Bank of Canada,Australia Dollar,,-932338.0,-0.01,,,AustralianSuper,-0.008536618988323166
Conservative Balanced,Cash,Royal Bank of Canada,United Kingdom Pound,,223863.0,0.0,,,AustralianSuper,0.0020497213849301316
Conservative Balanced,Cash,Royal Bank of Canada,United States Dollar,,3652966.0,0.05,,,AustralianSuper,0.03344707490126856
Conservative Balanced,Cash,Royal Bank of Canada/Sydney,Australia Dollar,,36049510.0,0.51,,,AustralianSuper,0.3300744274991965
Conservative Balanced,Cash,Skandinaviska Enskilda Banken AB,Euro Member Countries,,234567.0,0.0,,,AustralianSuper,0.0021477287273864204
Conservative Balanced,Cash,Skandinaviska Enskilda Banken AB,Norway Krone,,178101.0,0.0,,,AustralianSuper,0.0016307180211890368
Conservative Balanced,Cash,Skandinaviska Enskilda Banken AB,Sweden Krona,,29.0,0.0,,,AustralianSuper,2.655281139043693e-07
Conservative Balanced,Cash,Skandinaviska Enskilda Banken AB,United States Dollar,,1380136.0,0.02,,,AustralianSuper,0.01263672100039726
Conservative Balanced,Cash,Societe Generale SA,Australia Dollar,,-509886.0,-0.01,,,AustralianSuper,-0.00466858854780149
Conservative Balanced,Cash,Standard Chartered Bank,Australia Dollar,,16883.0,0.0,,,AustralianSuper,0.00015458314300163676
Conservative Balanced,Cash,Standard Chartered Bank,Euro Member Countries,,533760.0,0.01,,,AustralianSuper,0.004887182278537797
Conservative Balanced,Cash,Standard Chartered Bank,United Kingdom Pound,,250881.0,0.0,,,AustralianSuper,0.0022971020256704164
Conservative Balanced,Cash,State Street Bank and Trust Co,Australia Dollar,,127.0,0.0,,,AustralianSuper,1.162830016063962e-06
Conservative Balanced,Cash,Sumitomo Mitsui Banking Corp/Sydney,Australia Dollar,,9786540.0,0.14,,,AustralianSuper,0.08960694854654021
Conservative Balanced,Cash,Toronto-Dominion Bank/The,Australia Dollar,,-16672.0,0.0,,,AustralianSuper,-0.000152651197069436
Conservative Balanced,Cash,UBS AG,Australia Dollar,,135072.0,0.0,,,AustralianSuper,0.0012367383931479643
Conservative Balanced,Cash,Westpac Banking Corp,Australia Dollar,,-3349585.0,-0.05,,,AustralianSuper,-0.030669275428012642
Conservative Balanced,Fixed Income,ACM Auto Trust 2024-2,,,928388.0,0.01,,,AustralianSuper,0.00850045222798102
Conservative Balanced,Fixed Income,ACM Auto Trust 2025-1,,,259331.0,0.0,,,AustralianSuper,0.002374471424377034
Conservative Balanced,Fixed Income,Asimi Funding 2024-1 PLC,,,164216.0,0.0,,,AustralianSuper,0.0015035849914799967
Conservative Balanced,Fixed Income,Bridge 2024-SFR1 Trust,,,150648.0,0.0,,,AustralianSuper,0.001379354458740187
Conservative Balanced,Fixed Income,Firstmac Asset Funding Trust No. 1 Series Auto No. 2,,,106032.0,0.0,,,AustralianSuper,0.0009708440335692442
Conservative Balanced,Fixed Income,Flexicommercial Abs Trust 2023-1,,,121588.0,0.0,,,AustralianSuper,0.0011132769763242912
Conservative Balanced,Fixed Income,FP Turbo Series 2023-1 Trust,,,333515.0,0.0,,,AustralianSuper,0.003053710652028128
Conservative Balanced,Fixed Income,Handy ABS 2024-1 Trust,,,83442.0,0.0,,,AustralianSuper,0.0007640067889795993
Conservative Balanced,Fixed Income,Household Capital 2025-1 RMBS,,,385344.0,0.01,,,AustralianSuper,0.003528264328426389
Conservative Balanced,Fixed Income,Judo Capital Markets Trust 2023-1,,,703395.0,0.01,,,AustralianSuper,0.006440384402750476
Conservative Balanced,Fixed Income,Metro Finance 2023-2 Trust,,,536475.0,0.01,,,AustralianSuper,0.004912041203684362
Conservative Balanced,Fixed Income,Navigator 2024-1 Aviation Ltd,,,264881.0,0.0,,,AustralianSuper,0.0024252880116932152
Conservative Balanced,Fixed Income,Pagaya AI Technology in Housing Trust 2023-1,,,26557.0,0.0,,,AustralianSuper,0.00024315965934339082
Conservative Balanced,Fixed Income,Panorama Auto Trust 2023-3,,,445257.0,0.01,,,AustralianSuper,0.004076836255610956
Conservative Balanced,Fixed Income,Panorama Auto Trust 2024-1,,,415594.0,0.01,,,AustralianSuper,0.003805237619654222
Conservative Balanced,Fixed Income,Perpetual Corporate Trust Ltd,,,221510.0,0.0,,,AustralianSuper,0.0020281769831364425
Conservative Balanced,Fixed Income,Prodigy Finance CM2021-1 DAC,,,27313.0,0.0,,,AustralianSuper,0.00025008170258862197
Conservative Balanced,Fixed Income,ReadyCap Lending Small Business Loan Trust 2023-3,,,180933.0,0.0,,,AustralianSuper,0.0016566482149330771
