Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean
Australian Shares,Fixed Income,Agence Centrale des Organismes de Securite Sociale,,,-1627.0,0.0,,,AustralianSuper,-1.8543711323236975e-05
Australian Shares,Fixed Income,Export-Import Bank of Korea,,,-542.0,0.0,,,AustralianSuper,-6.177437945417603e-06
Australian Shares,Fixed Income,NBN Co Ltd,,,3051967.0,0.04,,,AustralianSuper,0.03478475415860208
Australian Shares,Fixed Income,European Investment Bank,,,-110.0,0.0,,,AustralianSuper,-1.253723568258185e-06
Australian Shares,Fixed Income,IFM Investors,,,592182.0,0.01,,Externally,AustralianSuper,0.006749386637256986
Australian Shares,Fixed Income,Agence Centrale des Organismes de Securite Sociale,,,-1618.0,0.0,,Internally,AustralianSuper,-1.8441133940379487e-05
Australian Shares,Fixed Income,AMP Bank Ltd,,,682672.0,0.01,,Internally,AustralianSuper,0.007780745234454107
Australian Shares,Fixed Income,Australia & New Zealand Banking Group Ltd,,,19889441.0,0.23,,Internally,AustralianSuper,0.22668964491982402
Australian Shares,Fixed Income,Bank of Nova Scotia/Australia,,,275621.0,0.0,,Internally,AustralianSuper,0.003141386760062629
Australian Shares,Fixed Income,Bendigo & Adelaide Bank Ltd,,,3977833.0,0.05,,Internally,AustralianSuper,0.04533729984268328
Australian Shares,Fixed Income,BRED Banque Populaire COBPFA,,,-3197.0,0.0,,Internally,AustralianSuper,-3.643776588837652e-05
Australian Shares,Fixed Income,Canadian Imperial Bank of Commerce/Sydney,,,785081.0,0.01,,Internally,AustralianSuper,0.008947950479015492
Australian Shares,Fixed Income,Commonwealth Bank of Australia,,,15078138.0,0.18,,Internally,AustralianSuper,0.17185288160044848
Australian Shares,Fixed Income,Commonwealth of Australia,,,3772251.0,0.04,,Internally,AustralianSuper,0.042994181673504606
Australian Shares,Fixed Income,Cooperatieve Rabobank UA/Australia,,,1714125.0,0.02,,Internally,AustralianSuper,0.019536717376732373
Australian Shares,Fixed Income,Cooperatieve Rabobank UA/NY,,,-191.0,0.0,,Internally,AustralianSuper,-2.1769200139755756e-06
Australian Shares,Fixed Income,European Investment Bank,,,-110.0,0.0,,Internally,AustralianSuper,-1.253723568258185e-06
Australian Shares,Fixed Income,Export-Import Bank of Korea,,,-539.0,0.0,,Internally,AustralianSuper,-6.143245484465106e-06
Australian Shares,Fixed Income,ING Bank NV/Sydney,,,1090777.0,0.01,,Internally,AustralianSuper,0.012432116660126892
Australian Shares,Fixed Income,Mitsubishi UFJ Trust & Banking Corp,,,-1332.0,0.0,,Internally,AustralianSuper,-1.5181452662908204e-05
Australian Shares,Fixed Income,Mitsubishi UFJ Trust & Banking Corp/London,,,-2356.0,0.0,,Internally,AustralianSuper,-2.685247933469349e-05
Australian Shares,Fixed Income,Mizuho Bank Ltd,,,-1066.0,0.0,,Internally,AustralianSuper,-1.214972112512023e-05
Australian Shares,Fixed Income,Mizuho Bank Ltd/London,,,-1072.0,0.0,,Internally,AustralianSuper,-1.2218106047025222e-05
Australian Shares,Fixed Income,Mizuho Bank Ltd/Sydney,,,-536.0,0.0,,Internally,AustralianSuper,-6.109053023512611e-06
Australian Shares,Fixed Income,MUFG Bank Ltd/London,,,-2121.0,0.0,,Internally,AustralianSuper,-2.417406989341464e-05
Australian Shares,Fixed Income,MUFG Bank Ltd/Sydney,,,685009.0,0.01,,Internally,AustralianSuper,0.0078073811615361
Australian Shares,Fixed Income,National Australia Bank Ltd,,,13329796.0,0.15,,Internally,AustralianSuper,0.1519261764115789
Australian Shares,Fixed Income,National Australia Bank Ltd/London,,,-1066.0,0.0,,Internally,AustralianSuper,-1.214972112512023e-05
Australian Shares,Fixed Income,NBN Co Ltd,,,3035149.0,0.04,,Internally,AustralianSuper,0.03459307122250238
Australian Shares,Fixed Income,Norfina Ltd,,,1233237.0,0.01,,Internally,AustralianSuper,0.014055802655891085
Australian Shares,Fixed Income,Oversea-Chinese Banking Corp Ltd/Sydney,,,2198446.0,0.03,,Internally,AustralianSuper,0.025056759670390307
Australian Shares,Fixed Income,Royal Bank of Canada/Sydney,,,6219639.0,0.07,,Internally,AustralianSuper,0.070888254548707
Australian Shares,Fixed Income,Skandinaviska Enskilda Banken AB,,,-138.0,0.0,,Internally,AustralianSuper,-1.572853203814814e-06
Australian Shares,Fixed Income,Standard Chartered Bank/Australia,,,1375657.0,0.02,,Internally,AustralianSuper,0.015679032752175907
Australian Shares,Fixed Income,Sumitomo Mitsui Banking Corp,,,-2695.0,0.0,,Internally,AustralianSuper,-3.0716227422325535e-05
Australian Shares,Fixed Income,Sumitomo Mitsui Banking Corp/Sydney,,,2748711.0,0.03,,Internally,AustralianSuper,0.031328397845732034
Australian Shares,Fixed Income,UBS AG/London,,,-998.0,0.0,,Internally,AustralianSuper,-1.1374692010196987e-05
Australian Shares,Fixed Income,Westpac Banking Corp,,,28796611.0,0.33,,Internally,AustralianSuper,0.3282089990605718
Australian Shares,Fixed Income,,,,592182.0,0.01,,Externally,AustralianSuper,0.006749386637256986
Australian Shares,Fixed Income,,,,106869157.0,1.24,,Internally,AustralianSuper,1.21803982591622
Australian Shares,Equity,29Metals,,BNNVRL0,6322168.0,0.07,Listed,,AustralianSuper,0.07205682749170648
Australian Shares,Equity,A2 Milk Company,,BWSRTS7,1318033.0,0.02,Listed,,AustralianSuper,0.015022263962200367
Australian Shares,Equity,Aet And D No 1,,583032S,0.0,,Listed,,AustralianSuper,0.0
Australian Shares,Equity,Agl Energy,,BSS7GP5,1414809.0,0.02,Listed,,AustralianSuper,0.016125267162579948
Australian Shares,Equity,Alcidion,,BYWMP73,1335975.0,0.02,Listed,,AustralianSuper,0.015226757673670259
Australian Shares,Equity,Alpha Hpa,,BH0K666,4847554.0,0.06,Listed,,AustralianSuper,0.05524993362003853
Australian Shares,Equity,Als,,B86SZR5,1712359.0,0.02,Listed,,AustralianSuper,0.01951658941471834
Australian Shares,Equity,Amcor,,6066608,2708015.0,0.03,Listed,,AustralianSuper,0.030864565715424445
Australian Shares,Equity,Amp,,6709958,886298.0,0.01,Listed,,AustralianSuper,0.010101569919091754
Australian Shares,Equity,Ampol,,BM91201,49598333.0,0.58,Listed,,AustralianSuper,0.5652963548037971
Australian Shares,Equity,Ansell,,6286611,1001225.0,0.01,Listed,,AustralianSuper,0.011411448905720921
Australian Shares,Equity,Anz,,6065586,84248763.0,0.98,Listed,,AustralianSuper,0.9602241797245287
Australian Shares,Infrastructure,APA Group,,6247306,3105614.0,0.04,Listed,,AustralianSuper,0.03539619514284159
Australian Shares,Equity,Arb,,BWV03W5,12098292.0,0.14,Listed,,AustralianSuper,0.13789012560063138
Australian Shares,Equity,Aristocrat Leisure,,6253983,222638875.0,2.59,Listed,,AustralianSuper,2.5375236799817094
