PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCHGSC] - ASSETS - 2025-06-30,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,MOODY'S CORP.,-,MCO US,-,,"1,864","$1,426,786",0.15%,
LISTED EQUITY,-,-,-,-,"EBAY, INC.",-,EBAY US,-,,"12,494","$1,419,495",0.15%,
LISTED EQUITY,-,-,-,-,RIDLEY CORP. LTD.,-,RIC AU,-,,"477,333","$1,403,360",0.15%,
LISTED EQUITY,-,-,-,-,DAITO TRUST CONSTRUCTION CO. LTD.,-,1878 JP,-,,"8,470","$1,402,536",0.15%,
LISTED EQUITY,-,-,-,-,BLUESCOPE STEEL LTD.,-,BSL AU,-,,"59,037","$1,364,335",0.15%,
LISTED EQUITY,-,-,-,-,"MERCK & CO., INC.",-,MRK US,-,,"11,210","$1,354,108",0.14%,
LISTED EQUITY,-,-,-,-,SEEK LTD.,-,SEK AU,-,,"55,381","$1,331,914",0.14%,
LISTED EQUITY,-,-,-,-,"METTLER-TOLEDO INTERNATIONAL, INC.",-,MTD US,-,,738,"$1,322,900",0.14%,
LISTED EQUITY,-,-,-,-,"VERISIGN, INC.",-,VRSN US,-,,"2,999","$1,321,392",0.14%,
LISTED EQUITY,-,-,-,-,NESTLE SA,-,NESN SW,-,,"8,741","$1,320,932",0.14%,
LISTED EQUITY,-,-,-,-,HUB24 LTD.,-,HUB AU,-,,"14,262","$1,271,767",0.14%,
LISTED EQUITY,-,-,-,-,"SERVICENOW, INC.",-,NOW US,-,,800,"$1,255,543",0.13%,
LISTED EQUITY,-,-,-,-,ASX LTD.,-,ASX AU,-,,"17,818","$1,242,988",0.13%,
LISTED EQUITY,-,-,-,-,VOLVO AB,-,VOLVB SS,-,,"28,914","$1,228,648",0.13%,
LISTED EQUITY,-,-,-,-,KONINKLIJKE AHOLD DELHAIZE NV,-,AD NA,-,,"19,228","$1,222,624",0.13%,
LISTED EQUITY,-,-,-,-,CHUBB LTD.,-,CB US,-,,"2,761","$1,220,875",0.13%,
LISTED EQUITY,-,-,-,-,CLOROX CO.,-,CLX US,-,,"6,623","$1,213,508",0.13%,
LISTED EQUITY,-,-,-,-,"EXPEDIA GROUP, INC.",-,EXPE US,-,,"4,694","$1,208,198",0.13%,
LISTED EQUITY,-,-,-,-,"ADVANCED MICRO DEVICES, INC.",-,AMD US,-,,"5,443","$1,178,624",0.13%,
LISTED EQUITY,-,-,-,-,NEWS CORP.,-,NWS AU,-,,"22,403","$1,162,721",0.12%,
LISTED EQUITY,-,-,-,-,NEC CORP.,-,6701 JP,-,,"26,003","$1,158,914",0.12%,
LISTED EQUITY,-,-,-,-,SERVICE STREAM LTD.,-,SSM AU,-,,"577,214","$1,145,770",0.12%,
LISTED EQUITY,-,-,-,-,ZURICH INSURANCE GROUP AG,-,ZURN SW,-,,"1,073","$1,140,341",0.12%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,"4,000","$1,137,892",0.12%,
LISTED EQUITY,-,-,-,-,"AUTODESK, INC.",-,ADSK US,-,,"2,374","$1,121,181",0.12%,
LISTED EQUITY,-,-,-,-,"PAYPAL HOLDINGS, INC.",-,PYPL US,-,,"9,877","$1,120,057",0.12%,
LISTED EQUITY,-,-,-,-,"INTUITIVE SURGICAL, INC.",-,ISRG US,-,,"1,350","$1,119,277",0.12%,
LISTED EQUITY,-,-,-,-,WOLTERS KLUWER NV,-,WKL NA,-,,"4,387","$1,115,476",0.12%,
LISTED EQUITY,-,-,-,-,"NETAPP, INC.",-,NTAP US,-,,"6,847","$1,113,267",0.12%,
LISTED EQUITY,-,-,-,-,TOYOTA MOTOR CORP.,-,7203 JP,-,,"42,044","$1,107,262",0.12%,
LISTED EQUITY,-,-,-,-,SYNCHRONY FINANCIAL,-,SYF US,-,,"10,789","$1,098,698",0.12%,
LISTED EQUITY,-,-,-,-,"DELL TECHNOLOGIES, INC.",-,DELL US,-,,"5,787","$1,082,593",0.12%,
LISTED EQUITY,-,-,-,-,JOHNSON & JOHNSON,-,JNJ US,-,,"4,611","$1,074,756",0.11%,
LISTED EQUITY,-,-,-,-,ALLSTATE CORP.,-,ALL US,-,,"3,496","$1,073,846",0.11%,
LISTED EQUITY,-,-,-,-,FAIR ISAAC CORP.,-,FICO US,-,,380,"$1,060,735",0.11%,
LISTED EQUITY,-,-,-,-,"CENCORA, INC.",-,COR US,-,,"2,316","$1,059,822",0.11%,
LISTED EQUITY,-,-,-,-,"O'REILLY AUTOMOTIVE, INC.",-,ORLY US,-,,"7,672","$1,055,091",0.11%,
LISTED EQUITY,-,-,-,-,"SNAP-ON, INC.",-,SNA US,-,,"2,219","$1,053,748",0.11%,
LISTED EQUITY,-,-,-,-,BANK OF QUEENSLAND LTD.,-,BOQ AU,-,,"134,543","$1,046,744",0.11%,
LISTED EQUITY,-,-,-,-,MONSTER BEVERAGE CORP.,-,MNST US,-,,"10,797","$1,032,007",0.11%,
LISTED EQUITY,-,-,-,-,"CROWN HOLDINGS, INC.",-,CCK US,-,,"6,555","$1,030,090",0.11%,
LISTED EQUITY,-,-,-,-,"ARISTA NETWORKS, INC.",-,ANET US,-,,"6,549","$1,022,284",0.11%,
LISTED EQUITY,-,-,-,-,VINCI SA,-,DG FP,-,,"4,499","$1,008,085",0.11%,
LISTED EQUITY,-,-,-,-,RELX PLC,-,REL LN,-,,"12,070","$993,644",0.11%,
LISTED EQUITY,-,-,-,-,"AUTOMATIC DATA PROCESSING, INC.",-,ADP US,-,,"2,071","$974,515",0.10%,
LISTED EQUITY,-,-,-,-,BNP PARIBAS SA,-,BNP FP,-,,"7,102","$970,807",0.10%,
LISTED EQUITY,-,-,-,-,"RPM INTERNATIONAL, INC.",-,RPM US,-,,"5,747","$963,221",0.10%,
LISTED EQUITY,-,-,-,-,NEXT PLC,-,NXT LN,-,,"3,698","$961,863",0.10%,
LISTED EQUITY,-,-,-,-,JAMES HARDIE INDUSTRIES PLC,-,JHX AU,-,,"22,896","$954,775",0.10%,
LISTED EQUITY,-,-,-,-,HSBC HOLDINGS PLC,-,HSBA LN,-,,"51,623","$951,854",0.10%,
LISTED EQUITY,-,-,-,-,A2 MILK CO. LTD.,-,A2M AU,-,,"117,732","$943,035",0.10%,
LISTED EQUITY,-,-,-,-,"DOCUSIGN, INC.",-,DOCU US,-,,"7,923","$941,710",0.10%,
LISTED EQUITY,-,-,-,-,"APPLIED MATERIALS, INC.",-,AMAT US,-,,"3,365","$940,069",0.10%,
LISTED EQUITY,-,-,-,-,M&T BANK CORP.,-,MTB US,-,,"3,141","$929,757",0.10%,
LISTED EQUITY,-,-,-,-,NICKEL INDUSTRIES LTD.,-,NIC AU,-,,"1,334,370","$927,387",0.10%,
LISTED EQUITY,-,-,-,-,"PPG INDUSTRIES, INC.",-,PPG US,-,,"5,340","$926,889",0.10%,
LISTED EQUITY,-,-,-,-,"VERTEX PHARMACEUTICALS, INC.",-,VRTX US,-,,"1,358","$922,576",0.10%,
LISTED EQUITY,-,-,-,-,"AMERICAN WATER WORKS CO., INC.",-,AWK US,-,,"4,330","$919,165",0.10%,
LISTED EQUITY,-,-,-,-,"AMERICAN INTERNATIONAL GROUP, INC.",-,AIG US,-,,"6,987","$912,499",0.10%,
LISTED EQUITY,-,-,-,-,"GILEAD SCIENCES, INC.",-,GILD US,-,,"5,379","$910,020",0.10%,
LISTED EQUITY,-,-,-,-,ACCENTURE PLC,-,ACN US,-,,"1,988","$906,794",0.10%,
LISTED EQUITY,-,-,-,-,ESSILORLUXOTTICA SA,-,EL FP,-,,"2,163","$902,170",0.10%,
LISTED EQUITY,-,-,-,-,KINROSS GOLD CORP.,-,K CN,-,,"37,608","$894,968",0.10%,
LISTED EQUITY,-,-,-,-,ASICS CORP.,-,7936 JP,-,,"23,000","$894,162",0.10%,
LISTED EQUITY,-,-,-,-,STERIS PLC,-,STE US,-,,"2,434","$892,160",0.10%,
LISTED EQUITY,-,-,-,-,"AMGEN, INC.",-,AMGN US,-,,"2,092","$891,318",0.10%,
LISTED EQUITY,-,-,-,-,"ANALOG DEVICES, INC.",-,ADI US,-,,"2,453","$891,003",0.10%,
LISTED EQUITY,-,-,-,-,"T. ROWE PRICE GROUP, INC.",-,TROW US,-,,"5,905","$869,549",0.09%,
LISTED EQUITY,-,-,-,-,"JABIL, INC.",-,JBL US,-,,"2,599","$864,857",0.09%,
LISTED EQUITY,-,-,-,-,NEWMONT CORP.,-,NEM AU,-,,"9,898","$864,227",0.09%,
LISTED EQUITY,-,-,-,-,IMDEX LTD.,-,IMD AU,-,,"316,984","$862,197",0.09%,
LISTED EQUITY,-,-,-,-,"GARTNER, INC.",-,IT US,-,,"1,390","$857,113",0.09%,
LISTED EQUITY,-,-,-,-,"PRUDENTIAL FINANCIAL, INC.",-,PRU US,-,,"5,226","$856,759",0.09%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH US,-,,"6,076","$851,061",0.09%,
LISTED EQUITY,-,-,-,-,RECRUIT HOLDINGS CO. LTD.,-,6098 JP,-,,"9,388","$846,424",0.09%,
LISTED EQUITY,-,-,-,-,INCYTE CORP.,-,INCY US,-,,"8,097","$841,347",0.09%,
LISTED EQUITY,-,-,-,-,ORACLE CORP.,-,ORCL US,-,,"2,502","$834,684",0.09%,
LISTED EQUITY,-,-,-,-,"THERMO FISHER SCIENTIFIC, INC.",-,TMO US,-,,"1,347","$833,600",0.09%,
LISTED EQUITY,-,-,-,-,"PALANTIR TECHNOLOGIES, INC.",-,PLTR US,-,,"3,932","$817,848",0.09%,
LISTED EQUITY,-,-,-,-,"LIFE360, INC.",-,360 AU,-,,"25,291","$813,854",0.09%,
LISTED EQUITY,-,-,-,-,ING GROEP NV,-,INGA NA,-,,"24,240","$808,720",0.09%,
LISTED EQUITY,-,-,-,-,"TOKIO MARINE HOLDINGS, INC.",-,8766 JP,-,,"12,504","$807,222",0.09%,
LISTED EQUITY,-,-,-,-,"SUMITOMO MITSUI TRUST GROUP, INC.",-,8309 JP,-,,"19,808","$803,305",0.09%,
LISTED EQUITY,-,-,-,-,UCB SA,-,UCB BB,-,,"2,677","$800,446",0.09%,
LISTED EQUITY,-,-,-,-,FEDEX CORP.,-,FDX US,-,,"2,306","$799,980",0.09%,
LISTED EQUITY,-,-,-,-,"MOTOROLA SOLUTIONS, INC.",-,MSI US,-,,"1,240","$795,500",0.09%,
LISTED EQUITY,-,-,-,-,BANCO BPM SPA,-,BAMI IM,-,,"44,297","$786,461",0.08%,
LISTED EQUITY,-,-,-,-,DNB BANK ASA,-,DNB NO,-,,"18,708","$785,914",0.08%,
LISTED EQUITY,-,-,-,-,"BORGWARNER, INC.",-,BWA US,-,,"15,379","$785,662",0.08%,
LISTED EQUITY,-,-,-,-,WATERS CORP.,-,WAT US,-,,"1,473","$784,405",0.08%,
LISTED EQUITY,-,-,-,-,ALLEGION PLC,-,ALLE US,-,,"3,544","$779,415",0.08%,
LISTED EQUITY,-,-,-,-,NINE ENTERTAINMENT CO. HOLDINGS LTD.,-,NEC AU,-,,"478,879","$778,179",0.08%,
LISTED EQUITY,-,-,-,-,AXIS CAPITAL HOLDINGS LTD.,-,AXS US,-,,"4,907","$777,430",0.08%,
LISTED EQUITY,-,-,-,-,NORSK HYDRO ASA,-,NHY NO,-,,"89,414","$775,769",0.08%,
LISTED EQUITY,-,-,-,-,TRACTOR SUPPLY CO.,-,TSCO US,-,,"9,556","$769,465",0.08%,
LISTED EQUITY,-,-,-,-,PROSUS NV,-,PRX NA,-,,"8,961","$761,927",0.08%,
LISTED EQUITY,-,-,-,-,"CF INDUSTRIES HOLDINGS, INC.",-,CF US,-,,"5,424","$761,550",0.08%,
LISTED EQUITY,-,-,-,-,ROYAL CARIBBEAN CRUISES LTD.,-,RCL US,-,,"1,583","$756,531",0.08%,
LISTED EQUITY,-,-,-,-,REECE LTD.,-,REH AU,-,,"52,399","$751,928",0.08%,
LISTED EQUITY,-,-,-,-,BEGA CHEESE LTD.,-,BGA AU,-,,"137,548","$751,010",0.08%,
LISTED EQUITY,-,-,-,-,"ILLINOIS TOOL WORKS, INC.",-,ITW US,-,,"1,974","$744,786",0.08%,
LISTED EQUITY,-,-,-,-,"TWILIO, INC.",-,TWLO US,-,,"3,773","$715,908",0.08%,
LISTED EQUITY,-,-,-,-,UNIBAIL-RODAMCO-WESTFIELD,-,URW AU,-,,"99,569","$712,913",0.08%,
LISTED EQUITY,-,-,-,-,EXPERIAN PLC,-,EXPN LN,-,,"9,060","$710,833",0.08%,
LISTED EQUITY,-,-,-,-,ADIDAS AG,-,ADS GR,-,,"1,999","$708,689",0.08%,
LISTED EQUITY,-,-,-,-,"ADOBE, INC.",-,ADBE US,-,,"1,200","$708,264",0.08%,
LISTED EQUITY,-,-,-,-,BRISTOL-MYERS SQUIBB CO.,-,BMY US,-,,"9,998","$706,227",0.08%,
LISTED EQUITY,-,-,-,-,"WALMART, INC.",-,WMT US,-,,"4,689","$699,623",0.07%,
LISTED EQUITY,-,-,-,-,"AUTOZONE, INC.",-,AZO US,-,,123,"$695,305",0.07%,
LISTED EQUITY,-,-,-,-,"DOLLARAMA, INC.",-,DOL CN,-,,"3,097","$664,590",0.07%,
LISTED EQUITY,-,-,-,-,"METLIFE, INC.",-,MET US,-,,"5,414","$664,310",0.07%,
LISTED EQUITY,-,-,-,-,"CBRE GROUP, INC.",-,CBRE US,-,,"3,104","$663,638",0.07%,
LISTED EQUITY,-,-,-,-,PRUDENTIAL PLC,-,PRU LN,-,,"34,536","$659,040",0.07%,
LISTED EQUITY,-,-,-,-,"GODADDY, INC.",-,GDDY US,-,,"2,384","$654,967",0.07%,
LISTED EQUITY,-,-,-,-,ASAHI KASEI CORP.,-,3407 JP,-,,"60,361","$654,859",0.07%,
LISTED EQUITY,-,-,-,-,WISETECH GLOBAL LTD.,-,WTC AU,-,,"5,958","$649,589",0.07%,
LISTED EQUITY,-,-,-,-,KAO CORP.,-,4452 JP,-,,"9,502","$648,172",0.07%,
LISTED EQUITY,-,-,-,-,SVENSKA CELLULOSA AB SCA,-,SCAB SS,-,,"32,746","$644,879",0.07%,
LISTED EQUITY,-,-,-,-,"WILLIAMS-SONOMA, INC.",-,WSM US,-,,"2,582","$643,588",0.07%,
LISTED EQUITY,-,-,-,-,JUDO CAPITAL HOLDINGS LTD.,-,JDO AU,-,,"410,981","$643,186",0.07%,
LISTED EQUITY,-,-,-,-,GEA GROUP AG,-,G1A GR,-,,"6,042","$642,802",0.07%,
LISTED EQUITY,-,-,-,-,FISHER & PAYKEL HEALTHCARE CORP. LTD.,-,FPH NZ,-,,"18,821","$628,476",0.07%,
LISTED EQUITY,-,-,-,-,RELIANCE WORLDWIDE CORP. LTD.,-,RWC AU,-,,"153,135","$627,854",0.07%,
LISTED EQUITY,-,-,-,-,NUCOR CORP.,-,NUE US,-,,"3,169","$626,416",0.07%,
LISTED EQUITY,-,-,-,-,FASTENAL CO.,-,FAST US,-,,"9,743","$624,394",0.07%,
LISTED EQUITY,-,-,-,-,"CITIZENS FINANCIAL GROUP, INC.",-,CFG US,-,,"8,996","$614,268",0.07%,
LISTED EQUITY,-,-,-,-,"ZOZO, INC.",-,3092 JP,-,,"37,264","$612,919",0.07%,
LISTED EQUITY,-,-,-,-,REGIS HEALTHCARE LTD.,-,REG AU,-,,"77,919","$610,884",0.07%,
LISTED EQUITY,-,-,-,-,"AMERIPRISE FINANCIAL, INC.",-,AMP US,-,,748,"$609,308",0.07%,
LISTED EQUITY,-,-,-,-,ORION OYJ,-,ORNBV FH,-,,"5,316","$607,932",0.07%,
LISTED EQUITY,-,-,-,-,STEADFAST GROUP LTD.,-,SDF AU,-,,"99,843","$600,055",0.06%,
LISTED EQUITY,-,-,-,-,"HUBBELL, INC.",-,HUBB US,-,,946,"$589,445",0.06%,
LISTED EQUITY,-,-,-,-,TELIX PHARMACEUTICALS LTD.,-,TLX AU,-,,"24,128","$589,197",0.06%,
LISTED EQUITY,-,-,-,-,AMCOR PLC,-,AMCR US,-,,"40,963","$574,431",0.06%,
LISTED EQUITY,-,-,-,-,NITTO DENKO CORP.,-,6988 JP,-,,"19,311","$569,458",0.06%,
LISTED EQUITY,-,-,-,-,"FORTUNE BRANDS INNOVATIONS, INC.",-,FBIN US,-,,"7,206","$566,040",0.06%,
LISTED EQUITY,-,-,-,-,PERPETUAL LTD.,-,PPT AU,-,,"31,273","$564,796",0.06%,
LISTED EQUITY,-,-,-,-,AIB GROUP PLC,-,AIBG ID,-,,"44,700","$559,260",0.06%,
LISTED EQUITY,-,-,-,-,ANSELL LTD.,-,ANN AU,-,,"18,452","$558,918",0.06%,
LISTED EQUITY,-,-,-,-,SEKISUI CHEMICAL CO. LTD.,-,4204 JP,-,,"20,248","$558,691",0.06%,
LISTED EQUITY,-,-,-,-,"TOAST, INC.",-,TOST US,-,,"8,211","$554,937",0.06%,
LISTED EQUITY,-,-,-,-,FINECOBANK BANCA FINECO SPA,-,FBK IM,-,,"16,203","$546,635",0.06%,
LISTED EQUITY,-,-,-,-,DEVELOP GLOBAL LTD.,-,DVP AU,-,,"110,979","$543,795",0.06%,
LISTED EQUITY,-,-,-,-,"FORTINET, INC.",-,FTNT US,-,,"3,360","$542,073",0.06%,
LISTED EQUITY,-,-,-,-,CHORUS LTD.,-,CNU AU,-,,"68,537","$535,271",0.06%,
LISTED EQUITY,-,-,-,-,ARCH CAPITAL GROUP LTD.,-,ACGL US,-,,"3,815","$530,075",0.06%,
LISTED EQUITY,-,-,-,-,TALANX AG,-,TLX GR,-,,"2,675","$526,655",0.06%,
LISTED EQUITY,-,-,-,-,NATWEST GROUP PLC,-,NWG LN,-,,"48,792","$521,752",0.06%,
LISTED EQUITY,-,-,-,-,CENTENE CORP.,-,CNC US,-,,"6,229","$515,936",0.06%,
LISTED EQUITY,-,-,-,-,SMITH & NEPHEW PLC,-,SN LN,-,,"21,951","$510,876",0.05%,
LISTED EQUITY,-,-,-,-,SUPER RETAIL GROUP LTD.,-,SUL AU,-,,"35,308","$502,785",0.05%,
LISTED EQUITY,-,-,-,-,ADMIRAL GROUP PLC,-,ADM LN,-,,"7,342","$501,988",0.05%,
LISTED EQUITY,-,-,-,-,"APTARGROUP, INC.",-,ATR US,-,,"2,102","$501,788",0.05%,
LISTED EQUITY,-,-,-,-,RATIONAL AG,-,RAA GR,-,,392,"$499,620",0.05%,
LISTED EQUITY,-,-,-,-,"MS&AD INSURANCE GROUP HOLDINGS, INC.",-,8725 JP,-,,"14,531","$495,814",0.05%,
LISTED EQUITY,-,-,-,-,FAST RETAILING CO. LTD.,-,9983 JP,-,,937,"$490,094",0.05%,
LISTED EQUITY,-,-,-,-,"HUBSPOT, INC.",-,HUBS US,-,,576,"$489,458",0.05%,
LISTED EQUITY,-,-,-,-,"CUMMINS, INC.",-,CMI US,-,,967,"$483,085",0.05%,
LISTED EQUITY,-,-,-,-,TEMPLE & WEBSTER GROUP LTD.,-,TPW AU,-,,"22,507","$479,856",0.05%,
LISTED EQUITY,-,-,-,-,"SPROUTS FARMERS MARKET, INC.",-,SFM US,-,,"1,887","$474,039",0.05%,
LISTED EQUITY,-,-,-,-,PANDORA AS,-,PNDORA DC,-,,"1,767","$471,845",0.05%,
LISTED EQUITY,-,-,-,-,LOGITECH INTERNATIONAL SA,-,LOGN SW,-,,"3,437","$470,629",0.05%,
LISTED EQUITY,-,-,-,-,AUTO TRADER GROUP PLC,-,AUTO LN,-,,"27,278","$470,233",0.05%,
LISTED EQUITY,-,-,-,-,"SAMSARA, INC.",-,IOT US,-,,"7,695","$467,082",0.05%,
LISTED EQUITY,-,-,-,-,VALEO SE,-,FR FP,-,,"28,031","$466,445",0.05%,
LISTED EQUITY,-,-,-,-,STORA ENSO OYJ,-,STERV FH,-,,"28,184","$465,655",0.05%,
LISTED EQUITY,-,-,-,-,KURITA WATER INDUSTRIES LTD.,-,6370 JP,-,,"7,667","$461,498",0.05%,
LISTED EQUITY,-,-,-,-,TECHTRONIC INDUSTRIES CO. LTD.,-,669 HK,-,,"27,437","$460,255",0.05%,
LISTED EQUITY,-,-,-,-,MEIJI HOLDINGS CO. LTD.,-,2269 JP,-,,"13,594","$457,672",0.05%,
LISTED EQUITY,-,-,-,-,BUNGE GLOBAL SA,-,BG US,-,,"3,698","$452,993",0.05%,
LISTED EQUITY,-,-,-,-,"T&D HOLDINGS, INC.",-,8795 JP,-,,"13,479","$451,389",0.05%,
LISTED EQUITY,-,-,-,-,ATLASSIAN CORP.,-,TEAM US,-,,"1,452","$449,891",0.05%,
LISTED EQUITY,-,-,-,-,U.S. FOODS HOLDING CORP.,-,USFD US,-,,"3,775","$443,573",0.05%,
LISTED EQUITY,-,-,-,-,GENMAB AS,-,GMAB DC,-,,"1,396","$440,700",0.05%,
LISTED EQUITY,-,-,-,-,"DAVITA, INC.",-,DVA US,-,,"2,018","$438,741",0.05%,
LISTED EQUITY,-,-,-,-,NEWMONT CORP.,-,NEM US,-,,"4,890","$434,753",0.05%,
LISTED EQUITY,-,-,-,-,METSO OYJ,-,METSO FH,-,,"22,101","$434,666",0.05%,
LISTED EQUITY,-,-,-,-,MITSUBISHI CHEMICAL GROUP CORP.,-,4188 JP,-,,"54,128","$433,423",0.05%,
LISTED EQUITY,-,-,-,-,"VEEVA SYSTEMS, INC.",-,VEEV US,-,,973,"$427,731",0.05%,
LISTED EQUITY,-,-,-,-,ERSTE GROUP BANK AG,-,EBS AV,-,,"3,299","$427,289",0.05%,
LISTED EQUITY,-,-,-,-,ROCHE HOLDING AG,-,RO SW,-,,800,"$421,914",0.05%,
LISTED EQUITY,-,-,-,-,"MERCADOLIBRE, INC.",-,MELI US,-,,105,"$417,097",0.04%,
LISTED EQUITY,-,-,-,-,"MAGNA INTERNATIONAL, INC.",-,MG CN,-,,"7,057","$415,413",0.04%,
LISTED EQUITY,-,-,-,-,"DOMINO'S PIZZA, INC.",-,DPZ US,-,,604,"$415,022",0.04%,
LISTED EQUITY,-,-,-,-,AUSTRALIAN CLINICAL LABS LTD.,-,ACL AU,-,,"145,106","$403,395",0.04%,
LISTED EQUITY,-,-,-,-,"AT&T, INC.",-,T US,-,,"9,129","$403,126",0.04%,
LISTED EQUITY,-,-,-,-,MOSAIC CO.,-,MOS US,-,,"7,226","$402,238",0.04%,
LISTED EQUITY,-,-,-,-,KELSIAN GROUP LTD.,-,KLS AU,-,,"105,914","$401,415",0.04%,
LISTED EQUITY,-,-,-,-,MAGELLAN FINANCIAL GROUP LTD.,-,MFG AU,-,,"46,880","$401,292",0.04%,
LISTED EQUITY,-,-,-,-,"TOREX GOLD RESOURCES, INC.",-,TXG CN,-,,"8,030","$398,896",0.04%,
LISTED EQUITY,-,-,-,-,"PULTEGROUP, INC.",-,PHM US,-,,"2,469","$397,363",0.04%,
LISTED EQUITY,-,-,-,-,KLA CORP.,-,KLAC US,-,,288,"$393,300",0.04%,
LISTED EQUITY,-,-,-,-,WIX.COM LTD.,-,WIX US,-,,"1,625","$392,817",0.04%,
LISTED EQUITY,-,-,-,-,FLETCHER BUILDING LTD.,-,FBU AU,-,,"141,660","$382,481",0.04%,
LISTED EQUITY,-,-,-,-,"T-MOBILE U.S., INC.",-,TMUS US,-,,"1,044","$379,672",0.04%,
LISTED EQUITY,-,-,-,-,NANOSONICS LTD.,-,NAN AU,-,,"93,225","$377,563",0.04%,
LISTED EQUITY,-,-,-,-,KIMBERLY-CLARK CORP.,-,KMB US,-,,"1,908","$375,254",0.04%,
LISTED EQUITY,-,-,-,-,ONO PHARMACEUTICAL CO. LTD.,-,4528 JP,-,,"22,657","$373,136",0.04%,
LISTED EQUITY,-,-,-,-,HELIA GROUP LTD.,-,HLI AU,-,,"65,762","$370,242",0.04%,
LISTED EQUITY,-,-,-,-,"RELIANCE, INC.",-,RS US,-,,760,"$363,844",0.04%,
LISTED EQUITY,-,-,-,-,YOKOHAMA RUBBER CO. LTD.,-,5101 JP,-,,"8,661","$363,421",0.04%,
LISTED EQUITY,-,-,-,-,CHALICE MINING LTD.,-,CHN AU,-,,"214,584","$361,574",0.04%,
LISTED EQUITY,-,-,-,-,"ZOOM COMMUNICATIONS, INC.",-,ZM US,-,,"3,036","$361,208",0.04%,
LISTED EQUITY,-,-,-,-,INGHAMS GROUP LTD.,-,ING AU,-,,"100,372","$356,322",0.04%,
LISTED EQUITY,-,-,-,-,FIRSTSERVICE CORP.,-,FSV CN,-,,"1,338","$355,657",0.04%,
LISTED EQUITY,-,-,-,-,MANULIFE FINANCIAL CORP.,-,MFC CN,-,,"7,194","$350,256",0.04%,
LISTED EQUITY,-,-,-,-,"UBER TECHNOLOGIES, INC.",-,UBER US,-,,"2,455","$349,449",0.04%,
LISTED EQUITY,-,-,-,-,CAPSTONE COPPER CORP.,-,CSC AU,-,,"37,068","$349,177",0.04%,
LISTED EQUITY,-,-,-,-,COCA-COLA HBC AG,-,CCH LN,-,,"4,333","$344,648",0.04%,
LISTED EQUITY,-,-,-,-,JAPAN POST INSURANCE CO. LTD.,-,7181 JP,-,,"9,923","$341,838",0.04%,
LISTED EQUITY,-,-,-,-,SUPERLOOP LTD.,-,SLC AU,-,,"112,564","$338,817",0.04%,
LISTED EQUITY,-,-,-,-,BEIERSDORF AG,-,BEI GR,-,,"1,763","$336,557",0.04%,
LISTED EQUITY,-,-,-,-,PERENTI LTD.,-,PRN AU,-,,"205,469","$332,859",0.04%,
LISTED EQUITY,-,-,-,-,"NEXTRACKER, INC.",-,NXT US,-,,"3,990","$331,045",0.04%,
LISTED EQUITY,-,-,-,-,"PHINIA, INC.",-,PHIN US,-,,"4,865","$330,284",0.04%,
LISTED EQUITY,-,-,-,-,"WORKDAY, INC.",-,WDAY US,-,,897,"$328,390",0.04%,
LISTED EQUITY,-,-,-,-,CREDIT CORP. GROUP LTD.,-,CCP AU,-,,"24,039","$325,241",0.03%,
LISTED EQUITY,-,-,-,-,HEWLETT PACKARD ENTERPRISE CO.,-,HPE US,-,,"9,994","$311,860",0.03%,
LISTED EQUITY,-,-,-,-,APPLOVIN CORP.,-,APP US,-,,582,"$311,000",0.03%,
LISTED EQUITY,-,-,-,-,DAIICHI SANKYO CO. LTD.,-,4568 JP,-,,"8,699","$309,243",0.03%,
LISTED EQUITY,-,-,-,-,SPARK NEW ZEALAND LTD.,-,SPK AU,-,,"136,288","$306,648",0.03%,
LISTED EQUITY,-,-,-,-,"MIZUHO FINANCIAL GROUP, INC.",-,8411 JP,-,,"7,246","$305,662",0.03%,
LISTED EQUITY,-,-,-,-,HONDA MOTOR CO. LTD.,-,7267 JP,-,,"20,362","$299,965",0.03%,
LISTED EQUITY,-,-,-,-,"CHARTER COMMUNICATIONS, INC.",-,CHTR US,-,,481,"$299,961",0.03%,
LISTED EQUITY,-,-,-,-,"NUTANIX, INC.",-,NTNX US,-,,"2,542","$296,448",0.03%,
LISTED EQUITY,-,-,-,-,"METRO, INC.",-,MRU CN,-,,"2,447","$292,755",0.03%,
LISTED EQUITY,-,-,-,-,MYER HOLDINGS LTD.,-,MYR AU,-,,"470,792","$284,829",0.03%,
LISTED EQUITY,-,-,-,-,DUERR AG,-,DUE GR,-,,"6,975","$282,346",0.03%,
LISTED EQUITY,-,-,-,-,"CARDINAL HEALTH, INC.",-,CAH US,-,,"1,078","$276,288",0.03%,
