PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCBGRO] - ASSETS - 2025-06-30,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,AP MOLLER - MAERSK AS,-,MAERSKB DC,-,,982,"$2,775,133",0.01%,
LISTED EQUITY,-,-,-,-,SUN PHARMACEUTICAL INDUSTRIES LTD.,-,SUNP IN,-,,"92,843","$2,768,138",0.01%,
LISTED EQUITY,-,-,-,-,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",-,8316 JP,-,,"71,403","$2,741,122",0.01%,
LISTED EQUITY,-,-,-,-,PILBARA MINERALS LTD.,-,PLS AU,-,,"2,048,040","$2,734,133",0.01%,
LISTED EQUITY,-,-,-,-,HIKMA PHARMACEUTICALS PLC,-,HIK LN,-,,"65,662","$2,729,530",0.01%,
LISTED EQUITY,-,-,-,-,RELX PLC,-,REL LN,-,,"33,154","$2,729,311",0.01%,
LISTED EQUITY,-,-,-,-,SPARK NEW ZEALAND LTD.,-,SPK AU,-,,"1,206,141","$2,713,818",0.01%,
LISTED EQUITY,-,-,-,-,BRF SA,-,BRFS3 BZ,-,,"477,349","$2,687,822",0.01%,
LISTED EQUITY,-,-,-,-,NATIONAL BANK OF CANADA,-,NA CN,-,,"17,062","$2,681,087",0.01%,
LISTED EQUITY,-,-,-,-,RAMELIUS RESOURCES LTD.,-,RMS AU,-,,"1,062,153","$2,676,626",0.01%,
LISTED EQUITY,-,-,-,-,SHIONOGI & CO. LTD.,-,4507 JP,-,,"97,589","$2,674,190",0.01%,
LISTED EQUITY,-,-,-,-,MINERAL RESOURCES LTD.,-,MIN AU,-,,"123,335","$2,659,092",0.01%,
LISTED EQUITY,-,-,-,-,ONO PHARMACEUTICAL CO. LTD.,-,4528 JP,-,,"161,388","$2,657,915",0.01%,
LISTED EQUITY,-,-,-,-,ASICS CORP.,-,7936 JP,-,,"68,364","$2,657,672",0.01%,
LISTED EQUITY,-,-,-,-,LI NING CO. LTD.,-,2331 HK,-,,"805,847","$2,650,391",0.01%,
LISTED EQUITY,-,-,-,-,"MONDELEZ INTERNATIONAL, INC.",-,MDLZ US,-,,"25,591","$2,633,507",0.01%,
LISTED EQUITY,-,-,-,-,SUPER RETAIL GROUP LTD.,-,SUL AU,-,,"184,510","$2,627,428",0.01%,
LISTED EQUITY,-,-,-,-,FORTIS HEALTHCARE LTD.,-,FORH IN,-,,"183,499","$2,593,992",0.01%,
LISTED EQUITY,-,-,-,-,VAULT MINERALS LTD.,-,VAU AU,-,,"6,090,578","$2,558,043",0.01%,
LISTED EQUITY,-,-,-,-,CVS HEALTH CORP.,-,CVS US,-,,"24,166","$2,543,601",0.01%,
LISTED EQUITY,-,-,-,-,"KEURIG DR. PEPPER, INC.",-,KDP US,-,,"50,318","$2,538,308",0.01%,
LISTED EQUITY,-,-,-,-,CENTRICA PLC,-,CNA LN,-,,"748,491","$2,528,436",0.01%,
LISTED EQUITY,-,-,-,-,SHERWIN-WILLIAMS CO.,-,SHW US,-,,"4,817","$2,523,592",0.01%,
LISTED EQUITY,-,-,-,-,AXA SA,-,CS FP,-,,"33,603","$2,508,044",0.01%,
LISTED EQUITY,-,-,-,-,MUENCHENER RUECKVERSICHERUNGS-GESELLSCHAFT AG IN MUENCHEN,-,MUV2 GR,-,,"2,531","$2,496,570",0.01%,
LISTED EQUITY,-,-,-,-,BOC AVIATION LTD.,-,2588 HK,-,,"196,728","$2,485,625",0.01%,
LISTED EQUITY,-,-,-,-,POSTE ITALIANE SPA,-,PST IM,-,,"76,076","$2,485,460",0.01%,
LISTED EQUITY,-,-,-,-,HONG KONG EXCHANGES & CLEARING LTD.,-,388 HK,-,,"30,469","$2,480,407",0.01%,
LISTED EQUITY,-,-,-,-,REDE D'OR SAO LUIZ SA,-,RDOR3 BZ,-,,"248,733","$2,463,123",0.01%,
LISTED EQUITY,-,-,-,-,PICC PROPERTY & CASUALTY CO. LTD.,-,2328 HK,-,,"832,362","$2,459,305",0.01%,
LISTED EQUITY,-,-,-,-,CONSTELLATION ENERGY CORP.,-,CEG US,-,,"4,983","$2,454,426",0.01%,
LISTED EQUITY,-,-,-,-,SINGAPORE EXCHANGE LTD.,-,SGX SP,-,,"137,472","$2,450,707",0.01%,
LISTED EQUITY,-,-,-,-,"TYSON FOODS, INC.",-,TSN US,-,,"28,680","$2,448,125",0.01%,
LISTED EQUITY,-,-,-,-,"LENNOX INTERNATIONAL, INC.",-,LII US,-,,"2,789","$2,439,620",0.01%,
LISTED EQUITY,-,-,-,-,CHINA PACIFIC INSURANCE GROUP CO. LTD.,-,2601 HK,-,,"465,805","$2,431,113",0.01%,
LISTED EQUITY,-,-,-,-,AMPHENOL CORP.,-,APH US,-,,"16,073","$2,421,898",0.01%,
LISTED EQUITY,-,-,-,-,BROOKFIELD CORP.,-,BN CN,-,,"25,554","$2,408,449",0.01%,
LISTED EQUITY,-,-,-,-,ADIDAS AG,-,ADS GR,-,,"6,780","$2,403,932",0.01%,
LISTED EQUITY,-,-,-,-,3M CO.,-,MMM US,-,,"10,310","$2,395,076",0.01%,
LISTED EQUITY,-,-,-,-,WESTGOLD RESOURCES LTD.,-,WGX AU,-,,"834,136","$2,393,971",0.01%,
LISTED EQUITY,-,-,-,-,ROLLS-ROYCE HOLDINGS PLC,-,RR LN,-,,"117,612","$2,379,604",0.01%,
LISTED EQUITY,-,-,-,-,BP PLC,-,BP LN,-,,"310,166","$2,371,792",0.01%,
LISTED EQUITY,-,-,-,-,AIR LIQUIDE SA,-,AI FP,-,,"7,535","$2,363,897",0.01%,
LISTED EQUITY,-,-,-,-,ZHONGSHENG GROUP HOLDINGS LTD.,-,881 HK,-,,"999,036","$2,349,760",0.01%,
LISTED EQUITY,-,-,-,-,TYRO PAYMENTS LTD.,-,TYR AU,-,,"2,668,247","$2,348,058",0.01%,
LISTED EQUITY,-,-,-,-,"COINBASE GLOBAL, INC.",-,COIN US,-,,"4,378","$2,341,263",0.01%,
LISTED EQUITY,-,-,-,-,TELIX PHARMACEUTICALS LTD.,-,TLX AU,-,,"95,765","$2,338,585",0.01%,
LISTED EQUITY,-,-,-,-,HORIZON ROBOTICS,-,9660 HK,-,,"1,852,847","$2,337,445",0.01%,
LISTED EQUITY,-,-,-,-,"KB FINANCIAL GROUP, INC.",-,105560 KS,-,,"18,637","$2,336,830",0.01%,
LISTED EQUITY,-,-,-,-,WEST AFRICAN RESOURCES LTD.,-,WAF AU,-,,"1,027,514","$2,332,457",0.01%,
LISTED EQUITY,-,-,-,-,"KKR & CO., INC.",-,KKR US,-,,"11,465","$2,327,178",0.01%,
LISTED EQUITY,-,-,-,-,"VERTEX PHARMACEUTICALS, INC.",-,VRTX US,-,,"3,424","$2,325,737",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF MONTREAL,-,BMO CN,-,,"13,713","$2,314,222",0.01%,
LISTED EQUITY,-,-,-,-,ROCKWOOL AS,-,ROCKB DC,-,,"32,416","$2,306,703",0.01%,
LISTED EQUITY,-,-,-,-,FULL TRUCK ALLIANCE CO. LTD.,-,YMM US,-,,"127,485","$2,297,399",0.01%,
LISTED EQUITY,-,-,-,-,CIA ENERGETICA DE MINAS GERAIS,-,CMIG4 BZ,-,,"753,861","$2,276,251",0.01%,
LISTED EQUITY,-,-,-,-,"ROCKWELL AUTOMATION, INC.",-,ROK US,-,,"4,481","$2,271,194",0.01%,
LISTED EQUITY,-,-,-,-,GSK PLC,-,GSK LN,-,,"78,079","$2,269,363",0.01%,
LISTED EQUITY,-,-,-,-,"AUTOZONE, INC.",-,AZO US,-,,400,"$2,265,348",0.01%,
LISTED EQUITY,-,-,-,-,CAPGEMINI SE,-,CAP FP,-,,"8,710","$2,262,724",0.01%,
LISTED EQUITY,-,-,-,-,PALADIN ENERGY LTD.,-,PDN AU,-,,"279,979","$2,259,427",0.01%,
LISTED EQUITY,-,-,-,-,ENDESA SA,-,ELE SM,-,,"46,854","$2,256,730",0.01%,
LISTED EQUITY,-,-,-,-,"WILLIAMS COS., INC.",-,WMB US,-,,"23,493","$2,251,652",0.01%,
LISTED EQUITY,-,-,-,-,UBS GROUP AG,-,UBSG SW,-,,"43,712","$2,249,897",0.01%,
LISTED EQUITY,-,-,-,-,M&T BANK CORP.,-,MTB US,-,,"7,583","$2,244,732",0.01%,
LISTED EQUITY,-,-,-,-,EICHER MOTORS LTD.,-,EIM IN,-,,"22,295","$2,243,829",0.01%,
LISTED EQUITY,-,-,-,-,EBOS GROUP LTD.,-,EBO AU,-,,"62,825","$2,235,931",0.01%,
LISTED EQUITY,-,-,-,-,MCKESSON CORP.,-,MCK US,-,,"1,999","$2,235,489",0.01%,
LISTED EQUITY,-,-,-,-,"LEIDOS HOLDINGS, INC.",-,LDOS US,-,,"9,267","$2,230,855",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF IRELAND GROUP PLC,-,BIRG ID,-,,"102,810","$2,225,483",0.01%,
LISTED EQUITY,-,-,-,-,"PINTEREST, INC.",-,PINS US,-,,"40,609","$2,222,087",0.01%,
LISTED EQUITY,-,-,-,-,ENEL SPA,-,ENEL IM,-,,"153,768","$2,218,833",0.01%,
LISTED EQUITY,-,-,-,-,CHAMPION IRON LTD.,-,CIA AU,-,,"530,663","$2,212,867",0.01%,
LISTED EQUITY,-,-,-,-,BHARTI AIRTEL LTD.,-,BHARTI IN,-,,"61,121","$2,185,451",0.01%,
LISTED EQUITY,-,-,-,-,"SNOWFLAKE, INC.",-,SNOW US,-,,"6,399","$2,185,150",0.01%,
LISTED EQUITY,-,-,-,-,YIFENG PHARMACY CHAIN CO. LTD.,-,603939 C1,-,,"417,309","$2,174,564",0.01%,
LISTED EQUITY,-,-,-,-,WILLIS TOWERS WATSON PLC,-,WTW US,-,,"4,626","$2,164,016",0.01%,
LISTED EQUITY,-,-,-,-,KONINKLIJKE KPN NV,-,KPN NA,-,,"291,581","$2,160,119",0.01%,
LISTED EQUITY,-,-,-,-,"QUANTA SERVICES, INC.",-,PWR US,-,,"3,728","$2,150,817",0.01%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,"7,557","$2,149,712",0.01%,
LISTED EQUITY,-,-,-,-,FLIGHT CENTRE TRAVEL GROUP LTD.,-,FLT AU,-,,"172,163","$2,148,590",0.01%,
LISTED EQUITY,-,-,-,-,CHEVRON CORP.,-,CVX US,-,,"9,799","$2,141,028",0.01%,
LISTED EQUITY,-,-,-,-,"MONOLITHIC POWER SYSTEMS, INC.",-,MPWR US,-,,"1,912","$2,134,203",0.01%,
LISTED EQUITY,-,-,-,-,CONTACT ENERGY LTD.,-,CEN AU,-,,"253,936","$2,120,366",0.01%,
LISTED EQUITY,-,-,-,-,NINTENDO CO. LTD.,-,7974 JP,-,,"14,426","$2,115,298",0.01%,
LISTED EQUITY,-,-,-,-,HALEON PLC,-,HLN LN,-,,"270,021","$2,113,935",0.01%,
LISTED EQUITY,-,-,-,-,"UNITED PARCEL SERVICE, INC.",-,UPS US,-,,"13,697","$2,109,757",0.01%,
LISTED EQUITY,-,-,-,-,NATIONAL GRID PLC,-,NG LN,-,,"94,850","$2,105,304",0.01%,
LISTED EQUITY,-,-,-,-,"DOMINO'S PIZZA, INC.",-,DPZ US,-,,"3,028","$2,082,202",0.01%,
LISTED EQUITY,-,-,-,-,"DR HORTON, INC.",-,DHI US,-,,"10,563","$2,078,063",0.01%,
LISTED EQUITY,-,-,-,-,ORION OYJ,-,ORNBV FH,-,,"18,133","$2,073,767",0.01%,
LISTED EQUITY,-,-,-,-,STANDARD BANK GROUP LTD.,-,SBK SJ,-,,"106,016","$2,071,188",0.01%,
LISTED EQUITY,-,-,-,-,"ILLINOIS TOOL WORKS, INC.",-,ITW US,-,,"5,437","$2,051,528",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"24,358","$2,051,049",0.01%,
LISTED EQUITY,-,-,-,-,FANUC CORP.,-,6954 JP,-,,"49,231","$2,049,082",0.01%,
LISTED EQUITY,-,-,-,-,JOHNSON CONTROLS INTERNATIONAL PLC,-,JCI US,-,,"12,691","$2,045,490",0.01%,
LISTED EQUITY,-,-,-,-,L'OREAL SA,-,OR FP,-,,"3,139","$2,041,443",0.01%,
LISTED EQUITY,-,-,-,-,MAKITA CORP.,-,6586 JP,-,,"43,312","$2,037,439",0.01%,
LISTED EQUITY,-,-,-,-,MEGAPORT LTD.,-,MP1 AU,-,,"140,512","$2,029,005",0.01%,
LISTED EQUITY,-,-,-,-,"MICROSTRATEGY, INC.",-,MSTR US,-,,"3,276","$2,020,838",0.01%,
LISTED EQUITY,-,-,-,-,"NEUROCRINE BIOSCIENCES, INC.",-,NBIX US,-,,"10,527","$2,019,024",0.01%,
LISTED EQUITY,-,-,-,-,GENERALI,-,G IM,-,,"37,087","$2,006,851",0.01%,
LISTED EQUITY,-,-,-,-,U.S. BANCORP,-,USB US,-,,"29,003","$2,002,591",0.01%,
LISTED EQUITY,-,-,-,-,ANGLOGOLD ASHANTI PLC,-,ANG SJ,-,,"29,041","$1,997,159",0.01%,
LISTED EQUITY,-,-,-,-,AMBEV SA,-,ABEV3 BZ,-,,"532,618","$1,983,469",0.01%,
LISTED EQUITY,-,-,-,-,SANDVIK AB,-,SAND SS,-,,"56,910","$1,976,357",0.01%,
LISTED EQUITY,-,-,-,-,EMERALD RESOURCES NL,-,EMR AU,-,,"503,365","$1,973,189",0.01%,
LISTED EQUITY,-,-,-,-,PETROLEO BRASILEIRO SA - PETROBRAS,-,PETR4 BZ,-,,"223,079","$1,957,121",0.01%,
LISTED EQUITY,-,-,-,-,CREDIT AGRICOLE SA,-,ACA FP,-,,"67,944","$1,955,107",0.01%,
LISTED EQUITY,-,-,-,-,SVENSKA HANDELSBANKEN AB,-,SHBA SS,-,,"96,564","$1,955,013",0.01%,
LISTED EQUITY,-,-,-,-,NEWMONT CORP.,-,NEM US,-,,"21,959","$1,952,157",0.01%,
LISTED EQUITY,-,-,-,-,HAIER SMART HOME CO. LTD.,-,6690 HK,-,,"446,234","$1,947,316",0.01%,
LISTED EQUITY,-,-,-,-,CANADIAN IMPERIAL BANK OF COMMERCE,-,CM CN,-,,"18,003","$1,946,004",0.01%,
LISTED EQUITY,-,-,-,-,LENNAR CORP.,-,LEN US,-,,"11,529","$1,945,956",0.01%,
LISTED EQUITY,-,-,-,-,ASML HOLDING NV,-,ASML US,-,,"1,589","$1,943,605",0.01%,
LISTED EQUITY,-,-,-,-,TRANSUNION,-,TRU US,-,,"14,474","$1,943,517",0.01%,
LISTED EQUITY,-,-,-,-,"PPG INDUSTRIES, INC.",-,PPG US,-,,"11,155","$1,936,106",0.01%,
LISTED EQUITY,-,-,-,-,COGNIZANT TECHNOLOGY SOLUTIONS CORP.,-,CTSH US,-,,"16,164","$1,924,664",0.01%,
LISTED EQUITY,-,-,-,-,"MIZUHO FINANCIAL GROUP, INC.",-,8411 JP,-,,"45,477","$1,918,271",0.01%,
LISTED EQUITY,-,-,-,-,ARTHUR J GALLAGHER & CO.,-,AJG US,-,,"3,926","$1,917,596",0.01%,
LISTED EQUITY,-,-,-,-,SHELL PLC,-,SHEL LN,-,,"35,893","$1,916,465",0.01%,
LISTED EQUITY,-,-,-,-,CAPITEC BANK HOLDINGS LTD.,-,CPI SJ,-,,"6,273","$1,912,766",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF NEW YORK MELLON CORP.,-,BK US,-,,"13,735","$1,909,462",0.01%,
LISTED EQUITY,-,-,-,-,FLUTTER ENTERTAINMENT PLC,-,FLUT US,-,,"4,375","$1,907,725",0.01%,
LISTED EQUITY,-,-,-,-,CANADIAN NATURAL RESOURCES LTD.,-,CNQ CN,-,,"39,655","$1,897,978",0.01%,
LISTED EQUITY,-,-,-,-,SONOVA HOLDING AG,-,SOON SW,-,,"4,160","$1,885,316",0.01%,
LISTED EQUITY,-,-,-,-,ARGENX SE,-,ARGX BB,-,,"2,231","$1,877,480",0.01%,
LISTED EQUITY,-,-,-,-,JAPAN AIRLINES CO. LTD.,-,9201 JP,-,,"60,181","$1,870,049",0.01%,
LISTED EQUITY,-,-,-,-,ROCKET LAB CORP.,-,RKLB US,-,,"34,225","$1,868,015",0.01%,
LISTED EQUITY,-,-,-,-,ABB LTD.,-,ABBN SW,-,,"20,576","$1,866,080",0.01%,
LISTED EQUITY,-,-,-,-,EVONIK INDUSTRIES AG,-,EVK GR,-,,"59,467","$1,864,024",0.01%,
LISTED EQUITY,-,-,-,-,"YUM CHINA HOLDINGS, INC.",-,YUMC US,-,,"27,315","$1,863,523",0.01%,
LISTED EQUITY,-,-,-,-,AIR CANADA,-,AC CN,-,,"78,826","$1,857,332",0.01%,
LISTED EQUITY,-,-,-,-,CSX CORP.,-,CSX US,-,,"37,192","$1,851,799",0.01%,
LISTED EQUITY,-,-,-,-,PROSUS NV,-,PRX NA,-,,"21,644","$1,840,384",0.01%,
LISTED EQUITY,-,-,-,-,BOOZ ALLEN HAMILTON HOLDING CORP.,-,BAH US,-,,"11,569","$1,838,097",0.01%,
LISTED EQUITY,-,-,-,-,FOX CORP.,-,FOXA US,-,,"21,380","$1,828,229",0.01%,
LISTED EQUITY,-,-,-,-,CREDICORP LTD.,-,BAP US,-,,"5,338","$1,820,663",0.01%,
LISTED EQUITY,-,-,-,-,FIVE-STAR BUSINESS FINANCE LTD.,-,FIVESTAR IN,-,,"132,576","$1,820,589",0.01%,
LISTED EQUITY,-,-,-,-,GRUPO AEROPORTUARIO DEL PACIFICO SAB DE CV,-,GAPB MM,-,,"52,218","$1,816,676",0.01%,
LISTED EQUITY,-,-,-,-,CHINA RESOURCES MIXC LIFESTYLE SERVICES LTD.,-,1209 HK,-,,"245,836","$1,813,486",0.01%,
LISTED EQUITY,-,-,-,-,"AIR PRODUCTS & CHEMICALS, INC.",-,APD US,-,,"4,207","$1,810,640",0.01%,
LISTED EQUITY,-,-,-,-,INGHAMS GROUP LTD.,-,ING AU,-,,"507,148","$1,800,374",0.01%,
LISTED EQUITY,-,-,-,-,"DOORDASH, INC.",-,DASH US,-,,"4,761","$1,791,029",0.01%,
LISTED EQUITY,-,-,-,-,IPSEN SA,-,IPN FP,-,,"9,891","$1,790,982",0.01%,
LISTED EQUITY,-,-,-,-,GRUMA SAB DE CV,-,GRUMAB MM,-,,"68,417","$1,789,168",0.01%,
LISTED EQUITY,-,-,-,-,VIVA ENERGY GROUP LTD.,-,VEA AU,-,,"828,170","$1,788,846",0.01%,
LISTED EQUITY,-,-,-,-,CHIBA BANK LTD.,-,8331 JP,-,,"126,810","$1,787,713",0.01%,
LISTED EQUITY,-,-,-,-,"ELECTRONIC ARTS, INC.",-,EA US,-,,"7,275","$1,772,662",0.01%,
LISTED EQUITY,-,-,-,-,MONSTER BEVERAGE CORP.,-,MNST US,-,,"18,484","$1,766,729",0.01%,
LISTED EQUITY,-,-,-,-,NORSK HYDRO ASA,-,NHY NO,-,,"202,110","$1,753,549",0.01%,
LISTED EQUITY,-,-,-,-,TEMPLE & WEBSTER GROUP LTD.,-,TPW AU,-,,"82,107","$1,750,532",0.01%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH US,-,,"12,466","$1,746,165",0.01%,
LISTED EQUITY,-,-,-,-,"KINDER MORGAN, INC.",-,KMI US,-,,"38,887","$1,744,547",0.01%,
LISTED EQUITY,-,-,-,-,"TPG, INC.",-,TPG US,-,,"21,792","$1,744,104",0.01%,
LISTED EQUITY,-,-,-,-,TALANX AG,-,TLX GR,-,,"8,857","$1,743,527",0.01%,
LISTED EQUITY,-,-,-,-,HELIA GROUP LTD.,-,HLI AU,-,,"308,505","$1,736,884",0.01%,
LISTED EQUITY,-,-,-,-,BANGKOK DUSIT MEDICAL SERVICES PCL,-,BDMSF TB,-,,"1,778,322","$1,736,202",0.01%,
LISTED EQUITY,-,-,-,-,"ROPER TECHNOLOGIES, INC.",-,ROP US,-,,"2,000","$1,729,162",0.01%,
LISTED EQUITY,-,-,-,-,CARRIER GLOBAL CORP.,-,CARR US,-,,"15,449","$1,725,383",0.01%,
LISTED EQUITY,-,-,-,-,"CADENCE DESIGN SYSTEMS, INC.",-,CDNS US,-,,"3,666","$1,723,679",0.01%,
LISTED EQUITY,-,-,-,-,DOVER CORP.,-,DOV US,-,,"6,161","$1,722,401",0.01%,
LISTED EQUITY,-,-,-,-,ANHEUSER-BUSCH INBEV SA,-,ABI BB,-,,"16,441","$1,715,138",0.01%,
LISTED EQUITY,-,-,-,-,"SUMITOMO MITSUI TRUST GROUP, INC.",-,8309 JP,-,,"42,009","$1,703,689",0.01%,
LISTED EQUITY,-,-,-,-,ITOCHU CORP.,-,8001 JP,-,,"21,274","$1,698,088",0.01%,
LISTED EQUITY,-,-,-,-,NORFOLK SOUTHERN CORP.,-,NSC US,-,,"4,340","$1,695,028",0.01%,
LISTED EQUITY,-,-,-,-,CIE DE SAINT-GOBAIN SA,-,SGO FP,-,,"9,484","$1,692,808",0.01%,
LISTED EQUITY,-,-,-,-,VERBUND AG,-,VER AV,-,,"14,410","$1,681,607",0.01%,
LISTED EQUITY,-,-,-,-,MITSUBISHI ELECTRIC CORP.,-,6503 JP,-,,"51,153","$1,681,110",0.01%,
LISTED EQUITY,-,-,-,-,ABSA GROUP LTD.,-,ABG SJ,-,,"111,035","$1,677,946",0.01%,
LISTED EQUITY,-,-,-,-,MONADELPHOUS GROUP LTD.,-,MND AU,-,,"95,416","$1,675,504",0.01%,
LISTED EQUITY,-,-,-,-,"ECOLAB, INC.",-,ECL US,-,,"4,041","$1,661,291",0.01%,
LISTED EQUITY,-,-,-,-,"CENCORA, INC.",-,COR US,-,,"3,629","$1,660,413",0.01%,
LISTED EQUITY,-,-,-,-,DEMANT AS,-,DEMANT DC,-,,"26,177","$1,660,357",0.01%,
LISTED EQUITY,-,-,-,-,ORACLE CORP. JAPAN,-,4716 JP,-,,"9,140","$1,659,412",0.01%,
LISTED EQUITY,-,-,-,-,"FIRST SOLAR, INC.",-,FSLR US,-,,"6,568","$1,658,896",0.01%,
LISTED EQUITY,-,-,-,-,MANULIFE FINANCIAL CORP.,-,MFC CN,-,,"33,982","$1,654,578",0.01%,
LISTED EQUITY,-,-,-,-,BANK MANDIRI PERSERO TBK. PT,-,BMRI IJ,-,,"3,601,303","$1,651,786",0.01%,
LISTED EQUITY,-,-,-,-,ROYAL CARIBBEAN CRUISES LTD.,-,RCL US,-,,"3,451","$1,648,845",0.01%,
LISTED EQUITY,-,-,-,-,WAL-MART DE MEXICO SAB DE CV,-,WALMEX MM,-,,"327,539","$1,644,191",0.01%,
LISTED EQUITY,-,-,-,-,TRUIST FINANCIAL CORP.,-,TFC US,-,,"25,030","$1,641,950",0.01%,
LISTED EQUITY,-,-,-,-,"AFLAC, INC.",-,AFL US,-,,"10,176","$1,637,523",0.01%,
LISTED EQUITY,-,-,-,-,"MEITU, INC.",-,1357 HK,-,,"930,824","$1,633,851",0.01%,
LISTED EQUITY,-,-,-,-,HARMONY GOLD MINING CO. LTD.,-,HAR SJ,-,,"77,283","$1,624,503",0.01%,
LISTED EQUITY,-,-,-,-,"REGENERON PHARMACEUTICALS, INC.",-,REGN US,-,,"2,025","$1,622,262",0.01%,
LISTED EQUITY,-,-,-,-,STANDARD CHARTERED PLC,-,STAN LN,-,,"64,261","$1,621,875",0.01%,
LISTED EQUITY,-,-,-,-,MOODY'S CORP.,-,MCO US,-,,"2,115","$1,618,715",0.01%,
LISTED EQUITY,-,-,-,-,SOFTBANK GROUP CORP.,-,9984 JP,-,,"14,557","$1,617,032",0.01%,
LISTED EQUITY,-,-,-,-,LOEWS CORP.,-,L US,-,,"11,546","$1,614,907",0.01%,
LISTED EQUITY,-,-,-,-,"APOLLO GLOBAL MANAGEMENT, INC.",-,APO US,-,,"7,399","$1,601,749",0.01%,
LISTED EQUITY,-,-,-,-,MITSUBISHI HEAVY INDUSTRIES LTD.,-,7011 JP,-,,"41,783","$1,593,424",0.01%,
LISTED EQUITY,-,-,-,-,"ENPHASE ENERGY, INC.",-,ENPH US,-,,"26,202","$1,585,286",0.01%,
LISTED EQUITY,-,-,-,-,"ALNYLAM PHARMACEUTICALS, INC.",-,ALNY US,-,,"3,180","$1,582,542",0.01%,
LISTED EQUITY,-,-,-,-,GENERAL MOTORS CO.,-,GM US,-,,"21,042","$1,580,069",0.01%,
LISTED EQUITY,-,-,-,-,"AMERICAN INTERNATIONAL GROUP, INC.",-,AIG US,-,,"12,093","$1,579,376",0.01%,
LISTED EQUITY,-,-,-,-,DANONE SA,-,BN FP,-,,"12,691","$1,576,705",0.01%,
LISTED EQUITY,-,-,-,-,FAR EASTONE TELECOMMUNICATIONS CO. LTD.,-,4904 TT,-,,"336,361","$1,574,270",0.01%,
LISTED EQUITY,-,-,-,-,CARPENTER TECHNOLOGY CORP.,-,CRS US,-,,"3,712","$1,565,405",0.01%,
LISTED EQUITY,-,-,-,-,REECE LTD.,-,REH AU,-,,"108,927","$1,563,104",0.01%,
LISTED EQUITY,-,-,-,-,"TOKIO MARINE HOLDINGS, INC.",-,8766 JP,-,,"24,211","$1,562,993",0.01%,
LISTED EQUITY,-,-,-,-,MERCK KGAA,-,MRK GR,-,,"7,903","$1,557,139",0.01%,
LISTED EQUITY,-,-,-,-,KEYENCE CORP.,-,6861 JP,-,,"2,545","$1,554,760",0.01%,
LISTED EQUITY,-,-,-,-,"NETAPP, INC.",-,NTAP US,-,,"9,441","$1,534,865",0.01%,
LISTED EQUITY,-,-,-,-,"CF INDUSTRIES HOLDINGS, INC.",-,CF US,-,,"10,914","$1,532,162",0.01%,
LISTED EQUITY,-,-,-,-,THALES SA,-,HO FP,-,,"3,399","$1,519,324",0.01%,
LISTED EQUITY,-,-,-,-,PEOPLE'S INSURANCE CO. GROUP OF CHINA LTD.,-,1339 HK,-,,"1,309,057","$1,519,112",0.01%,
LISTED EQUITY,-,-,-,-,GRAINCORP LTD.,-,GNC AU,-,,"194,917","$1,516,454",0.01%,
LISTED EQUITY,-,-,-,-,HOSHIZAKI CORP.,-,6465 JP,-,,"28,842","$1,516,100",0.01%,
LISTED EQUITY,-,-,-,-,"MISUMI GROUP, INC.",-,9962 JP,-,,"74,229","$1,514,184",0.01%,
LISTED EQUITY,-,-,-,-,SAMSONITE GROUP SA,-,1910 HK,-,,"533,307","$1,513,517",0.01%,
LISTED EQUITY,-,-,-,-,HARVEY NORMAN HOLDINGS LTD.,-,HVN AU,-,,"284,946","$1,501,668",0.01%,
LISTED EQUITY,-,-,-,-,"ALIMENTATION COUCHE-TARD, INC.",-,ATD CN,-,,"19,807","$1,499,391",0.01%,
LISTED EQUITY,-,-,-,-,DEUTSCHE BANK AG,-,DBK GR,-,,"33,220","$1,497,652",0.01%,
LISTED EQUITY,-,-,-,-,"QUEST DIAGNOSTICS, INC.",-,DGX US,-,,"5,397","$1,479,265",0.01%,
LISTED EQUITY,-,-,-,-,EAGERS AUTOMOTIVE LTD.,-,APE AU,-,,"84,770","$1,479,242",0.01%,
LISTED EQUITY,-,-,-,-,HAVELLS INDIA LTD.,-,HAVL IN,-,,"53,394","$1,473,574",0.01%,
LISTED EQUITY,-,-,-,-,CANADIAN PACIFIC KANSAS CITY LTD.,-,CP CN,-,,"12,179","$1,473,343",0.01%,
