PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [VSACCCPSTB] - ASSETS - 2025-06-30,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,"NETEASE, INC.",-,9999 HK,-,,"5,300","$217,387",0.01%,
LISTED EQUITY,-,-,-,-,A2 MILK CO. LTD.,-,A2M AU,-,,"27,071","$216,834",0.01%,
LISTED EQUITY,-,-,-,-,"MICRON TECHNOLOGY, INC.",-,MU US,-,,"1,148","$215,806",0.01%,
LISTED EQUITY,-,-,-,-,IDP EDUCATION LTD.,-,IEL AU,-,,"58,714","$215,477",0.01%,
LISTED EQUITY,-,-,-,-,STARBUCKS CORP.,-,SBUX US,-,,"1,541","$215,458",0.01%,
LISTED EQUITY,-,-,-,-,"HONEYWELL INTERNATIONAL, INC.",-,HON US,-,,601,"$213,552",0.01%,
LISTED EQUITY,-,-,-,-,"AMGEN, INC.",-,AMGN US,-,,501,"$213,534",0.01%,
LISTED EQUITY,-,-,-,-,SHINHAN FINANCIAL GROUP CO. LTD.,-,055550 KS,-,,"3,028","$210,236",0.01%,
LISTED EQUITY,-,-,-,-,SINGAPORE TECHNOLOGIES ENGINEERING LTD.,-,STE SP,-,,"22,238","$207,544",0.01%,
LISTED EQUITY,-,-,-,-,BARCLAYS PLC,-,BARC LN,-,,"29,302","$206,676",0.01%,
LISTED EQUITY,-,-,-,-,"PAYCOM SOFTWARE, INC.",-,PAYC US,-,,583,"$205,791",0.01%,
LISTED EQUITY,-,-,-,-,INFOSYS LTD.,-,INFO IN,-,,"7,190","$204,937",0.01%,
LISTED EQUITY,-,-,-,-,"SHOPIFY, INC.",-,SHOP CN,-,,"1,166","$204,832",0.01%,
LISTED EQUITY,-,-,-,-,HOYA CORP.,-,7741 JP,-,,"1,127","$204,321",0.01%,
LISTED EQUITY,-,-,-,-,EMERSON ELECTRIC CO.,-,EMR US,-,,"1,004","$204,115",0.01%,
LISTED EQUITY,-,-,-,-,ADVANCED INFO SERVICE PCL,-,ADVANCF TB,-,,"15,597","$203,528",0.01%,
LISTED EQUITY,-,-,-,-,"GE VERNOVA, INC.",-,GEV US,-,,252,"$203,249",0.01%,
LISTED EQUITY,-,-,-,-,ALLSTATE CORP.,-,ALL US,-,,661,"$203,066",0.01%,
LISTED EQUITY,-,-,-,-,UNION PACIFIC CORP.,-,UNP US,-,,578,"$202,885",0.01%,
LISTED EQUITY,-,-,-,-,ANTA SPORTS PRODUCTS LTD.,-,2020 HK,-,,"11,030","$202,609",0.01%,
LISTED EQUITY,-,-,-,-,PERSEUS MINING LTD.,-,PRU AU,-,,"59,069","$200,834",0.01%,
LISTED EQUITY,-,-,-,-,KINROSS GOLD CORP.,-,K CN,-,,"8,304","$197,613",0.01%,
LISTED EQUITY,-,-,-,-,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",-,EXPD US,-,,"1,132","$197,390",0.01%,
LISTED EQUITY,-,-,-,-,"O'REILLY AUTOMOTIVE, INC.",-,ORLY US,-,,"1,433","$197,021",0.01%,
LISTED EQUITY,-,-,-,-,GENESIS MINERALS LTD.,-,GMD AU,-,,"45,724","$196,614",0.01%,
LISTED EQUITY,-,-,-,-,OWENS CORNING,-,OC US,-,,936,"$196,422",0.01%,
LISTED EQUITY,-,-,-,-,"RELIANCE, INC.",-,RS US,-,,408,"$195,463",0.01%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH LN,-,,"1,392","$195,291",0.01%,
LISTED EQUITY,-,-,-,-,"PFIZER, INC.",-,PFE US,-,,"5,236","$193,666",0.01%,
LISTED EQUITY,-,-,-,-,MITSUI FUDOSAN CO. LTD.,-,8801 JP,-,,"13,133","$193,538",0.01%,
LISTED EQUITY,-,-,-,-,"CARLISLE COS., INC.",-,CSL US,-,,338,"$192,294",0.01%,
LISTED EQUITY,-,-,-,-,IPH LTD.,-,IPH AU,-,,"41,446","$189,822",0.01%,
LISTED EQUITY,-,-,-,-,"RIVIAN AUTOMOTIVE, INC.",-,RIVN US,-,,"9,046","$189,669",0.01%,
LISTED EQUITY,-,-,-,-,"FREEPORT-MCMORAN, INC.",-,FCX US,-,,"2,864","$189,411",0.01%,
LISTED EQUITY,-,-,-,-,WARTSILA OYJ ABP,-,WRT1V FH,-,,"5,244","$188,227",0.01%,
LISTED EQUITY,-,-,-,-,KROGER CO.,-,KR US,-,,"1,714","$187,536",0.01%,
LISTED EQUITY,-,-,-,-,SBI LIFE INSURANCE CO. LTD.,-,SBILIFE IN,-,,"5,732","$187,473",0.01%,
LISTED EQUITY,-,-,-,-,NXP SEMICONDUCTORS NV,-,NXPI US,-,,559,"$186,691",0.01%,
LISTED EQUITY,-,-,-,-,CHINA MENGNIU DAIRY CO. LTD.,-,2319 HK,-,,"59,481","$186,148",0.01%,
LISTED EQUITY,-,-,-,-,GRUPO FINANCIERO BANORTE SAB DE CV,-,GFNORTEO MM,-,,"13,274","$183,901",0.01%,
LISTED EQUITY,-,-,-,-,TORONTO-DOMINION BANK,-,TD CN,-,,"1,633","$182,869",0.01%,
LISTED EQUITY,-,-,-,-,DEERE & CO.,-,DE US,-,,236,"$182,820",0.01%,
LISTED EQUITY,-,-,-,-,"BROWN & BROWN, INC.",-,BRO US,-,,"1,076","$182,243",0.01%,
LISTED EQUITY,-,-,-,-,TECHTRONIC INDUSTRIES CO. LTD.,-,669 HK,-,,"10,794","$181,069",0.01%,
LISTED EQUITY,-,-,-,-,TARGET CORP.,-,TGT US,-,,"1,201","$180,724",0.01%,
LISTED EQUITY,-,-,-,-,VERTIV HOLDINGS CO.,-,VRT US,-,,917,"$179,634",0.01%,
LISTED EQUITY,-,-,-,-,UNIBAIL-RODAMCO-WESTFIELD,-,URW AU,-,,"25,053","$179,382",0.01%,
LISTED EQUITY,-,-,-,-,"HOWMET AEROSPACE, INC.",-,HWM US,-,,630,"$178,982",0.01%,
LISTED EQUITY,-,-,-,-,"WILLIAMS-SONOMA, INC.",-,WSM US,-,,718,"$178,827",0.01%,
LISTED EQUITY,-,-,-,-,WEB TRAVEL GROUP LTD.,-,WEB AU,-,,"40,147","$178,654",0.01%,
LISTED EQUITY,-,-,-,-,LATITUDE GROUP HOLDINGS LTD.,-,LFS AU,-,,"155,653","$177,444",0.01%,
LISTED EQUITY,-,-,-,-,CHUNGHWA TELECOM CO. LTD.,-,2412 TT,-,,"25,011","$176,373",0.01%,
LISTED EQUITY,-,-,-,-,SWISS RE AG,-,SREN SW,-,,668,"$175,492",0.01%,
LISTED EQUITY,-,-,-,-,"DOCUSIGN, INC.",-,DOCU US,-,,"1,473","$175,062",0.01%,
LISTED EQUITY,-,-,-,-,"MARSH & MCLENNAN COS., INC.",-,MMC US,-,,518,"$173,169",0.01%,
LISTED EQUITY,-,-,-,-,KIA CORP.,-,000270 KS,-,,"1,579","$173,023",0.01%,
LISTED EQUITY,-,-,-,-,"CGI, INC.",-,GIBA CN,-,,"1,079","$172,441",0.01%,
LISTED EQUITY,-,-,-,-,FLEETPARTNERS GROUP LTD.,-,FPR AU,-,,"56,085","$171,619",0.01%,
LISTED EQUITY,-,-,-,-,"NEXTERA ENERGY, INC.",-,NEE US,-,,"1,607","$170,220",0.01%,
LISTED EQUITY,-,-,-,-,"ANALOG DEVICES, INC.",-,ADI US,-,,465,"$168,944",0.01%,
LISTED EQUITY,-,-,-,-,"CROWDSTRIKE HOLDINGS, INC.",-,CRWD US,-,,216,"$167,363",0.01%,
LISTED EQUITY,-,-,-,-,STRYKER CORP.,-,SYK US,-,,277,"$167,191",0.01%,
LISTED EQUITY,-,-,-,-,EMPIRE CO. LTD.,-,EMPA CN,-,,"2,640","$166,834",0.01%,
LISTED EQUITY,-,-,-,-,GEBERIT AG,-,GEBN SW,-,,140,"$166,800",0.01%,
LISTED EQUITY,-,-,-,-,"SYMBOTIC, INC.",-,SYM US,-,,"2,808","$166,480",0.01%,
LISTED EQUITY,-,-,-,-,IMPERIAL OIL LTD.,-,IMO CN,-,,"1,366","$165,322",0.01%,
LISTED EQUITY,-,-,-,-,CONOCOPHILLIPS,-,COP US,-,,"1,203","$164,681",0.01%,
LISTED EQUITY,-,-,-,-,ROCHE HOLDING AG,-,RO SW,-,,313,"$164,669",0.01%,
LISTED EQUITY,-,-,-,-,"PALO ALTO NETWORKS, INC.",-,PANW US,-,,527,"$164,529",0.01%,
LISTED EQUITY,-,-,-,-,"CANON, INC.",-,7751 JP,-,,"3,704","$163,880",0.01%,
LISTED EQUITY,-,-,-,-,AEGON LTD.,-,AGN NA,-,,"14,838","$163,406",0.01%,
LISTED EQUITY,-,-,-,-,TRIP.COM GROUP LTD.,-,9961 HK,-,,"1,841","$163,158",0.01%,
LISTED EQUITY,-,-,-,-,B3 SA - BRASIL BOLSA BALCAO,-,B3SA3 BZ,-,,"39,968","$162,920",0.01%,
LISTED EQUITY,-,-,-,-,DEUTSCHE TELEKOM AG,-,DTE GR,-,,"2,930","$162,543",0.01%,
LISTED EQUITY,-,-,-,-,GRUPO MEXICO SAB DE CV,-,GMEXICOB MM,-,,"17,641","$161,947",0.01%,
LISTED EQUITY,-,-,-,-,MEDTRONIC PLC,-,MDT US,-,,"1,213","$161,248",0.01%,
LISTED EQUITY,-,-,-,-,FEDEX CORP.,-,FDX US,-,,463,"$160,306",0.01%,
LISTED EQUITY,-,-,-,-,"CENOVUS ENERGY, INC.",-,CVE CN,-,,"7,702","$159,608",0.01%,
LISTED EQUITY,-,-,-,-,BEACH ENERGY LTD.,-,BPT AU,-,,"120,451","$158,996",0.01%,
LISTED EQUITY,-,-,-,-,STEADFAST GROUP LTD.,-,SDF AU,-,,"26,315","$158,156",0.01%,
LISTED EQUITY,-,-,-,-,BOEING CO.,-,BA US,-,,494,"$158,030",0.01%,
LISTED EQUITY,-,-,-,-,COLGATE-PALMOLIVE CO.,-,CL US,-,,"1,139","$157,979",0.01%,
LISTED EQUITY,-,-,-,-,CHUBB LTD.,-,CB US,-,,356,"$157,579",0.01%,
LISTED EQUITY,-,-,-,-,ASSOCIATED BRITISH FOODS PLC,-,ABF LN,-,,"3,661","$157,540",0.01%,
LISTED EQUITY,-,-,-,-,BOSTON SCIENTIFIC CORP.,-,BSX US,-,,959,"$157,217",0.01%,
LISTED EQUITY,-,-,-,-,"NVR, INC.",-,NVR US,-,,14,"$155,531",0.01%,
LISTED EQUITY,-,-,-,-,CAPRICORN METALS LTD.,-,CMM AU,-,,"16,245","$155,138",0.01%,
LISTED EQUITY,-,-,-,-,SCB X PCL,-,SCBF TB,-,,"28,097","$154,961",0.01%,
LISTED EQUITY,-,-,-,-,"BLACKSTONE, INC.",-,BX US,-,,672,"$153,403",0.01%,
LISTED EQUITY,-,-,-,-,LOCALIZA RENT A CAR SA,-,RENT3 BZ,-,,"13,520","$153,166",0.01%,
LISTED EQUITY,-,-,-,-,"DICK'S SPORTING GOODS, INC.",-,DKS US,-,,507,"$153,101",0.01%,
LISTED EQUITY,-,-,-,-,WISE PLC,-,WISE LN,-,,"7,013","$152,498",0.01%,
LISTED EQUITY,-,-,-,-,KDDI CORP.,-,9433 JP,-,,"5,806","$152,095",0.01%,
LISTED EQUITY,-,-,-,-,"TJX COS., INC.",-,TJX US,-,,807,"$152,021",0.01%,
LISTED EQUITY,-,-,-,-,SEMPRA,-,SRE US,-,,"1,313","$151,831",0.01%,
LISTED EQUITY,-,-,-,-,PROGRESSIVE CORP.,-,PGR US,-,,373,"$151,733",0.01%,
LISTED EQUITY,-,-,-,-,"LULULEMON ATHLETICA, INC.",-,LULU US,-,,418,"$151,336",0.01%,
LISTED EQUITY,-,-,-,-,GOLD ROAD RESOURCES LTD.,-,GOR AU,-,,"46,158","$150,933",0.01%,
LISTED EQUITY,-,-,-,-,BOSIDENG INTERNATIONAL HOLDINGS LTD.,-,3998 HK,-,,"166,576","$150,242",0.01%,
LISTED EQUITY,-,-,-,-,"BIOMARIN PHARMACEUTICAL, INC.",-,BMRN US,-,,"1,781","$149,440",0.01%,
LISTED EQUITY,-,-,-,-,SIEMENS ENERGY AG,-,ENR GR,-,,850,"$149,289",0.01%,
LISTED EQUITY,-,-,-,-,GENMAB AS,-,GMAB DC,-,,471,"$148,526",0.01%,
LISTED EQUITY,-,-,-,-,KASIKORNBANK PCL,-,KBANKF TB,-,,"20,549","$148,059",0.01%,
LISTED EQUITY,-,-,-,-,"CARDINAL HEALTH, INC.",-,CAH US,-,,571,"$146,220",0.01%,
LISTED EQUITY,-,-,-,-,COCA-COLA HBC AG,-,CCH LN,-,,"1,836","$146,100",0.01%,
LISTED EQUITY,-,-,-,-,CHINA TOWER CORP. LTD.,-,788 HK,-,,"66,927","$145,966",0.01%,
LISTED EQUITY,-,-,-,-,RIDLEY CORP. LTD.,-,RIC AU,-,,"49,577","$145,757",0.01%,
LISTED EQUITY,-,-,-,-,FINECOBANK BANCA FINECO SPA,-,FBK IM,-,,"4,320","$145,753",0.01%,
LISTED EQUITY,-,-,-,-,RIO TINTO PLC,-,RIO LN,-,,"1,613","$143,183",0.01%,
LISTED EQUITY,-,-,-,-,"EOG RESOURCES, INC.",-,EOG US,-,,784,"$142,941",0.01%,
LISTED EQUITY,-,-,-,-,"ZOOM COMMUNICATIONS, INC.",-,ZM US,-,,"1,200","$142,869",0.01%,
LISTED EQUITY,-,-,-,-,ZURICH INSURANCE GROUP AG,-,ZURN SW,-,,135,"$142,565",0.01%,
LISTED EQUITY,-,-,-,-,LVMH MOET HENNESSY LOUIS VUITTON SE,-,MC FP,-,,179,"$142,538",0.01%,
LISTED EQUITY,-,-,-,-,BREVILLE GROUP LTD.,-,BRG AU,-,,"4,828","$142,363",0.01%,
LISTED EQUITY,-,-,-,-,REGIS RESOURCES LTD.,-,RRL AU,-,,"32,345","$141,998",0.01%,
LISTED EQUITY,-,-,-,-,BID CORP. LTD.,-,BID SJ,-,,"3,536","$141,933",0.01%,
LISTED EQUITY,-,-,-,-,SCHNEIDER ELECTRIC SE,-,SU FP,-,,349,"$140,974",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF CHINA LTD.,-,3988 HK,-,,"156,635","$138,839",0.01%,
LISTED EQUITY,-,-,-,-,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD.,-,2313 HK,-,,"12,745","$138,237",0.01%,
LISTED EQUITY,-,-,-,-,"JOBY AVIATION, INC.",-,JOBY US,-,,"8,554","$137,702",0.01%,
LISTED EQUITY,-,-,-,-,MITSUI & CO. LTD.,-,8031 JP,-,,"4,396","$136,840",0.01%,
LISTED EQUITY,-,-,-,-,"ENBRIDGE, INC.",-,ENB CN,-,,"1,981","$136,802",0.01%,
LISTED EQUITY,-,-,-,-,INTEL CORP.,-,INTC US,-,,"3,995","$136,532",0.01%,
LISTED EQUITY,-,-,-,-,BENDIGO & ADELAIDE BANK LTD.,-,BEN AU,-,,"10,798","$136,476",0.01%,
LISTED EQUITY,-,-,-,-,PUBLICIS GROUPE SA,-,PUB FP,-,,792,"$135,724",0.01%,
LISTED EQUITY,-,-,-,-,AP MOLLER - MAERSK AS,-,MAERSKB DC,-,,48,"$135,718",0.01%,
LISTED EQUITY,-,-,-,-,SUN PHARMACEUTICAL INDUSTRIES LTD.,-,SUNP IN,-,,"4,540","$135,376",0.01%,
LISTED EQUITY,-,-,-,-,ELDERS LTD.,-,ELD AU,-,,"21,438","$135,057",0.01%,
LISTED EQUITY,-,-,-,-,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",-,8316 JP,-,,"3,492","$134,055",0.01%,
LISTED EQUITY,-,-,-,-,HIKMA PHARMACEUTICALS PLC,-,HIK LN,-,,"3,211","$133,488",0.01%,
LISTED EQUITY,-,-,-,-,RELX PLC,-,REL LN,-,,"1,622","$133,477",0.01%,
LISTED EQUITY,-,-,-,-,PERPETUAL LTD.,-,PPT AU,-,,"7,365","$133,010",0.01%,
LISTED EQUITY,-,-,-,-,BRF SA,-,BRFS3 BZ,-,,"23,344","$131,447",0.01%,
LISTED EQUITY,-,-,-,-,NATIONAL BANK OF CANADA,-,NA CN,-,,835,"$131,119",0.01%,
LISTED EQUITY,-,-,-,-,SHIONOGI & CO. LTD.,-,4507 JP,-,,"4,773","$130,781",0.01%,
LISTED EQUITY,-,-,-,-,ONO PHARMACEUTICAL CO. LTD.,-,4528 JP,-,,"7,893","$129,985",0.01%,
LISTED EQUITY,-,-,-,-,ASICS CORP.,-,7936 JP,-,,"3,344","$129,974",0.01%,
LISTED EQUITY,-,-,-,-,KAROON ENERGY LTD.,-,KAR AU,-,,"67,613","$129,816",0.01%,
LISTED EQUITY,-,-,-,-,LI NING CO. LTD.,-,2331 HK,-,,"39,410","$129,618",0.01%,
LISTED EQUITY,-,-,-,-,"MONDELEZ INTERNATIONAL, INC.",-,MDLZ US,-,,"1,251","$128,791",0.01%,
LISTED EQUITY,-,-,-,-,PILBARA MINERALS LTD.,-,PLS AU,-,,"95,372","$127,322",0.01%,
LISTED EQUITY,-,-,-,-,FORTIS HEALTHCARE LTD.,-,FORH IN,-,,"8,974","$126,859",0.01%,
LISTED EQUITY,-,-,-,-,SPARK NEW ZEALAND LTD.,-,SPK AU,-,,"56,167","$126,376",0.01%,
LISTED EQUITY,-,-,-,-,RAMELIUS RESOURCES LTD.,-,RMS AU,-,,"49,462","$124,645",0.01%,
LISTED EQUITY,-,-,-,-,CVS HEALTH CORP.,-,CVS US,-,,"1,182","$124,394",0.01%,
LISTED EQUITY,-,-,-,-,"KEURIG DR. PEPPER, INC.",-,KDP US,-,,"2,461","$124,136",0.01%,
LISTED EQUITY,-,-,-,-,MINERAL RESOURCES LTD.,-,MIN AU,-,,"5,744","$123,828",0.01%,
LISTED EQUITY,-,-,-,-,CENTRICA PLC,-,CNA LN,-,,"36,605","$123,653",0.01%,
LISTED EQUITY,-,-,-,-,SHERWIN-WILLIAMS CO.,-,SHW US,-,,235,"$123,416",0.01%,
LISTED EQUITY,-,-,-,-,AXA SA,-,CS FP,-,,"1,644","$122,656",0.01%,
LISTED EQUITY,-,-,-,-,SUPER RETAIL GROUP LTD.,-,SUL AU,-,,"8,592","$122,353",0.01%,
LISTED EQUITY,-,-,-,-,MUENCHENER RUECKVERSICHERUNGS-GESELLSCHAFT AG IN MUENCHEN,-,MUV2 GR,-,,124,"$122,095",0.01%,
LISTED EQUITY,-,-,-,-,BOC AVIATION LTD.,-,2588 HK,-,,"9,621","$121,559",0.01%,
LISTED EQUITY,-,-,-,-,POSTE ITALIANE SPA,-,PST IM,-,,"3,720","$121,551",0.01%,
LISTED EQUITY,-,-,-,-,HONG KONG EXCHANGES & CLEARING LTD.,-,388 HK,-,,"1,490","$121,305",0.01%,
LISTED EQUITY,-,-,-,-,REDE D'OR SAO LUIZ SA,-,RDOR3 BZ,-,,"12,164","$120,459",0.01%,
LISTED EQUITY,-,-,-,-,PICC PROPERTY & CASUALTY CO. LTD.,-,2328 HK,-,,"40,707","$120,272",0.01%,
LISTED EQUITY,-,-,-,-,CONSTELLATION ENERGY CORP.,-,CEG US,-,,243,"$120,034",0.01%,
LISTED EQUITY,-,-,-,-,SINGAPORE EXCHANGE LTD.,-,SGX SP,-,,"6,723","$119,852",0.01%,
LISTED EQUITY,-,-,-,-,"TYSON FOODS, INC.",-,TSN US,-,,"1,402","$119,725",0.01%,
LISTED EQUITY,-,-,-,-,"LENNOX INTERNATIONAL, INC.",-,LII US,-,,137,"$119,309",0.01%,
LISTED EQUITY,-,-,-,-,VAULT MINERALS LTD.,-,VAU AU,-,,"283,624","$119,122",0.01%,
LISTED EQUITY,-,-,-,-,CHINA PACIFIC INSURANCE GROUP CO. LTD.,-,2601 HK,-,,"22,780","$118,894",0.01%,
LISTED EQUITY,-,-,-,-,AMPHENOL CORP.,-,APH US,-,,786,"$118,443",0.01%,
LISTED EQUITY,-,-,-,-,BROOKFIELD CORP.,-,BN CN,-,,"1,250","$117,785",0.01%,
LISTED EQUITY,-,-,-,-,ADIDAS AG,-,ADS GR,-,,331,"$117,564",0.01%,
LISTED EQUITY,-,-,-,-,3M CO.,-,MMM US,-,,504,"$117,131",0.01%,
LISTED EQUITY,-,-,-,-,ROLLS-ROYCE HOLDINGS PLC,-,RR LN,-,,"5,752","$116,375",0.01%,
LISTED EQUITY,-,-,-,-,BP PLC,-,BP LN,-,,"15,168","$115,992",0.01%,
LISTED EQUITY,-,-,-,-,AIR LIQUIDE SA,-,AI FP,-,,369,"$115,606",0.01%,
LISTED EQUITY,-,-,-,-,ZHONGSHENG GROUP HOLDINGS LTD.,-,881 HK,-,,"48,858","$114,915",0.01%,
LISTED EQUITY,-,-,-,-,"COINBASE GLOBAL, INC.",-,COIN US,-,,214,"$114,500",0.01%,
LISTED EQUITY,-,-,-,-,HORIZON ROBOTICS,-,9660 HK,-,,"90,613","$114,313",0.01%,
LISTED EQUITY,-,-,-,-,"KB FINANCIAL GROUP, INC.",-,105560 KS,-,,911,"$114,282",0.01%,
LISTED EQUITY,-,-,-,-,"KKR & CO., INC.",-,KKR US,-,,561,"$113,811",0.01%,
LISTED EQUITY,-,-,-,-,"VERTEX PHARMACEUTICALS, INC.",-,VRTX US,-,,167,"$113,740",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF MONTREAL,-,BMO CN,-,,670,"$113,177",0.01%,
LISTED EQUITY,-,-,-,-,ROCKWOOL AS,-,ROCKB DC,-,,"1,585","$112,809",0.01%,
LISTED EQUITY,-,-,-,-,FULL TRUCK ALLIANCE CO. LTD.,-,YMM US,-,,"6,235","$112,354",0.01%,
LISTED EQUITY,-,-,-,-,WESTGOLD RESOURCES LTD.,-,WGX AU,-,,"38,844","$111,481",0.01%,
LISTED EQUITY,-,-,-,-,CIA ENERGETICA DE MINAS GERAIS,-,CMIG4 BZ,-,,"36,868","$111,320",0.01%,
LISTED EQUITY,-,-,-,-,"ROCKWELL AUTOMATION, INC.",-,ROK US,-,,219,"$111,073",0.01%,
LISTED EQUITY,-,-,-,-,GSK PLC,-,GSK LN,-,,"3,819","$110,983",0.01%,
LISTED EQUITY,-,-,-,-,"AUTOZONE, INC.",-,AZO US,-,,20,"$110,786",0.01%,
LISTED EQUITY,-,-,-,-,CAPGEMINI SE,-,CAP FP,-,,426,"$110,658",0.01%,
LISTED EQUITY,-,-,-,-,ENDESA SA,-,ELE SM,-,,"2,291","$110,365",0.01%,
LISTED EQUITY,-,-,-,-,"WILLIAMS COS., INC.",-,WMB US,-,,"1,149","$110,117",0.01%,
LISTED EQUITY,-,-,-,-,UBS GROUP AG,-,UBSG SW,-,,"2,138","$110,031",0.01%,
LISTED EQUITY,-,-,-,-,M&T BANK CORP.,-,MTB US,-,,371,"$109,779",0.01%,
LISTED EQUITY,-,-,-,-,EICHER MOTORS LTD.,-,EIM IN,-,,"1,090","$109,734",0.01%,
LISTED EQUITY,-,-,-,-,TYRO PAYMENTS LTD.,-,TYR AU,-,,"124,254","$109,344",0.01%,
LISTED EQUITY,-,-,-,-,MCKESSON CORP.,-,MCK US,-,,98,"$109,326",0.01%,
LISTED EQUITY,-,-,-,-,"LEIDOS HOLDINGS, INC.",-,LDOS US,-,,453,"$109,100",0.01%,
LISTED EQUITY,-,-,-,-,TELIX PHARMACEUTICALS LTD.,-,TLX AU,-,,"4,460","$108,903",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF IRELAND GROUP PLC,-,BIRG ID,-,,"5,028","$108,838",0.01%,
LISTED EQUITY,-,-,-,-,"PINTEREST, INC.",-,PINS US,-,,"1,986","$108,671",0.01%,
LISTED EQUITY,-,-,-,-,WEST AFRICAN RESOURCES LTD.,-,WAF AU,-,,"47,849","$108,617",0.01%,
LISTED EQUITY,-,-,-,-,ENEL SPA,-,ENEL IM,-,,"7,520","$108,512",0.01%,
LISTED EQUITY,-,-,-,-,BHARTI AIRTEL LTD.,-,BHARTI IN,-,,"2,989","$106,880",0.01%,
LISTED EQUITY,-,-,-,-,"SNOWFLAKE, INC.",-,SNOW US,-,,313,"$106,865",0.01%,
LISTED EQUITY,-,-,-,-,YIFENG PHARMACY CHAIN CO. LTD.,-,603939 C1,-,,"20,409","$106,347",0.01%,
LISTED EQUITY,-,-,-,-,WILLIS TOWERS WATSON PLC,-,WTW US,-,,226,"$105,832",0.01%,
LISTED EQUITY,-,-,-,-,KONINKLIJKE KPN NV,-,KPN NA,-,,"14,259","$105,641",0.01%,
LISTED EQUITY,-,-,-,-,PALADIN ENERGY LTD.,-,PDN AU,-,,"13,038","$105,217",0.01%,
LISTED EQUITY,-,-,-,-,"QUANTA SERVICES, INC.",-,PWR US,-,,183,"$105,186",0.01%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,370,"$105,131",0.01%,
LISTED EQUITY,-,-,-,-,CHEVRON CORP.,-,CVX US,-,,479,"$104,707",0.01%,
LISTED EQUITY,-,-,-,-,"MONOLITHIC POWER SYSTEMS, INC.",-,MPWR US,-,,93,"$104,373",0.01%,
LISTED EQUITY,-,-,-,-,EBOS GROUP LTD.,-,EBO AU,-,,"2,926","$104,122",0.01%,
LISTED EQUITY,-,-,-,-,NINTENDO CO. LTD.,-,7974 JP,-,,706,"$103,449",0.01%,
LISTED EQUITY,-,-,-,-,HALEON PLC,-,HLN LN,-,,"13,206","$103,382",0.01%,
LISTED EQUITY,-,-,-,-,"UNITED PARCEL SERVICE, INC.",-,UPS US,-,,670,"$103,177",0.01%,
LISTED EQUITY,-,-,-,-,CHAMPION IRON LTD.,-,CIA AU,-,,"24,712","$103,048",0.01%,
LISTED EQUITY,-,-,-,-,NATIONAL GRID PLC,-,NG LN,-,,"4,639","$102,960",0.01%,
LISTED EQUITY,-,-,-,-,"DOMINO'S PIZZA, INC.",-,DPZ US,-,,148,"$101,830",0.00%,
LISTED EQUITY,-,-,-,-,"DR HORTON, INC.",-,DHI US,-,,517,"$101,628",0.00%,
LISTED EQUITY,-,-,-,-,ORION OYJ,-,ORNBV FH,-,,887,"$101,418",0.00%,
LISTED EQUITY,-,-,-,-,STANDARD BANK GROUP LTD.,-,SBK SJ,-,,"5,184","$101,292",0.00%,
LISTED EQUITY,-,-,-,-,"ILLINOIS TOOL WORKS, INC.",-,ITW US,-,,265,"$100,330",0.00%,
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"1,192","$100,307",0.00%,
LISTED EQUITY,-,-,-,-,FANUC CORP.,-,6954 JP,-,,"2,407","$100,210",0.00%,
LISTED EQUITY,-,-,-,-,FLIGHT CENTRE TRAVEL GROUP LTD.,-,FLT AU,-,,"8,017","$100,055",0.00%,
LISTED EQUITY,-,-,-,-,JOHNSON CONTROLS INTERNATIONAL PLC,-,JCI US,-,,621,"$100,035",0.00%,
LISTED EQUITY,-,-,-,-,L'OREAL SA,-,OR FP,-,,154,"$99,837",0.00%,
LISTED EQUITY,-,-,-,-,MAKITA CORP.,-,6586 JP,-,,"2,118","$99,642",0.00%,
LISTED EQUITY,-,-,-,-,"MICROSTRATEGY, INC.",-,MSTR US,-,,160,"$98,829",0.00%,
LISTED EQUITY,-,-,-,-,"NEUROCRINE BIOSCIENCES, INC.",-,NBIX US,-,,514,"$98,741",0.00%,
LISTED EQUITY,-,-,-,-,CONTACT ENERGY LTD.,-,CEN AU,-,,"11,825","$98,740",0.00%,
LISTED EQUITY,-,-,-,-,GENERALI,-,G IM,-,,"1,814","$98,145",0.00%,
