PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCIEQU] - ASSETS - 2025-06-30,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,ARTHUR J GALLAGHER & CO.,-,AJG US,-,,"5,465","$2,669,714",0.11%,
LISTED EQUITY,-,-,-,-,SHERWIN-WILLIAMS CO.,-,SHW US,-,,"5,083","$2,663,025",0.11%,
LISTED EQUITY,-,-,-,-,TOKYO ELECTRON LTD.,-,8035 JP,-,,"9,096","$2,659,630",0.11%,
LISTED EQUITY,-,-,-,-,3M CO.,-,MMM US,-,,"11,445","$2,658,700",0.11%,
LISTED EQUITY,-,-,-,-,MOODY'S CORP.,-,MCO US,-,,"3,420","$2,617,546",0.11%,
LISTED EQUITY,-,-,-,-,"CONSTELLATION SOFTWARE, INC.",-,CSU CN,-,,467,"$2,607,129",0.11%,
LISTED EQUITY,-,-,-,-,"SYNOPSYS, INC.",-,SNPS US,-,,"3,323","$2,599,521",0.11%,
LISTED EQUITY,-,-,-,-,CINTAS CORP.,-,CTAS US,-,,"7,632","$2,595,546",0.11%,
LISTED EQUITY,-,-,-,-,SIEMENS ENERGY AG,-,ENR GR,-,,"14,777","$2,595,531",0.11%,
LISTED EQUITY,-,-,-,-,"O'REILLY AUTOMOTIVE, INC.",-,ORLY US,-,,"18,858","$2,593,559",0.11%,
LISTED EQUITY,-,-,-,-,ESSILORLUXOTTICA SA,-,EL FP,-,,"6,193","$2,583,544",0.11%,
LISTED EQUITY,-,-,-,-,ROYAL CARIBBEAN CRUISES LTD.,-,RCL US,-,,"5,369","$2,565,466",0.11%,
LISTED EQUITY,-,-,-,-,CANADIAN PACIFIC KANSAS CITY LTD.,-,CP CN,-,,"21,008","$2,541,484",0.11%,
LISTED EQUITY,-,-,-,-,VINCI SA,-,DG FP,-,,"11,300","$2,532,086",0.11%,
LISTED EQUITY,-,-,-,-,ENEL SPA,-,ENEL IM,-,,"175,324","$2,529,879",0.11%,
LISTED EQUITY,-,-,-,-,MITSUBISHI HEAVY INDUSTRIES LTD.,-,7011 JP,-,,"65,690","$2,505,147",0.11%,
LISTED EQUITY,-,-,-,-,"UNITED PARCEL SERVICE, INC.",-,UPS US,-,,"16,216","$2,497,625",0.11%,
LISTED EQUITY,-,-,-,-,"ILLINOIS TOOL WORKS, INC.",-,ITW US,-,,"6,618","$2,496,918",0.11%,
LISTED EQUITY,-,-,-,-,"TOKIO MARINE HOLDINGS, INC.",-,8766 JP,-,,"38,606","$2,492,231",0.11%,
LISTED EQUITY,-,-,-,-,KEYENCE CORP.,-,6861 JP,-,,"4,042","$2,470,023",0.10%,
LISTED EQUITY,-,-,-,-,MITSUBISHI CORP.,-,8058 JP,-,,"80,782","$2,464,551",0.10%,
LISTED EQUITY,-,-,-,-,U.S. BANCORP,-,USB US,-,,"35,367","$2,441,990",0.10%,
LISTED EQUITY,-,-,-,-,EMERSON ELECTRIC CO.,-,EMR US,-,,"11,987","$2,438,802",0.10%,
LISTED EQUITY,-,-,-,-,ING GROEP NV,-,INGA NA,-,,"73,070","$2,437,797",0.10%,
LISTED EQUITY,-,-,-,-,"CHIPOTLE MEXICAN GRILL, INC.",-,CMG US,-,,"28,432","$2,436,050",0.10%,
LISTED EQUITY,-,-,-,-,"SNOWFLAKE, INC.",-,SNOW US,-,,"7,097","$2,423,136",0.10%,
LISTED EQUITY,-,-,-,-,RIO TINTO PLC,-,RIO LN,-,,"27,164","$2,411,192",0.10%,
LISTED EQUITY,-,-,-,-,"WILLIAMS COS., INC.",-,WMB US,-,,"25,082","$2,403,869",0.10%,
LISTED EQUITY,-,-,-,-,PROSUS NV,-,PRX NA,-,,"28,215","$2,399,062",0.10%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,"8,377","$2,383,018",0.10%,
LISTED EQUITY,-,-,-,-,SOFTBANK GROUP CORP.,-,9984 JP,-,,"21,358","$2,372,411",0.10%,
LISTED EQUITY,-,-,-,-,"HCA HEALTHCARE, INC.",-,HCA US,-,,"4,042","$2,362,735",0.10%,
LISTED EQUITY,-,-,-,-,"ZOETIS, INC.",-,ZTS US,-,,"9,884","$2,352,011",0.10%,
LISTED EQUITY,-,-,-,-,BARCLAYS PLC,-,BARC LN,-,,"330,161","$2,328,629",0.10%,
LISTED EQUITY,-,-,-,-,"HOWMET AEROSPACE, INC.",-,HWM US,-,,"8,191","$2,326,305",0.10%,
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"27,300","$2,298,815",0.10%,
LISTED EQUITY,-,-,-,-,"FORTINET, INC.",-,FTNT US,-,,"14,250","$2,298,748",0.10%,
LISTED EQUITY,-,-,-,-,"MOTOROLA SOLUTIONS, INC.",-,MSI US,-,,"3,580","$2,296,616",0.10%,
LISTED EQUITY,-,-,-,-,CANADIAN IMPERIAL BANK OF COMMERCE,-,CM CN,-,,"21,158","$2,287,011",0.10%,
LISTED EQUITY,-,-,-,-,NEWMONT CORP.,-,NEM US,-,,"25,596","$2,275,431",0.10%,
LISTED EQUITY,-,-,-,-,"HILTON WORLDWIDE HOLDINGS, INC.",-,HLT US,-,,"5,593","$2,273,228",0.10%,
LISTED EQUITY,-,-,-,-,ITOCHU CORP.,-,8001 JP,-,,"28,432","$2,269,477",0.10%,
LISTED EQUITY,-,-,-,-,"MIZUHO FINANCIAL GROUP, INC.",-,8411 JP,-,,"53,765","$2,267,898",0.10%,
LISTED EQUITY,-,-,-,-,"ROBINHOOD MARKETS, INC.",-,HOOD US,-,,"15,868","$2,267,079",0.10%,
LISTED EQUITY,-,-,-,-,NATIONAL GRID PLC,-,NG LN,-,,"102,113","$2,266,521",0.10%,
LISTED EQUITY,-,-,-,-,"COINBASE GLOBAL, INC.",-,COIN US,-,,"4,229","$2,261,787",0.10%,
LISTED EQUITY,-,-,-,-,"ECOLAB, INC.",-,ECL US,-,,"5,449","$2,240,131",0.10%,
LISTED EQUITY,-,-,-,-,"PAYPAL HOLDINGS, INC.",-,PYPL US,-,,"19,687","$2,232,594",0.09%,
LISTED EQUITY,-,-,-,-,LONDON STOCK EXCHANGE GROUP PLC,-,LSEG LN,-,,"10,039","$2,232,436",0.09%,
LISTED EQUITY,-,-,-,-,DBS GROUP HOLDINGS LTD.,-,DBS SP,-,,"41,435","$2,229,420",0.09%,
LISTED EQUITY,-,-,-,-,AON PLC,-,AON US,-,,"4,076","$2,218,991",0.09%,
LISTED EQUITY,-,-,-,-,"EOG RESOURCES, INC.",-,EOG US,-,,"12,063","$2,201,738",0.09%,
LISTED EQUITY,-,-,-,-,"MARVELL TECHNOLOGY, INC.",-,MRVL US,-,,"18,582","$2,194,619",0.09%,
LISTED EQUITY,-,-,-,-,JOHNSON CONTROLS INTERNATIONAL PLC,-,JCI US,-,,"13,576","$2,187,989",0.09%,
LISTED EQUITY,-,-,-,-,COLGATE-PALMOLIVE CO.,-,CL US,-,,"15,721","$2,180,511",0.09%,
LISTED EQUITY,-,-,-,-,"AXON ENTERPRISE, INC.",-,AXON US,-,,"1,717","$2,169,665",0.09%,
LISTED EQUITY,-,-,-,-,BANK OF NEW YORK MELLON CORP.,-,BK US,-,,"15,578","$2,165,691",0.09%,
LISTED EQUITY,-,-,-,-,"FREEPORT-MCMORAN, INC.",-,FCX US,-,,"32,539","$2,152,361",0.09%,
LISTED EQUITY,-,-,-,-,"MARRIOTT INTERNATIONAL, INC.",-,MAR US,-,,"5,109","$2,129,912",0.09%,
LISTED EQUITY,-,-,-,-,FAST RETAILING CO. LTD.,-,9983 JP,-,,"4,042","$2,114,722",0.09%,
LISTED EQUITY,-,-,-,-,CANADIAN NATURAL RESOURCES LTD.,-,CNQ CN,-,,"44,032","$2,107,494",0.09%,
LISTED EQUITY,-,-,-,-,HONG KONG EXCHANGES & CLEARING LTD.,-,388 HK,-,,"25,872","$2,106,164",0.09%,
LISTED EQUITY,-,-,-,-,"AUTOZONE, INC.",-,AZO US,-,,371,"$2,102,860",0.09%,
LISTED EQUITY,-,-,-,-,ANHEUSER-BUSCH INBEV SA,-,ABI BB,-,,"20,092","$2,095,945",0.09%,
LISTED EQUITY,-,-,-,-,CSX CORP.,-,CSX US,-,,"42,083","$2,095,318",0.09%,
LISTED EQUITY,-,-,-,-,AGNICO EAGLE MINES LTD.,-,AEM CN,-,,"11,437","$2,075,000",0.09%,
LISTED EQUITY,-,-,-,-,"AIR PRODUCTS & CHEMICALS, INC.",-,APD US,-,,"4,811","$2,070,445",0.09%,
LISTED EQUITY,-,-,-,-,"TRAVELERS COS., INC.",-,TRV US,-,,"5,015","$2,047,202",0.09%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH US,-,,"14,553","$2,038,545",0.09%,
LISTED EQUITY,-,-,-,-,FERRARI NV,-,RACE IM,-,,"2,732","$2,036,221",0.09%,
LISTED EQUITY,-,-,-,-,"ROPER TECHNOLOGIES, INC.",-,ROP US,-,,"2,351","$2,033,807",0.09%,
LISTED EQUITY,-,-,-,-,NORFOLK SOUTHERN CORP.,-,NSC US,-,,"5,189","$2,026,826",0.09%,
LISTED EQUITY,-,-,-,-,SEA LTD.,-,SE US,-,,"8,290","$2,023,146",0.09%,
LISTED EQUITY,-,-,-,-,"AUTODESK, INC.",-,ADSK US,-,,"4,274","$2,019,045",0.09%,
LISTED EQUITY,-,-,-,-,LLOYDS BANKING GROUP PLC,-,LLOY LN,-,,"1,253,865","$2,010,962",0.09%,
LISTED EQUITY,-,-,-,-,NATWEST GROUP PLC,-,NWG LN,-,,"187,790","$2,008,123",0.09%,
LISTED EQUITY,-,-,-,-,DEUTSCHE BOERSE AG,-,DB1 GR,-,,"4,010","$1,988,942",0.08%,
LISTED EQUITY,-,-,-,-,"AIRBNB, INC.",-,ABNB US,-,,"9,837","$1,986,542",0.08%,
LISTED EQUITY,-,-,-,-,INDUSTRIA DE DISENO TEXTIL SA,-,ITX SM,-,,"24,566","$1,943,975",0.08%,
LISTED EQUITY,-,-,-,-,SHIN-ETSU CHEMICAL CO. LTD.,-,4063 JP,-,,"38,336","$1,932,565",0.08%,
LISTED EQUITY,-,-,-,-,CIE DE SAINT-GOBAIN SA,-,SGO FP,-,,"10,811","$1,929,465",0.08%,
LISTED EQUITY,-,-,-,-,DIAGEO PLC,-,DGE LN,-,,"50,452","$1,928,452",0.08%,
LISTED EQUITY,-,-,-,-,"CLOUDFLARE, INC.",-,NET US,-,,"6,398","$1,911,806",0.08%,
LISTED EQUITY,-,-,-,-,MANULIFE FINANCIAL CORP.,-,MFC CN,-,,"39,079","$1,902,750",0.08%,
LISTED EQUITY,-,-,-,-,ROBLOX CORP.,-,RBLX US,-,,"11,849","$1,902,092",0.08%,
LISTED EQUITY,-,-,-,-,TRUIST FINANCIAL CORP.,-,TFC US,-,,"28,954","$1,899,360",0.08%,
LISTED EQUITY,-,-,-,-,NXP SEMICONDUCTORS NV,-,NXPI US,-,,"5,695","$1,898,744",0.08%,
LISTED EQUITY,-,-,-,-,INFINEON TECHNOLOGIES AG,-,IFX GR,-,,"29,274","$1,893,667",0.08%,
LISTED EQUITY,-,-,-,-,"REGENERON PHARMACEUTICALS, INC.",-,REGN US,-,,"2,362","$1,892,322",0.08%,
LISTED EQUITY,-,-,-,-,"CHENIERE ENERGY, INC.",-,LNG US,-,,"5,073","$1,885,183",0.08%,
LISTED EQUITY,-,-,-,-,CANADIAN NATIONAL RAILWAY CO.,-,CNR CN,-,,"11,818","$1,875,239",0.08%,
LISTED EQUITY,-,-,-,-,MITSUI & CO. LTD.,-,8031 JP,-,,"60,166","$1,873,066",0.08%,
LISTED EQUITY,-,-,-,-,CARRIER GLOBAL CORP.,-,CARR US,-,,"16,754","$1,871,109",0.08%,
LISTED EQUITY,-,-,-,-,KDDI CORP.,-,9433 JP,-,,"69,666","$1,825,129",0.08%,
LISTED EQUITY,-,-,-,-,DEUTSCHE BANK AG,-,DBK GR,-,,"40,358","$1,819,506",0.08%,
LISTED EQUITY,-,-,-,-,"REPUBLIC SERVICES, INC.",-,RSG US,-,,"4,828","$1,816,818",0.08%,
LISTED EQUITY,-,-,-,-,"APOLLO GLOBAL MANAGEMENT, INC.",-,APO US,-,,"8,295","$1,795,593",0.08%,
LISTED EQUITY,-,-,-,-,"AMERIPRISE FINANCIAL, INC.",-,AMP US,-,,"2,194","$1,786,611",0.08%,
LISTED EQUITY,-,-,-,-,"KINDER MORGAN, INC.",-,KMI US,-,,"39,774","$1,784,323",0.08%,
LISTED EQUITY,-,-,-,-,COMPASS GROUP PLC,-,CPG LN,-,,"34,355","$1,772,221",0.08%,
LISTED EQUITY,-,-,-,-,"AFLAC, INC.",-,AFL US,-,,"10,970","$1,765,304",0.08%,
LISTED EQUITY,-,-,-,-,"UNITED RENTALS, INC.",-,URI US,-,,"1,534","$1,763,651",0.07%,
LISTED EQUITY,-,-,-,-,"WORKDAY, INC.",-,WDAY US,-,,"4,742","$1,736,539",0.07%,
LISTED EQUITY,-,-,-,-,3I GROUP PLC,-,III LN,-,,"20,035","$1,725,977",0.07%,
LISTED EQUITY,-,-,-,-,ATLAS COPCO AB,-,ATCOA SS,-,,"70,198","$1,717,925",0.07%,
LISTED EQUITY,-,-,-,-,FEDEX CORP.,-,FDX US,-,,"4,950","$1,716,930",0.07%,
LISTED EQUITY,-,-,-,-,"AMERICAN INTERNATIONAL GROUP, INC.",-,AIG US,-,,"13,116","$1,712,955",0.07%,
LISTED EQUITY,-,-,-,-,DANONE SA,-,BN FP,-,,"13,786","$1,712,748",0.07%,
LISTED EQUITY,-,-,-,-,GENERAL MOTORS CO.,-,GM US,-,,"22,743","$1,707,766",0.07%,
LISTED EQUITY,-,-,-,-,ADVANTEST CORP.,-,6857 JP,-,,"15,159","$1,706,308",0.07%,
LISTED EQUITY,-,-,-,-,"ONEOK, INC.",-,OKE US,-,,"13,694","$1,705,706",0.07%,
LISTED EQUITY,-,-,-,-,SOFTBANK CORP.,-,9434 JP,-,,"719,394","$1,694,712",0.07%,
LISTED EQUITY,-,-,-,-,"CORTEVA, INC.",-,CTVA US,-,,"14,818","$1,685,230",0.07%,
LISTED EQUITY,-,-,-,-,"DOMINION ENERGY, INC.",-,D US,-,,"19,480","$1,680,038",0.07%,
LISTED EQUITY,-,-,-,-,DEUTSCHE POST AG,-,DHL GR,-,,"23,732","$1,666,755",0.07%,
LISTED EQUITY,-,-,-,-,"QUANTA SERVICES, INC.",-,PWR US,-,,"2,886","$1,665,164",0.07%,
LISTED EQUITY,-,-,-,-,SWISS RE AG,-,SREN SW,-,,"6,289","$1,653,564",0.07%,
LISTED EQUITY,-,-,-,-,"FERGUSON ENTERPRISES, INC.",-,FERG US,-,,"4,974","$1,652,780",0.07%,
LISTED EQUITY,-,-,-,-,ALLSTATE CORP.,-,ALL US,-,,"5,355","$1,644,929",0.07%,
LISTED EQUITY,-,-,-,-,"CENCORA, INC.",-,COR US,-,,"3,592","$1,643,375",0.07%,
LISTED EQUITY,-,-,-,-,"SUNCOR ENERGY, INC.",-,SU CN,-,,"28,734","$1,639,096",0.07%,
LISTED EQUITY,-,-,-,-,SCHLUMBERGER NV,-,SLB US,-,,"31,718","$1,635,872",0.07%,
LISTED EQUITY,-,-,-,-,MONSTER BEVERAGE CORP.,-,MNST US,-,,"17,107","$1,635,142",0.07%,
LISTED EQUITY,-,-,-,-,ADYEN NV,-,ADYEN NA,-,,585,"$1,634,312",0.07%,
LISTED EQUITY,-,-,-,-,SEMPRA,-,SRE US,-,,"14,091","$1,629,218",0.07%,
LISTED EQUITY,-,-,-,-,FUJITSU LTD.,-,6702 JP,-,,"43,767","$1,625,147",0.07%,
LISTED EQUITY,-,-,-,-,BECTON DICKINSON & CO.,-,BDX US,-,,"6,117","$1,607,760",0.07%,
LISTED EQUITY,-,-,-,-,EXPERIAN PLC,-,EXPN LN,-,,"20,244","$1,588,251",0.07%,
LISTED EQUITY,-,-,-,-,"PACCAR, INC.",-,PCAR US,-,,"10,915","$1,583,203",0.07%,
LISTED EQUITY,-,-,-,-,TAKEDA PHARMACEUTICAL CO. LTD.,-,4502 JP,-,,"33,822","$1,581,024",0.07%,
LISTED EQUITY,-,-,-,-,"METLIFE, INC.",-,MET US,-,,"12,829","$1,574,265",0.07%,
LISTED EQUITY,-,-,-,-,RECKITT BENCKISER GROUP PLC,-,RKT LN,-,,"15,165","$1,571,285",0.07%,
LISTED EQUITY,-,-,-,-,LONZA GROUP AG,-,LONN SW,-,,"1,450","$1,570,368",0.07%,
LISTED EQUITY,-,-,-,-,"MSCI, INC.",-,MSCI US,-,,"1,779","$1,565,337",0.07%,
LISTED EQUITY,-,-,-,-,"VERISK ANALYTICS, INC.",-,VRSK US,-,,"3,282","$1,560,232",0.07%,
LISTED EQUITY,-,-,-,-,TC ENERGY CORP.,-,TRP CN,-,,"20,919","$1,555,160",0.07%,
LISTED EQUITY,-,-,-,-,FASTENAL CO.,-,FAST US,-,,"24,103","$1,544,688",0.07%,
LISTED EQUITY,-,-,-,-,TE CONNECTIVITY PLC,-,TEL US,-,,"5,987","$1,540,877",0.07%,
LISTED EQUITY,-,-,-,-,HALEON PLC,-,HLN LN,-,,"196,031","$1,534,682",0.07%,
LISTED EQUITY,-,-,-,-,EDWARDS LIFESCIENCES CORP.,-,EW US,-,,"12,852","$1,533,736",0.07%,
LISTED EQUITY,-,-,-,-,DSV AS,-,DSV DC,-,,"4,161","$1,520,462",0.06%,
LISTED EQUITY,-,-,-,-,UNIVERSAL MUSIC GROUP NV,-,UMG NA,-,,"30,855","$1,518,730",0.06%,
LISTED EQUITY,-,-,-,-,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",-,FIS US,-,,"12,181","$1,513,213",0.06%,
LISTED EQUITY,-,-,-,-,"AMETEK, INC.",-,AME US,-,,"5,454","$1,505,994",0.06%,
LISTED EQUITY,-,-,-,-,"WASTE CONNECTIONS, INC.",-,WCN US,-,,"5,284","$1,505,556",0.06%,
LISTED EQUITY,-,-,-,-,KROGER CO.,-,KR US,-,,"13,645","$1,493,531",0.06%,
LISTED EQUITY,-,-,-,-,VALERO ENERGY CORP.,-,VLO US,-,,"7,254","$1,487,930",0.06%,
LISTED EQUITY,-,-,-,-,TARGET CORP.,-,TGT US,-,,"9,858","$1,483,867",0.06%,
LISTED EQUITY,-,-,-,-,"PAYCHEX, INC.",-,PAYX US,-,,"6,683","$1,483,322",0.06%,
LISTED EQUITY,-,-,-,-,HOYA CORP.,-,7741 JP,-,,"8,152","$1,477,398",0.06%,
LISTED EQUITY,-,-,-,-,"WW GRAINGER, INC.",-,GWW US,-,,930,"$1,476,900",0.06%,
LISTED EQUITY,-,-,-,-,"DOLLARAMA, INC.",-,DOL CN,-,,"6,845","$1,468,617",0.06%,
LISTED EQUITY,-,-,-,-,GIVAUDAN SA,-,GIVN SW,-,,199,"$1,468,408",0.06%,
LISTED EQUITY,-,-,-,-,"CORNING, INC.",-,GLW US,-,,"18,297","$1,468,280",0.06%,
LISTED EQUITY,-,-,-,-,OVERSEA-CHINESE BANKING CORP. LTD.,-,OCBC SP,-,,"74,802","$1,461,654",0.06%,
LISTED EQUITY,-,-,-,-,"CUMMINS, INC.",-,CMI US,-,,"2,920","$1,459,231",0.06%,
LISTED EQUITY,-,-,-,-,"CARDINAL HEALTH, INC.",-,CAH US,-,,"5,676","$1,455,134",0.06%,
LISTED EQUITY,-,-,-,-,ENGIE SA,-,ENGI FP,-,,"40,725","$1,453,457",0.06%,
LISTED EQUITY,-,-,-,-,INVESTOR AB,-,INVEB SS,-,,"32,386","$1,450,601",0.06%,
LISTED EQUITY,-,-,-,-,VERTIV HOLDINGS CO.,-,VRT US,-,,"7,376","$1,445,166",0.06%,
LISTED EQUITY,-,-,-,-,"COPART, INC.",-,CPRT US,-,,"19,289","$1,444,263",0.06%,
LISTED EQUITY,-,-,-,-,DAIICHI SANKYO CO. LTD.,-,4568 JP,-,,"40,627","$1,444,188",0.06%,
LISTED EQUITY,-,-,-,-,FAIR ISAAC CORP.,-,FICO US,-,,517,"$1,443,284",0.06%,
LISTED EQUITY,-,-,-,-,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",-,TTWO US,-,,"3,883","$1,439,084",0.06%,
LISTED EQUITY,-,-,-,-,FORD MOTOR CO.,-,F US,-,,"86,831","$1,437,581",0.06%,
LISTED EQUITY,-,-,-,-,NORDEA BANK ABP,-,NDA FH,-,,"63,580","$1,436,072",0.06%,
LISTED EQUITY,-,-,-,-,UNITED OVERSEAS BANK LTD.,-,UOB SP,-,,"33,216","$1,432,594",0.06%,
LISTED EQUITY,-,-,-,-,WHEATON PRECIOUS METALS CORP.,-,WPM CN,-,,"10,380","$1,421,460",0.06%,
LISTED EQUITY,-,-,-,-,EXELON CORP.,-,EXC US,-,,"21,383","$1,416,706",0.06%,
LISTED EQUITY,-,-,-,-,"ROSS STORES, INC.",-,ROST US,-,,"7,235","$1,408,544",0.06%,
LISTED EQUITY,-,-,-,-,HONDA MOTOR CO. LTD.,-,7267 JP,-,,"95,335","$1,404,418",0.06%,
LISTED EQUITY,-,-,-,-,ALCON AG,-,ALC SW,-,,"10,360","$1,394,182",0.06%,
LISTED EQUITY,-,-,-,-,"XCEL ENERGY, INC.",-,XEL US,-,,"13,399","$1,392,394",0.06%,
LISTED EQUITY,-,-,-,-,FLUTTER ENTERTAINMENT PLC,-,FLTR LN,-,,"3,214","$1,387,312",0.06%,
LISTED EQUITY,-,-,-,-,MERCEDES-BENZ GROUP AG,-,MBG GR,-,,"15,554","$1,384,376",0.06%,
LISTED EQUITY,-,-,-,-,KIMBERLY-CLARK CORP.,-,KMB US,-,,"7,019","$1,380,793",0.06%,
LISTED EQUITY,-,-,-,-,"ELECTRONIC ARTS, INC.",-,EA US,-,,"5,660","$1,379,303",0.06%,
LISTED EQUITY,-,-,-,-,VOLVO AB,-,VOLVB SS,-,,"32,369","$1,375,447",0.06%,
LISTED EQUITY,-,-,-,-,"CBRE GROUP, INC.",-,CBRE US,-,,"6,355","$1,358,713",0.06%,
LISTED EQUITY,-,-,-,-,TESCO PLC,-,TSCO LN,-,,"161,815","$1,357,828",0.06%,
LISTED EQUITY,-,-,-,-,CARVANA CO.,-,CVNA US,-,,"2,628","$1,351,036",0.06%,
LISTED EQUITY,-,-,-,-,INTACT FINANCIAL CORP.,-,IFC CN,-,,"3,815","$1,350,827",0.06%,
LISTED EQUITY,-,-,-,-,"DELL TECHNOLOGIES, INC.",-,DELL US,-,,"7,210","$1,348,773",0.06%,
LISTED EQUITY,-,-,-,-,BASF SE,-,BAS GR,-,,"17,870","$1,339,856",0.06%,
LISTED EQUITY,-,-,-,-,LEGRAND SA,-,LR FP,-,,"6,541","$1,329,725",0.06%,
LISTED EQUITY,-,-,-,-,"VEEVA SYSTEMS, INC.",-,VEEV US,-,,"3,026","$1,329,625",0.06%,
LISTED EQUITY,-,-,-,-,ARES MANAGEMENT CORP.,-,ARES US,-,,"5,025","$1,328,166",0.06%,
LISTED EQUITY,-,-,-,-,ENI SPA,-,ENI IM,-,,"53,130","$1,309,485",0.06%,
LISTED EQUITY,-,-,-,-,"SUN LIFE FINANCIAL, INC.",-,SLF CN,-,,"12,911","$1,308,248",0.06%,
LISTED EQUITY,-,-,-,-,"HARTFORD INSURANCE GROUP, INC.",-,HIG US,-,,"6,698","$1,296,621",0.06%,
LISTED EQUITY,-,-,-,-,ADIDAS AG,-,ADS GR,-,,"3,649","$1,293,810",0.05%,
LISTED EQUITY,-,-,-,-,"IDEXX LABORATORIES, INC.",-,IDXX US,-,,"1,579","$1,292,474",0.05%,
LISTED EQUITY,-,-,-,-,COGNIZANT TECHNOLOGY SOLUTIONS CORP.,-,CTSH US,-,,"10,839","$1,290,588",0.05%,
LISTED EQUITY,-,-,-,-,NIPPON TELEGRAPH & TELEPHONE CORP.,-,9432 JP,-,,"788,959","$1,283,509",0.05%,
LISTED EQUITY,-,-,-,-,"YUM! BRANDS, INC.",-,YUM US,-,,"5,674","$1,283,006",0.05%,
LISTED EQUITY,-,-,-,-,SOCIETE GENERALE SA,-,GLE FP,-,,"14,702","$1,278,498",0.05%,
LISTED EQUITY,-,-,-,-,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP.,-,WAB US,-,,"3,969","$1,267,903",0.05%,
LISTED EQUITY,-,-,-,-,"PUBLIC SERVICE ENTERPRISE GROUP, INC.",-,PEG US,-,,"9,834","$1,263,184",0.05%,
LISTED EQUITY,-,-,-,-,ENTERGY CORP.,-,ETR US,-,,"9,949","$1,261,805",0.05%,
LISTED EQUITY,-,-,-,-,BARRICK MINING CORP.,-,ABX CN,-,,"39,763","$1,260,609",0.05%,
LISTED EQUITY,-,-,-,-,"ALNYLAM PHARMACEUTICALS, INC.",-,ALNY US,-,,"2,528","$1,257,837",0.05%,
LISTED EQUITY,-,-,-,-,WOLTERS KLUWER NV,-,WKL NA,-,,"4,936","$1,254,985",0.05%,
LISTED EQUITY,-,-,-,-,MITSUBISHI ELECTRIC CORP.,-,6503 JP,-,,"37,999","$1,248,822",0.05%,
LISTED EQUITY,-,-,-,-,"CONSOLIDATED EDISON, INC.",-,ED US,-,,"8,122","$1,243,680",0.05%,
LISTED EQUITY,-,-,-,-,SIKA AG,-,SIKA SW,-,,"3,006","$1,241,049",0.05%,
LISTED EQUITY,-,-,-,-,CAIXABANK SA,-,CABK SM,-,,"93,373","$1,229,936",0.05%,
LISTED EQUITY,-,-,-,-,"NASDAQ, INC.",-,NDAQ US,-,,"8,918","$1,216,789",0.05%,
LISTED EQUITY,-,-,-,-,GEBERIT AG,-,GEBN SW,-,,"1,017","$1,216,143",0.05%,
LISTED EQUITY,-,-,-,-,E.ON SE,-,EOAN GR,-,,"43,412","$1,214,968",0.05%,
LISTED EQUITY,-,-,-,-,SYSCO CORP.,-,SYY US,-,,"10,496","$1,213,000",0.05%,
LISTED EQUITY,-,-,-,-,"KENVUE, INC.",-,KVUE US,-,,"37,972","$1,212,730",0.05%,
LISTED EQUITY,-,-,-,-,NATIONAL BANK OF CANADA,-,NA CN,-,,"7,698","$1,209,714",0.05%,
LISTED EQUITY,-,-,-,-,"AGILENT TECHNOLOGIES, INC.",-,A US,-,,"6,659","$1,199,155",0.05%,
LISTED EQUITY,-,-,-,-,OTIS WORLDWIDE CORP.,-,OTIS US,-,,"7,926","$1,197,573",0.05%,
LISTED EQUITY,-,-,-,-,"MONOLITHIC POWER SYSTEMS, INC.",-,MPWR US,-,,"1,070","$1,194,036",0.05%,
LISTED EQUITY,-,-,-,-,ATLASSIAN CORP.,-,TEAM US,-,,"3,840","$1,190,111",0.05%,
LISTED EQUITY,-,-,-,-,SEVEN & I HOLDINGS CO. LTD.,-,3382 JP,-,,"48,308","$1,185,468",0.05%,
LISTED EQUITY,-,-,-,-,STANDARD CHARTERED PLC,-,STAN LN,-,,"46,945","$1,184,836",0.05%,
LISTED EQUITY,-,-,-,-,"KEURIG DR. PEPPER, INC.",-,KDP US,-,,"23,475","$1,184,213",0.05%,
LISTED EQUITY,-,-,-,-,"RESMED, INC.",-,RMD US,-,,"2,992","$1,177,943",0.05%,
LISTED EQUITY,-,-,-,-,BAKER HUGHES CO.,-,BKR US,-,,"20,112","$1,176,616",0.05%,
