Asset_Class,Management_Type,Name,Dollar_Value,Weighting_Percentage,Security_Identifier,Currency,Listing_Status,Super_Fund,Option_Name,_status
Equity,-,EUROBANK SA,"$128,217",0.00%,EUROB GA,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,POSTE ITALIANE SPA,"$128,158",0.00%,PST IM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"WEST PHARMACEUTICAL SERVICES, INC.","$127,438",0.00%,WST US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BPER BANCA SPA,"$127,222",0.00%,BPE IM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,UNITED THERAPEUTICS CORP.,"$127,103",0.00%,UTHR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MASCO CORP.,"$127,047",0.00%,MAS US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"BAXTER INTERNATIONAL, INC.","$127,032",0.00%,BAX US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"PURE STORAGE, INC.","$126,827",0.00%,PSTG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"LENNOX INTERNATIONAL, INC.","$126,608",0.00%,LII US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"PACIRA BIOSCIENCES, INC.","$125,793",0.00%,PCRX US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,INTERNATIONAL CONSOLIDATED AIRLINES GROUP SA,"$124,906",0.00%,IAG SM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"SNAP-ON, INC.","$124,517",0.00%,SNA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,KEYCORP,"$124,322",0.00%,KEY US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"STEEL DYNAMICS, INC.","$124,042",0.00%,STLD US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NMDC LTD.,"$123,407",0.00%,NMDC IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"WILLIAMS-SONOMA, INC.","$123,221",0.00%,WSM US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NORDSON CORP.,"$123,100",0.00%,NDSN US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CARMA LTD.,"$122,414",0.00%,CMA AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CARLYLE GROUP, INC.","$122,322",0.00%,CG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"PRINCIPAL FINANCIAL GROUP, INC.","$121,951",0.00%,PFG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ATLAS COPCO AB,"$121,292",0.00%,ATCOB SS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ROLLINS, INC.","$120,323",0.00%,ROL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,L1 GROUP LTD.,"$120,106",0.00%,L1G AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"WATSCO, INC.","$119,888",0.00%,WSO US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,OTP BANK NYRT,"$118,146",0.00%,OTP HB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"DRAFTKINGS, INC.","$118,071",0.00%,DKNG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"TELADOC HEALTH, INC.","$117,728",0.00%,TDOC US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CHAROEN POKPHAND FOODS PCL,"$117,211",0.00%,CPFR TB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"IONQ, INC.","$117,168",0.00%,IONQ US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BROOKFIELD RENEWABLE CORP.,"$116,818",0.00%,BEPC CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GLORY LTD.,"$116,548",0.00%,6457 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ON SEMICONDUCTOR CORP.,"$115,954",0.00%,ON US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"WEC ENERGY GROUP, INC.","$115,034",0.00%,WEC US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SECOM CO. LTD.,"$114,567",0.00%,9735 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ILLUMINA, INC.","$114,483",0.00%,ILMN US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PIDILITE INDUSTRIES LTD.,"$114,057",0.00%,PIDI IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"QUEST DIAGNOSTICS, INC.","$113,818",0.00%,DGX US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BROWN-FORMAN CORP.,"$113,758",0.00%,BFB US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"DUPONT DE NEMOURS, INC.","$113,220",0.00%,DD US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"LABCORP HOLDINGS, INC.","$112,221",0.00%,LH US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CNH INDUSTRIAL NV,"$112,149",0.00%,CNH US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TECHNIPFMC PLC,"$110,714",0.00%,FTI US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"HOUSE FOODS GROUP, INC.","$109,090",0.00%,2810 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SAUDI AWWAL BANK,"$109,032",0.00%,SABB AB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MONDAY.COM LTD.,"$108,580",0.00%,MNDY US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SIEMENS HEALTHINEERS AG,"$108,395",0.00%,SHL GR,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CDW CORP.,"$108,228",0.00%,CDW US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,IPSEN SA,"$106,588",0.00%,IPN FP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SUGI HOLDINGS CO. LTD.,"$106,114",0.00%,7649 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SOLVENTUM CORP.,"$105,262",0.00%,SOLV US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"T. ROWE PRICE GROUP, INC.","$104,862",0.00%,TROW US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,KIMBERLY-CLARK CORP.,"$104,540",0.00%,KMB US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ENTEGRIS, INC.","$102,675",0.00%,ENTG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GENUINE PARTS CO.,"$102,002",0.00%,GPC US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SCHOLASTIC CORP.,"$101,150",0.00%,SCHL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NITTO DENKO CORP.,"$100,565",0.00%,6988 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,KOREA INVESTMENT HOLDINGS CO. LTD.,"$100,461",0.00%,071050 KS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"FIDELITY NATIONAL FINANCIAL, INC.","$100,434",0.00%,FNF US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"OKTA, INC.","$99,169",0.00%,OKTA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PAYLOCITY HOLDING CORP.,"$99,105",0.00%,PCTY US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"DOMINO'S PIZZA, INC.","$97,607",0.00%,DPZ US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"LIVERAMP HOLDINGS, INC.","$97,294",0.00%,RAMP US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ZIMMER BIOMET HOLDINGS, INC.","$97,077",0.00%,ZBH US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ACCO BRANDS CORP.,"$96,308",0.00%,ACCO US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NOVO NORDISK AS,"$95,967",0.00%,NOVOB DC,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PETROLEO BRASILEIRO SA - PETROBRAS,"$94,440",0.00%,PBR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"SONY FINANCIAL GROUP, INC.","$93,845",0.00%,8729 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"SNAP, INC.","$93,817",0.00%,SNAP US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"PINTEREST, INC.","$93,669",0.00%,PINS US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"NISSHIN SEIFUN GROUP, INC.","$93,501",0.00%,2002 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CLOROX CO.,"$93,416",0.00%,CLX US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"BROWN & BROWN, INC.","$92,915",0.00%,BRO US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BANK OF HANGZHOU CO. LTD.,"$91,057",0.00%,600926 C1,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GERDAU SA,"$90,702",0.00%,GGBR4 BZ,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ARGENX SE,"$90,284",0.00%,ARGX BB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SAMSUNG C&T CORP.,"$89,949",0.00%,028260 KS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"SUPER MICRO COMPUTER, INC.","$89,489",0.00%,SMCI US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CTP NV,"$89,278",0.00%,CTPNV NA,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HYUNDAI GLOVIS CO. LTD.,"$88,628",0.00%,086280 KS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SCOR SE,"$87,883",0.00%,SCR FP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,POP MART INTERNATIONAL GROUP LTD.,"$87,197",0.00%,9992 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"IA FINANCIAL CORP., INC.","$87,053",0.00%,IAG CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GROUPE BRUXELLES LAMBERT NV,"$86,656",0.00%,GBLB BB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SOCIETE BIC SA,"$86,224",0.00%,BB FP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LEG IMMOBILIEN SE,"$85,789",0.00%,LEG GR,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CROWN HOLDINGS, INC.","$85,774",0.00%,CCK US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BRITANNIA INDUSTRIES LTD.,"$85,340",0.00%,BRIT IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"INGREDION, INC.","$85,175",0.00%,INGR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"TOLL BROTHERS, INC.","$84,815",0.00%,TOL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NIPPON STEEL CORP.,"$83,846",0.00%,5401 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ADVANCED INFO SERVICE PCL,"$83,210",0.00%,ADVANCR TB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AUDINATE GROUP LTD.,"$82,254",0.00%,AD8 AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,RIYAD BANK,"$81,325",0.00%,RIBL AB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TULLOW OIL PLC,"$81,208",0.00%,TLW LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,INTERNATIONAL PAPER CO.,"$80,864",0.00%,IP US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,UNITED UTILITIES GROUP PLC,"$80,564",0.00%,UU LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AUSTRALIAN ETHICAL INVESTMENT LTD.,"$80,175",0.00%,AEF AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"REINSURANCE GROUP OF AMERICA, INC.","$79,624",0.00%,RGA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GRUPO CIBEST SA,"$77,959",0.00%,CIB US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"HANOVER INSURANCE GROUP, INC.","$77,956",0.00%,THG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TELE2 AB,"$77,394",0.00%,TEL2B SS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TAURON POLSKA ENERGIA SA,"$77,183",0.00%,TPE PW,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PWR HOLDINGS LTD.,"$76,718",0.00%,PWH AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,COSCO SHIPPING HOLDINGS CO. LTD.,"$76,695",0.00%,1919 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CAPCOM CO. LTD.,"$74,483",0.00%,9697 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,WHARF REAL ESTATE INVESTMENT CO. LTD.,"$73,561",0.00%,1997 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ATKINSREALIS GROUP, INC.","$73,342",0.00%,ATRL CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BANK OF BARODA,"$73,246",0.00%,BOB IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LG CHEM LTD.,"$73,009",0.00%,051910 KS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SMC CORP.,"$72,643",0.00%,6273 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,COCA-COLA HBC AG,"$72,435",0.00%,CCH LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,UNIVERSAL STORE HOLDINGS LTD.,"$71,902",0.00%,UNI AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,IMPEDIMED LTD.,"$71,709",0.00%,IPD AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GENUSPLUS GROUP LTD.,"$71,067",0.00%,GNP AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,OTSUKA CORP.,"$70,753",0.00%,4768 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,"$70,170",0.00%,LISP SW,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"WSP GLOBAL, INC.","$70,150",0.00%,WSP CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PUMA SE,"$69,788",0.00%,PUM GR,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,FRESENIUS MEDICAL CARE AG,"$69,349",0.00%,FME GR,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BELIMO HOLDING AG,"$69,229",0.00%,BEAN SW,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SIG GROUP AG,"$69,216",0.00%,SIGN SW,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TRELLEBORG AB,"$69,197",0.00%,TRELB SS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"DOW, INC.","$69,005",0.00%,DOW US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HENKEL AG & CO. KGAA,"$68,942",0.00%,HEN GR,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PARTNERS GROUP HOLDING AG,"$68,933",0.00%,PGHN SW,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"GREAT-WEST LIFECO, INC.","$68,842",0.00%,GWO CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"IGM FINANCIAL, INC.","$68,801",0.00%,IGM CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"DOXIMITY, INC.","$68,798",0.00%,DOCS US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ALIGN TECHNOLOGY, INC.","$68,176",0.00%,ALGN US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HD KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO. LTD.,"$68,106",0.00%,009540 KS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HULIC CO. LTD.,"$68,070",0.00%,3003 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BUDWEISER BREWING CO. APAC LTD.,"$67,233",0.00%,1876 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MAYNE PHARMA GROUP LTD.,"$67,072",0.00%,MYX AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GAIL INDIA LTD.,"$67,062",0.00%,GAIL IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TECH MAHINDRA LTD.,"$66,070",0.00%,TECHM IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,FALCON METALS LTD.,"$62,813",0.00%,FAL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,INTEGRAL DIAGNOSTICS LTD.,"$62,024",0.00%,IDX AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GENERATION DEVELOPMENT GROUP LTD.,"$61,419",0.00%,GDG AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BANK OF BEIJING CO. LTD.,"$60,761",0.00%,601169 C1,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ENNIS, INC.","$60,457",0.00%,EBF US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"KELLY SERVICES, INC.","$57,988",0.00%,KELYA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,OBJECTIVE CORP. LTD.,"$57,869",0.00%,OCL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ITAUSA SA,"$57,615",0.00%,ITSA4 BZ,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,IPH LTD.,"$56,964",0.00%,IPH AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CEDAR WOODS PROPERTIES LTD.,"$55,864",0.00%,CWP AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,RICEGROWERS LTD.,"$55,414",0.00%,SGLLV AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,RAMSAY HEALTH CARE LTD.,"$55,223",0.00%,RHC AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,OFX GROUP LTD.,"$54,762",0.00%,OFX AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,OIL & NATURAL GAS CORP. LTD.,"$53,480",0.00%,ONGC IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,JUPITER MINES LTD.,"$52,672",0.00%,JMS AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MEDIPAL HOLDINGS CORP.,"$52,597",0.00%,7459 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AUSTRALIAN FINANCE GROUP LTD.,"$50,493",0.00%,AFG AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,VULCAN STEEL LTD.,"$50,320",0.00%,VSL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ENERGY ONE LTD.,"$49,893",0.00%,EOL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,QUALITAS LTD.,"$47,548",0.00%,QAL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CEZ AS,"$46,353",0.00%,CEZ CP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HELLOWORLD TRAVEL LTD.,"$46,302",0.00%,HLO AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AIC MINES LTD.,"$45,196",0.00%,A1M AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,INGHAMS GROUP LTD.,"$44,461",0.00%,ING AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GR ENGINEERING SERVICES LTD.,"$43,420",0.00%,GNG AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,EXOR NV,"$42,519",0.00%,EXO NA,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AXIA ENERGIA,"$42,028",0.00%,AXIA3 BZ,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HEINEKEN HOLDING NV,"$38,667",0.00%,HEIO NA,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AIR NEW ZEALAND LTD.,"$36,878",0.00%,AIZ AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,EBOS GROUP LTD.,"$34,074",0.00%,EBO AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD.,"$30,445",0.00%,SXE AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MAGNUM ICE CREAM CO. NV,"$29,286",0.00%,MICC LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CUSCAL LTD.,"$29,180",0.00%,CCL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SAVOLA GROUP,"$27,404",0.00%,SAVOLA AB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AURELIA METALS LTD.,"$23,988",0.00%,AMI AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AUTOSPORTS GROUP LTD.,"$23,789",0.00%,ASG AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NOVONIX LTD.,"$23,007",0.00%,NVX AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,IMMUTEP LTD.,"$22,654",0.00%,IMM AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SOLVAR LTD.,"$20,007",0.00%,SVR AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,XRF SCIENTIFIC LTD.,"$18,751",0.00%,XRF AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PORSCHE AUTOMOBIL HOLDING SE,"$17,800",0.00%,PAH3 GR,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,METRO MINING LTD.,"$15,943",0.00%,MMI AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,INDUSTRIVARDEN AB,"$15,290",0.00%,INDUA SS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,FENIX RESOURCES LTD.,"$13,263",0.00%,FEX AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,IONEER LTD.,"$11,528",0.00%,INR AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,WAGNERS HOLDING CO. LTD.,"$11,275",0.00%,WGN AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AXIA ENERGIA,"$10,721",0.00%,AXIA7 BZ,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PRAEMIUM LTD.,"$9,733",0.00%,PPS AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HORIZON OIL LTD.,"$9,532",0.00%,HZN AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TASMEA LTD.,"$8,103",0.00%,TEA AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,REECE LTD.,"$7,553",0.00%,REH AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LINDSAY AUSTRALIA LTD.,"$7,530",0.00%,LAU AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MADER GROUP LTD.,"$7,380",0.00%,MAD AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SYMAL GROUP LTD.,"$6,198",0.00%,SYL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,DURATEC LTD.,"$6,183",0.00%,DUR AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,FINEOS CORP. LTD.,"$5,847",0.00%,FCL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,VYSARN LTD.,"$5,499",0.00%,VYS AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LIBERTY FINANCIAL GROUP LTD.,"$5,369",0.00%,LFG AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ZIMPLATS HOLDINGS LTD.,"$5,340",0.00%,ZIM AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SERVCORP LTD.,"$4,715",0.00%,SRV AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,DIMERIX LTD.,"$4,597",0.00%,DXB AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AENA SME SA,"$4,473",0.00%,AENA SM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AMA GROUP LTD.,"$4,270",0.00%,AMA AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BCI MINERALS LTD.,"$4,116",0.00%,BCI AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CLEARVIEW WEALTH LTD.,"$4,026",0.00%,CVW AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SOLSTICE MINERALS LTD.,"$4,018",0.00%,SLS AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PEPPER MONEY LTD.,"$3,966",0.00%,PPM AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BISALLOY STEEL GROUP LTD.,"$3,633",0.00%,BIS AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"F&G ANNUITIES & LIFE, INC.","$3,403",0.00%,FG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,RESIMAC GROUP LTD.,"$3,227",0.00%,RMC AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,DGL GROUP LTD.,"$1,799",0.00%,DGL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CRH PLC,$200,0.00%,CRH LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TRAVIS PERKINS PLC,$66,0.00%,TPK LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ATLANTIC LITHIUM LTD.,$21,0.00%,A11 AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AEROFLOT PJSC,$0,0.00%,AFLT RM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BANK ST. PETERSBURG PJSC,$0,0.00%,BSPB RM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CHINA METAL RECYCLING HOLDINGS LTD.,$0,0.00%,773 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"GCI LIBERTY, INC.",$0,0.00%,GLIBA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GLOBAL PORTS INVESTMENTS PLC,$0,0.00%,GLPR LI,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GMK NORILSKIY NICKEL PAO,$0,0.00%,GMKN RM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LENTA INTERNATIONAL CO. PJSC,$0,0.00%,LNTA LI,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LUKOIL PJSC,$0,0.00%,LKOH RM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LUKOIL PJSC,$0,0.00%,LUKOY US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MAGNITOGORSK IRON & STEEL WORKS PJSC,$0,0.00%,MAGN RM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MD MEDICAL GROUP IPJSC,$0,0.00%,MDMG LI,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MMC NORILSK NICKEL PJSC,$0,0.00%,MNOD LI,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NOVABEV GROUP PJSC,$0,0.00%,BELU RM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NOVATEK PJSC,$0,0.00%,NVTK RM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ROSNEFT OIL CO. PJSC,$0,0.00%,ROSN LI,-,Listed,Rest,High Growth:31-12-25,kept
