Asset_Class,Management_Type,Name,Dollar_Value,Weighting_Percentage,Security_Identifier,Currency,Listing_Status,Super_Fund,Option_Name,_status
Equity,-,"YUM! BRANDS, INC.","$299,960",0.00%,YUM US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ARES MANAGEMENT CORP.,"$299,312",0.00%,ARES US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ANGLO AMERICAN PLC,"$297,940",0.00%,AAL LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PEOPLE'S INSURANCE CO. GROUP OF CHINA LTD.,"$297,042",0.00%,1339 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ELECTRONIC ARTS, INC.","$294,777",0.00%,EA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,IG GROUP HOLDINGS PLC,"$294,415",0.00%,IGG LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"WINGSTOP, INC.","$294,194",0.00%,WING US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TYRO PAYMENTS LTD.,"$293,982",0.00%,TYR AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BANK OF COMMUNICATIONS CO. LTD.,"$293,726",0.00%,3328 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ARAFURA RARE EARTHS LTD.,"$293,708",0.00%,ARU AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HYUNDAI ROTEM CO. LTD.,"$290,009",0.00%,064350 KS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"PHOTRONICS, INC.","$289,552",0.00%,PLAB US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SWIRE PACIFIC LTD.,"$288,798",0.00%,19 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AUSTRALIAN CLINICAL LABS LTD.,"$287,457",0.00%,ACL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"GARTNER, INC.","$287,004",0.00%,IT US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NH FOODS LTD.,"$286,570",0.00%,2282 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"UNIVERSAL HEALTH SERVICES, INC.","$286,319",0.00%,UHS US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ARGENX SE,"$285,141",0.00%,ARGXEUR X9,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NUTRIEN LTD.,"$284,511",0.00%,NTR CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ORIENT OVERSEAS INTERNATIONAL LTD.,"$282,358",0.00%,316 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CORNING, INC.","$281,110",0.00%,GLW US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AGEAS SA,"$280,303",0.00%,AGS BB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TURK HAVA YOLLARI AO,"$278,348",0.00%,THYAO TI,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"GLOBAL PAYMENTS, INC.","$277,592",0.00%,GPN US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,KELSIAN GROUP LTD.,"$275,915",0.00%,KLS AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CARRIER GLOBAL CORP.,"$275,363",0.00%,CARR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ASAHI GROUP HOLDINGS LTD.,"$271,305",0.00%,2502 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ASUSTEK COMPUTER, INC.","$270,272",0.00%,2357 TT,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,JAPAN POST HOLDINGS CO. LTD.,"$270,017",0.00%,6178 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SYSCO CORP.,"$268,700",0.00%,SYY US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"XYLEM, INC.","$267,893",0.00%,XYL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"UPWORK, INC.","$266,579",0.00%,UPWK US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"JD LOGISTICS, INC.","$264,773",0.00%,2618 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,WATERS CORP.,"$263,844",0.00%,WAT US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"DARDEN RESTAURANTS, INC.","$263,485",0.00%,DRI US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HEALIUS LTD.,"$262,408",0.00%,HLS AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"BCE, INC.","$261,623",0.00%,BCE CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AKER BP ASA,"$259,269",0.00%,AKRBP NO,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SAUDI TELECOM CO.,"$258,392",0.00%,STC AB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,KRUNG THAI BANK PCL,"$257,606",0.00%,KTBR TB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,DATA#3 LTD.,"$256,543",0.00%,DTL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,FAIR ISAAC CORP.,"$254,502",0.00%,FICO US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CHENIERE ENERGY, INC.","$253,254",0.00%,LNG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,YANGZIJIANG SHIPBUILDING HOLDINGS LTD.,"$252,007",0.00%,YZJSGD SP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MAZDA MOTOR CORP.,"$251,840",0.00%,7261 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TENCENT MUSIC ENTERTAINMENT GROUP,"$251,793",0.00%,TME US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,RALPH LAUREN CORP.,"$250,328",0.00%,RL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,KONINKLIJKE PHILIPS NV,"$248,589",0.00%,PHIA NA,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CARAVEL MINERALS LTD.,"$248,519",0.00%,CVV AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SANTEN PHARMACEUTICAL CO. LTD.,"$248,403",0.00%,4536 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"BROADRIDGE FINANCIAL SOLUTIONS, INC.","$246,422",0.00%,BR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"MATTEL, INC.","$246,346",0.00%,MAT US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AGRICULTURAL BANK OF CHINA LTD.,"$245,314",0.00%,1288 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TATA MOTORS LTD./NEW,"$244,820",0.00%,TMCV IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BUREAU VERITAS SA,"$241,926",0.00%,BVI FP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,DEUTSCHE BOERSE AG,"$241,758",0.00%,DB1 GR,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CYBERAGENT, INC.","$241,360",0.00%,4751 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"GENERAL MILLS, INC.","$240,184",0.00%,GIS US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"IQVIA HOLDINGS, INC.","$239,053",0.00%,IQV US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AMCOR PLC,"$237,091",0.00%,AMCR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,H LUNDBECK AS,"$236,789",0.00%,HLUNB DC,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CHARTER COMMUNICATIONS, INC.","$236,712",0.00%,CHTR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MORINAGA & CO. LTD.,"$235,220",0.00%,2201 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CARLSBERG AS,"$232,361",0.00%,CARLB DC,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,DAIFUKU CO. LTD.,"$231,615",0.00%,6383 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NUIX LTD.,"$231,412",0.00%,NXL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"INGERSOLL RAND, INC.","$231,048",0.00%,IR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NAVIGATOR GLOBAL INVESTMENTS LTD.,"$230,753",0.00%,NGI AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HUAXIA BANK CO. LTD.,"$229,340",0.00%,600015 C1,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NUFARM LTD.,"$226,947",0.00%,NUF AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"EMCOR GROUP, INC.","$226,030",0.00%,EME US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"SPROUTS FARMERS MARKET, INC.","$225,110",0.00%,SFM US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HALLIBURTON CO.,"$224,680",0.00%,HAL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"KENVUE, INC.","$223,908",0.00%,KVUE US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BANK OF IRELAND GROUP PLC,"$223,089",0.00%,BIRG ID,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MAKITA CORP.,"$223,010",0.00%,6586 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BANK LEUMI LE-ISRAEL BM,"$222,520",0.00%,LUMI IT,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SUZUKI MOTOR CORP.,"$220,725",0.00%,7269 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"PAYCOM SOFTWARE, INC.","$219,984",0.00%,PAYC US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MOSAIC CO.,"$218,529",0.00%,MOS US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"RPM INTERNATIONAL, INC.","$217,840",0.00%,RPM US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ASSECO POLAND SA,"$217,547",0.00%,ACP PW,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"MAPLEBEAR, INC.","$217,336",0.00%,CART US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,RIDLEY CORP. LTD.,"$216,926",0.00%,RIC AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TATA MOTORS PASSENGER VEHICLES LTD.,"$216,449",0.00%,TMPV IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"HARMONY BIOSCIENCES HOLDINGS, INC.","$214,431",0.00%,HRMY US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ALLEGION PLC,"$213,818",0.00%,ALLE US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,VINCI SA,"$212,854",0.00%,DG FP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,YANG MING MARINE TRANSPORT CORP.,"$211,920",0.00%,2609 TT,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TEVA PHARMACEUTICAL INDUSTRIES LTD.,"$211,768",0.00%,TEVA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"SOFI TECHNOLOGIES, INC.","$211,636",0.00%,SOFI US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AMERICA MOVIL SAB DE CV,"$210,194",0.00%,AMX US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,EXPAND ENERGY CORP.,"$209,322",0.00%,EXE US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AMP LTD.,"$208,617",0.00%,AMP AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,FUJIKURA LTD.,"$207,998",0.00%,5803 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"OMNICOM GROUP, INC.","$206,124",0.00%,OMC US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"GE HEALTHCARE TECHNOLOGIES, INC.","$205,230",0.00%,GEHC US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SHIONOGI & CO. LTD.,"$202,630",0.00%,4507 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SHANGHAI RURAL COMMERCIAL BANK CO. LTD.,"$202,560",0.00%,601825 C1,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CHINA PACIFIC INSURANCE GROUP CO. LTD.,"$202,457",0.00%,2601 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,POU CHEN CORP.,"$202,278",0.00%,9904 TT,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,EQT CORP.,"$202,155",0.00%,EQT US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CBOE GLOBAL MARKETS, INC.","$201,983",0.00%,CBOE US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CITIC LTD.,"$201,424",0.00%,267 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AMMB HOLDINGS BHD.,"$201,412",0.00%,AMM MK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NEXON CO. LTD.,"$201,188",0.00%,3659 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,QUALITAS REAL ESTATE INCOME FUND,"$200,790",0.00%,QRI AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,KGL RESOURCES LTD.,"$199,704",0.00%,KGL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,WILLIS TOWERS WATSON PLC,"$195,927",0.00%,WTW US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"COMPAL ELECTRONICS, INC.","$195,745",0.00%,2324 TT,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MITSUBISHI CORP.,"$194,709",0.00%,8058 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TELUS CORP.,"$194,031",0.00%,T CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TOWER SEMICONDUCTOR LTD.,"$193,643",0.00%,TSEM US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,DRONESHIELD LTD.,"$192,862",0.00%,DRO AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LYONDELLBASELL INDUSTRIES NV,"$192,497",0.00%,LYB US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.","$191,752",0.00%,AIT US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HERSHEY CO.,"$190,757",0.00%,HSY US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BWP PROPERTY GROUP LTD.,"$189,377",0.00%,BWP AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"EQUIFAX, INC.","$189,177",0.00%,EFX US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,FLEETPARTNERS GROUP LTD.,"$187,939",0.00%,FPR AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"WAYFAIR, INC.","$187,066",0.00%,W US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AVERY DENNISON CORP.,"$186,916",0.00%,AVY US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,UPL LTD.,"$186,465",0.00%,UPLL IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CH ROBINSON WORLDWIDE, INC.","$185,833",0.00%,CHRW US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,DAIICHI SANKYO CO. LTD.,"$185,727",0.00%,4568 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BANQUE SAUDI FRANSI,"$184,887",0.00%,BSF AB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ROCHE HOLDING AG,"$184,884",0.00%,RO SW,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,HERA SPA,"$184,556",0.00%,HER IM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,KINGSGATE CONSOLIDATED LTD.,"$184,425",0.00%,KCN AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NIB HOLDINGS LTD.,"$183,641",0.00%,NHF AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"GEN DIGITAL, INC.","$182,324",0.00%,GEN US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LOEWS CORP.,"$181,598",0.00%,L US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"NORTHLAND POWER, INC.","$181,596",0.00%,NPI CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,RPMGLOBAL HOLDINGS LTD.,"$181,370",0.00%,RUL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CTBC FINANCIAL HOLDING CO. LTD.,"$181,169",0.00%,2891 TT,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ONEX CORP.,"$181,003",0.00%,ONEX CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,JIANGSU HENGRUI PHARMACEUTICALS CO. LTD.,"$179,696",0.00%,600276 C1,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SONOVA HOLDING AG,"$179,461",0.00%,SOON SW,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CYBERARK SOFTWARE LTD.,"$177,692",0.00%,CYBR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ASR NEDERLAND NV,"$176,796",0.00%,ASRNL NA,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BUNGE GLOBAL SA,"$175,763",0.00%,BG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BOSS ENERGY LTD.,"$174,669",0.00%,BOE AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,DANSKE BANK AS,"$172,944",0.00%,DANSKE DC,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SUN HUNG KAI PROPERTIES LTD.,"$172,082",0.00%,16 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SYSMEX CORP.,"$171,984",0.00%,6869 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CHURCH & DWIGHT CO., INC.","$169,373",0.00%,CHD US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.","$168,787",0.00%,EXPD US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SICHUAN SWELLFUN CO. LTD.,"$168,237",0.00%,600779 C1,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,RADIANT OPTO-ELECTRONICS CORP.,"$166,482",0.00%,6176 TT,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"DAIWA SECURITIES GROUP, INC.","$165,496",0.00%,8601 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TRACTOR SUPPLY CO.,"$164,161",0.00%,TSCO US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TSINGTAO BREWERY CO. LTD.,"$163,204",0.00%,168 HK,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,JOHNSON MATTHEY PLC,"$163,058",0.00%,JMAT LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BETMAKERS TECHNOLOGY GROUP LTD.,"$162,564",0.00%,BET AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"MIZUHO FINANCIAL GROUP, INC.","$162,350",0.00%,8411 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,VIPSHOP HOLDINGS LTD.,"$161,021",0.00%,VIPS US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SANLAM LTD.,"$160,500",0.00%,SLM SJ,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BELLEVUE GOLD LTD.,"$160,497",0.00%,BGL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"HILTON WORLDWIDE HOLDINGS, INC.","$159,967",0.00%,HLT US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"JEFFERIES FINANCIAL GROUP, INC.","$159,817",0.00%,JEF US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NICE LTD.,"$159,740",0.00%,NICE IT,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BHARAT ELECTRONICS LTD.,"$159,165",0.00%,BHE IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"LPL FINANCIAL HOLDINGS, INC.","$158,886",0.00%,LPLA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"LIVE NATION ENTERTAINMENT, INC.","$157,610",0.00%,LYV US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"FIRST SOLAR, INC.","$157,396",0.00%,FSLR US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LION CORP.,"$157,076",0.00%,4912 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CAE, INC.","$157,045",0.00%,CAE CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AMADA CO. LTD.,"$156,940",0.00%,6113 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CAIXABANK SA,"$156,001",0.00%,CABK SM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"HUBBELL, INC.","$155,722",0.00%,HUBB US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CLARITY PHARMACEUTICALS LTD.,"$155,603",0.00%,CU6 AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"COSTAR GROUP, INC.","$154,652",0.00%,CSGP US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"LULULEMON ATHLETICA, INC.","$154,371",0.00%,LULU US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TAYLOR MORRISON HOME CORP.,"$152,836",0.00%,TMHC US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"COTERRA ENERGY, INC.","$151,096",0.00%,CTRA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ASTERA LABS, INC.","$149,729",0.00%,ALAB US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SNAM SPA,"$148,972",0.00%,SRG IM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GENTERA SAB DE CV,"$148,243",0.00%,GENTERA MM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CONAGRA BRANDS, INC.","$147,511",0.00%,CAG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CONSTELLATION SOFTWARE, INC.","$147,218",0.00%,CSU CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BAWAG GROUP AG,"$147,165",0.00%,BG AV,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,CINCINNATI FINANCIAL CORP.,"$147,153",0.00%,CINF US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"PULTEGROUP, INC.","$146,696",0.00%,PHM US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,M&G PLC,"$146,616",0.00%,MNG LN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,MARKEL CORP.,"$146,203",0.00%,MKL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PANDORA AS,"$146,052",0.00%,PNDORA DC,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"PMET RESOURCES, INC.","$144,897",0.00%,PMT AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SABIC AGRI-NUTRIENTS CO.,"$144,195",0.00%,SAFCO AB,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TECK RESOURCES LTD.,"$143,284",0.00%,TECKB CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,YAMAHA MOTOR CO. LTD.,"$142,746",0.00%,7272 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"IRONWOOD PHARMACEUTICALS, INC.","$142,162",0.00%,IRWD US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"MCCORMICK & CO., INC.","$142,027",0.00%,MKC US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,GWA GROUP LTD.,"$141,899",0.00%,GWA AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ACCENT GROUP LTD.,"$140,654",0.00%,AX1 AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,STERIS PLC,"$140,310",0.00%,STE US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PAN AMERICAN SILVER CORP.,"$140,023",0.00%,PAAS CN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CITIZENS FINANCIAL GROUP, INC.","$139,602",0.00%,CFG US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,NUCOR CORP.,"$139,582",0.00%,NUE US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,VISTEON CORP.,"$139,559",0.00%,VC US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ALPS ALPINE CO. LTD.,"$139,368",0.00%,6770 JP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,PUBLICIS GROUPE SA,"$139,206",0.00%,PUB FP,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,AIB GROUP PLC,"$138,415",0.00%,AIBG ID,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LUPIN LTD.,"$138,166",0.00%,LPC IN,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"ROCKET COS., INC.","$138,120",0.00%,RKT US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"FIRST CITIZENS BANCSHARES, INC.","$137,784",0.00%,FCNCA US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,SMURFIT WESTROCK PLC,"$137,613",0.00%,SW US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,VAR ENERGI ASA,"$137,422",0.00%,VAR NO,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,KOREA ELECTRIC POWER CORP.,"$136,604",0.00%,015760 KS,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,W.R. BERKLEY CORP.,"$136,146",0.00%,WRB US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,BANCA MONTE DEI PASCHI DI SIENA SPA,"$135,360",0.00%,BMPS IM,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CARLISLE COS., INC.","$135,247",0.00%,CSL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,TEXAS PACIFIC LAND CORP.,"$135,117",0.00%,TPL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CORPAY, INC.","$133,794",0.00%,CPAY US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"CENTERPOINT ENERGY, INC.","$133,421",0.00%,CNP US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,FIFTH THIRD BANCORP,"$133,035",0.00%,FITB US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"F5, INC.","$132,922",0.00%,FFIV US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"AFFIRM HOLDINGS, INC.","$132,358",0.00%,AFRM US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,WEBJET GROUP LTD.,"$131,944",0.00%,WJL AU,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,LIBERTY MEDIA CORP.-LIBERTY FORMULA ONE,"$131,733",0.00%,FWONK US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"BURLINGTON STORES, INC.","$131,407",0.00%,BURL US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,"HOLOGIC, INC.","$129,441",0.00%,HOLX US,-,Listed,Rest,High Growth:31-12-25,kept
Equity,-,ENDEAVOUR MINING PLC,"$129,271",0.00%,EDV LN,-,Listed,Rest,High Growth:31-12-25,kept
