Option_Name,Asset_Class,Name,Name_Type,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,_status
Balanced,Equity,Cigna Group,Name,,BHJ0775,331278162.0,0.13,Listed,,AustralianSuper,kept
Balanced,Equity,Cimb Group Holdings Bhd,Name,,6075745,11907364.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Cincinnati Financial Corp,Name,,2196888,7116566.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Cintas Corp,Name,,2197137,198220080.0,0.08,Listed,,AustralianSuper,kept
Balanced,Equity,Cisco Systems Inc,Name,,2198163,23205693.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Citigroup Inc,Name,,2297907,118918990.0,0.05,Listed,,AustralianSuper,kept
Balanced,Equity,Citizens Financial Group Inc,Name,,BQRX1X3,127853784.0,0.05,Listed,,AustralianSuper,kept
Balanced,Equity,City Developments Ltd,Name,,6197928,343140.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Cj Cheiljedang Corp,Name,,B2492F5,3304434.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Ck Asset Holdings Ltd,Name,,BYZQ077,8892042.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Ck Hutchison Holdings Ltd,Name,,BW9P816,36018953.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Ck Infrastructure Holdings Ltd,Name,,BYVS6J1,379812.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Clal Insurance Enterprises Holdings Ltd,Name,,6200600,2997978.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Cleanaway Waste Management Ltd,Name,,BYQ8KW7,7798513.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Clorox Co,Name,,2204026,4142247.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Cloudflare Inc,Name,,BJXC5M2,314637797.0,0.13,Listed,,AustralianSuper,kept
Balanced,Equity,Clp Holdings Ltd,Name,,6097017,3224535.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Cme Group Inc,Name,,2965839,228440565.0,0.09,Listed,,AustralianSuper,kept
Balanced,Equity,Cms Energy Corp,Name,,2219224,2598467.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,CNH Industrial NV,Name,,BDX85Z1,29432433.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Coal India Ltd,Name,,B4Z9XF5,7156718.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Coca Cola Hbc Ag,Name,,B9895B7,13460058.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Coca-Cola Bottlers Japan Holdings Inc,Name,,6163286,404643.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Coca-Cola Co,Name,,2206657,501215571.0,0.2,Listed,,AustralianSuper,kept
Balanced,Equity,Coca-Cola Europacific Partners Plc,Name,,BD4D942,2821999.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Coca-Cola Europacific Partners Plc,Name,,BYQQ3P5,13487.0,0.0,Listed,,AustralianSuper,kept
Balanced,Alternatives,Coca-Cola Femsa SAB de CV,Name,,BHHP0S4,8750971.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Coca-Cola Icecek As,Name,,B058ZV4,6796108.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Cochlear Ltd,Name,,6211798,121832832.0,0.05,Listed,,AustralianSuper,kept
Balanced,Equity,Cognizant Technology Solutions Corp,Name,,2257019,11226575.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Coinbase Global Inc,Name,,BMC9P69,10053520.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Coles Group Ltd,Name,,BYWR0T5,55068510.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Colgate-Palmolive Co,Name,,2209106,197154868.0,0.08,Listed,,AustralianSuper,kept
Balanced,Equity,Colliers International Group Inc,Name,,BYL7SB4,1207954.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Coloplast A/S,Name,,B8FMRX8,2387061.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Comcast Corp,Name,,2044545,151032484.0,0.06,Listed,,AustralianSuper,kept
Balanced,Equity,Commercial Bank Psqc,Name,,6150448,3186861.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Commerzbank AG,Name,,B90LKT4,4433230.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Commonwealth Bank of Australia,Name,,6215035,5857161683.0,2.36,Listed,,AustralianSuper,kept
Balanced,Equity,Compagnie De Saint Gobain Sa,Name,,7380482,9424892.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Compagnie Financiere Richemont Sa,Name,,BCRWZ18,217581453.0,0.09,Listed,,AustralianSuper,kept
Balanced,Equity,Compagnie Generale Des Etablissements Michelin Sca,Name,,BPBPJ01,14685660.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Compal Electronics Inc,Name,,6225744,9010987.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Companhia De Saneamento Basico Do Estado De Sao Paulo Sabesp,Name,,B1YCHL8,19313389.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Companhia De Saneamento De Minas Gerais Copasa Mg,Name,,B0YBZJ2,7413828.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Companhia Paranaense De Energia,Name,,2192831,10886000.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Compass Group Plc,Name,,BD6K457,210856125.0,0.08,Listed,,AustralianSuper,kept
Balanced,Equity,Compeq Manufacturing Co Ltd,Name,,6215273,3920616.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Computershare Ltd,Name,,6180412,1750375368.0,0.71,Listed,,AustralianSuper,kept
Balanced,Equity,Comsys Holdings Corp,Name,,6687247,788910.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Conagra Brands Inc,Name,,2215460,11830789.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Concordia Financial Group Ltd,Name,,BD97JW7,1015688.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Conocophillips,Name,,2685717,25737459.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Consolidated Edison Inc,Name,,2216850,4363761.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Constellation Brands Inc,Name,,2170473,21656289.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Constellation Energy Corp,Name,,BMH4FS1,9322303.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Constellation Software Inc,Name,,B15C4L6,74299499.0,0.03,Listed,,AustralianSuper,kept
Balanced,Equity,Constellation Software Inc/Canada,Name,,BR52TP7,0.0,,Listed,,AustralianSuper,kept
Balanced,Equity,Contact Energy Ltd,Name,,6152529,1153800.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Contemporary Amperex Technology Co Ltd,Name,,BHQPSY7,59287451.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Continental Ag,Name,,4598589,12005995.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Convatec Group Plc,Name,,BD3VFW7,773554.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Copart Inc,Name,,2208073,10212237.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Corebridge Financial Inc,Name,,BMTX0G9,111482297.0,0.04,Listed,,AustralianSuper,kept
Balanced,Equity,Corning Inc,Name,,2224701,6533006.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Corpay Inc,Name,,BMX5GK7,251774843.0,0.1,Listed,,AustralianSuper,kept
Balanced,Equity,Corporate Travel Management Ltd,Name,,B3R1D52,106745538.0,0.04,Listed,,AustralianSuper,kept
Balanced,Equity,Corteva Inc,Name,,BK73B42,19908140.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Cosmo Energy Holdings Co Ltd,Name,,BYSJJ43,3266756.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Cosmos Pharmaceutical Corp,Name,,B036QP1,1992198.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Costar Group Inc,Name,,2262864,9205024.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Costco Wholesale Corp,Name,,2701271,492088267.0,0.2,Listed,,AustralianSuper,kept
Balanced,Equity,Coterra Energy Inc,Name,,2162340,13788565.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Coupang Inc,Name,,BNYHDF3,217438932.0,0.09,Listed,,AustralianSuper,kept
Balanced,Equity,Covestro Ag,Name,,BRBLFV6,2062840.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Coway Co Ltd,Name,,6173401,10291118.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Credicorp Ltd,Name,,2232878,26259503.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Credit Agricole SA,Name,,7262610,2856773.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Credit Saison Co Ltd,Name,,6591809,2791918.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,CRH PLC,Name,,B01ZKD6,295635308.0,0.12,Listed,,AustralianSuper,kept
Balanced,Equity,CRISPR Therapeutics AG,Name,,BDHF4K6,22982132.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Crowdstrike Holdings Inc,Name,,BJJP138,8671344.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Crrc Corp Ltd,Name,,B2R2ZC9,8272293.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Csl Ltd,Name,,6185495,2586544715.0,1.04,Listed,,AustralianSuper,kept
Balanced,Equity,Cspc Pharmaceutical Group Ltd,Name,,6191997,8723854.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Csx Corp,Name,,2160753,31384564.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,CTBC Financial Holding Co Ltd,Name,,6527666,23684510.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Cts Eventim Ag & Co Kgaa,Name,,5881857,4110489.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Cummins Inc,Name,,2240202,6498527.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,CVS Health Corp,Name,,2577609,52189198.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Cyberagent Inc,Name,,6220501,40480550.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Cyberark Software Ltd,Name,,BQT3XY6,44953644.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Daehan Steel Co Ltd,Name,,B0NCP41,2382387.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dai Nippon Printing Co Ltd,Name,,6250906,7676819.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Daicel Corp,Name,,6250542,1228765.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Daifuku Co Ltd,Name,,6250025,24714757.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Dai-Ichi Life Holdings Inc,Name,,B601QS4,10545181.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Daiichi Sankyo Co Ltd,Name,,B0J7D91,37106652.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Daikin Industries Ltd,Name,,6250724,3930418.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Daimler Truck Holding Ag,Name,,BP6VLQ4,197969987.0,0.08,Listed,,AustralianSuper,kept
Balanced,Equity,Daishin Securities Co Ltd,Name,,6251200,3374044.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Daito Trust Construction Co Ltd,Name,,6250508,12864299.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Daiwa House Industry Co Ltd,Name,,6251363,3868856.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Daiwa Securities Group Inc,Name,,6251448,1409982.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Danaher Corp,Name,,2250870,7857489.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Danone Sa,Name,,B1Y9TB3,9206314.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Danske Bank A/S,Name,,4588825,4017953.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Darden Restaurants Inc,Name,,2289874,32085379.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Dassault Aviation Sa,Name,,BMT9L19,7038090.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dassault Systemes Se,Name,,BM8H5Y5,955573.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Datadog Inc,Name,,BKT9Y49,121796148.0,0.05,Listed,,AustralianSuper,kept
Balanced,Equity,DaVita Inc,Name,,2898087,18084504.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Db Hitek Co Ltd,Name,,6407757,4920556.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Db Insurance Co Ltd,Name,,6155937,8389388.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dbs Group Holdings Ltd,Name,,6175203,255547451.0,0.1,Listed,,AustralianSuper,kept
Balanced,Equity,Deckers Outdoor Corp,Name,,2267278,75680988.0,0.03,Listed,,AustralianSuper,kept
Balanced,Equity,Deere & Co,Name,,2261203,58045622.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Delek Group Ltd,Name,,6219640,1519942.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dell Technologies Inc,Name,,BHKD3S6,4119010.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Delta Air Lines Inc,Name,,B1W9D46,257520732.0,0.1,Listed,,AustralianSuper,kept
Balanced,Equity,Delta Galil Ltd,Name,,6262020,374815.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Demant A/S,Name,,BZ01RF1,29526468.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Denso Corp,Name,,6640381,2184668.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dentsu Group Inc,Name,,6416281,1103466.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Descartes Systems Group Inc,Name,,2141941,927014.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Deutsche Bank AG,Name,,2803025,5215365.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Deutsche Bank AG,Name,,5750355,2847864.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Deutsche Boerse Ag,Name,,7021963,15182337.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Deutsche Lufthansa AG,Name,,5287488,6999911.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Deutsche Post Ag,Name,,4617859,28771908.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Deutsche Telekom Ag,Name,,5842359,49515342.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Deutsche Wohnen Se,Name,,B0YZ0Z5,202000.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Devon Energy Corp,Name,,2480677,13388702.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Dexcom Inc,Name,,B0796X4,103042951.0,0.04,Listed,,AustralianSuper,kept
Balanced,Equity,Dexerials Corp,Name,,BYP97J7,952799.0,0.0,Listed,,AustralianSuper,kept
Balanced,Property,Dexus,Name,,B033YN6,14900781.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Diageo PLC,Name,,0237400,14916497.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Diageo PLC,Name,,2144724,3698861.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Diamondback Energy Inc,Name,,B7Y8YR3,5157913.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dick's Sporting Goods Inc,Name,,2969637,7543110.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Diebold Nixdorf Inc,Name,,BPLJQW4,406768.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,D'ieteren Group Nv,Name,,4247494,370342.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Diploma Plc,Name,,0182663,1612675.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Disco Corp,Name,,6270948,197547195.0,0.08,Listed,,AustralianSuper,kept
Balanced,Equity,Dmg Mori Co Ltd,Name,,6602563,2339615.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,DNB Bank ASA,Name,,BNG7113,2672623.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Docusign Inc,Name,,BFYT7B7,2890108.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,DOF Group ASA,Name,,BQWSKZ8,301744.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dollar General Corp,Name,,B5B1S13,57027602.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Dollar Tree Inc,Name,,2272476,1952004.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dollarama Inc,Name,,B4TP9G2,31909820.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Dominion Energy Inc,Name,,2542049,38867467.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Domino's Pizza Inc,Name,,B01SD70,1167753.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Doordash Inc,Name,,BN13P03,7125822.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Doosan Bobcat Inc,Name,,BYX9GP8,11636633.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dover Corp,Name,,2278407,11730914.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dow Inc,Name,,BHXCF84,10331320.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Downer EDI Ltd,Name,,6465573,10760607.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dr Horton Inc,Name,,2250687,15092796.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Dr Ing Hc F Porsche Ag,Name,,BJN59B8,1931415.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Draftkings Holdings Inc,Name,,BLDDH12,2695735.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dsm-Firmenich Ag,Name,,BPCPSD6,263361.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dsv A/S,Name,,B1WT5G2,11752334.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dte Energy Co,Name,,2280220,3440764.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dubai Islamic Bank Pjsc,Name,,6283452,8622208.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Duke Energy Corp,Name,,B7VD3F2,8338883.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Duolingo Inc,Name,,BMCM6P4,221930.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,DuPont de Nemours Inc,Name,,BK0VN47,7676496.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dws Group Gmbh & Co Kgaa,Name,,BFMHVQ6,110205.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dynatrace Inc,Name,,BJV2RD9,422737.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Dyno Nobel Ltd,Name,,BVBH523,11881673.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,E On Se,Name,,4942904,22506902.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,EAGLE INVESTMENTS HOLDCO CLASS B SHARES,Name,,W8B3674,1.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,East Japan Railway Co,Name,,6298542,738809.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Eaton Corporation Plc,Name,,B8KQN82,55998718.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Ebara Corp,Name,,6302700,23917742.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Ebay Inc,Name,,2293819,147619820.0,0.06,Listed,,AustralianSuper,kept
Balanced,Equity,EBOS Group Ltd,Name,,6160038,801678.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,EBOS Group Ltd,Name,,BH36SD2,277504791.0,0.11,Listed,,AustralianSuper,kept
Balanced,Equity,Ecolab Inc,Name,,2304227,13323339.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Ecopetrol Sa,Name,,B2473N4,1591956.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Edison International,Name,,2829515,11331925.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Edp Energias De Portugal Sa,Name,,4103596,1726645.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,EDP Renovaveis SA,Name,,B39GNW2,971602.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Edwards Lifesciences Corp,Name,,2567116,47367742.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,EID Parry India Ltd,Name,,B083S06,7549988.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Eiffage Sa,Name,,B13X013,32684299.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Eisai Co Ltd,Name,,6307200,602416.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,El Al Israel Airlines,Name,,6632140,1013220.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,El Sewedy Electric Co Sae,Name,,B15Q010,2961686.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Elbit Systems Ltd,Name,,2311614,184587.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Elbit Systems Ltd,Name,,6308913,27731.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Electra Ltd,Name,,6298821,687699.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Electric Power Development Co Ltd,Name,,B02Q328,171613.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Electronic Arts Inc,Name,,2310194,17859493.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Element Fleet Management Corp,Name,,B7FNMQ2,8653726.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Elevance Health Inc,Name,,BSPHGL4,514094571.0,0.21,Listed,,AustralianSuper,kept
Balanced,Equity,elf Beauty Inc,Name,,BDDQ975,76996559.0,0.03,Listed,,AustralianSuper,kept
Balanced,Equity,Eli Lilly And Co,Name,,2516152,117533664.0,0.05,Listed,,AustralianSuper,kept
Balanced,Equity,Elite Material Co Ltd,Name,,6316121,4242481.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Emaar Properties Pjsc,Name,,B01RM25,16779463.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Embotelladora Andina SA,Name,,CLP3697S1034,5291839.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Embracer Group Ab,Name,,BTHW926,238051.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Embraer Sa,Name,,2611916,31807297.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,EMCOR Group Inc,Name,,2474164,76728711.0,0.03,Listed,,AustralianSuper,kept
Balanced,Equity,Emera Inc,Name,,2650050,1661292.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Emerson Electric Co,Name,,2313405,11169547.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Emirates Nbd Bank Pjsc,Name,,B28PFX8,14674163.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Empire Company Ltd,Name,,2314000,29193894.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Ems Chemie Holding Ag,Name,,7635610,578574.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Enbridge Inc,Name,,2466149,3503392.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Endeavour Group Ltd,Name,,BNVS144,577097319.0,0.23,Listed,,AustralianSuper,kept
Balanced,Equity,Endeavour Mining Plc,Name,,BN7KJJ5,1183312.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Endesa Sa,Name,,5271782,69192005.0,0.03,Listed,,AustralianSuper,kept
Balanced,Equity,Enel Spa,Name,,7144569,14325141.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Eneos Holdings Inc,Name,,B627LW9,27152995.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Energix Renewable Energies Ltd,Name,,B469X43,114890.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Energy Of Minas Gerais Co,Name,,B1YBRG0,7284382.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Engie SA,Name,,B0C2CQ3,259190400.0,0.1,Listed,,AustralianSuper,kept
Balanced,Equity,Eni Spa,Name,,7145056,15666237.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Enlight Renewable Energy Ltd,Name,,6767677,329427.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Enphase Energy Inc,Name,,B65SQW4,19490846.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Entain plc,Name,,B5VQMV6,624690.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Entergy Corp,Name,,2317087,3530120.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Entra Asa,Name,,BRJ2VC4,73862.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Eog Resources Inc,Name,,2318024,31186321.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Epiroc AB,Name,,BMD58R8,1353190.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Epiroc AB,Name,,BMD58W3,683344.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Eqt Ab,Name,,BJ7W9K4,138183.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,EQT Corp,Name,,2319414,17551544.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Equatorial Energia SA,Name,,B128R96,21137916.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Equifax Inc,Name,,2319146,12984262.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Equinor Asa,Name,,7133608,8171997.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Equitable Holdings Inc,Name,,BKRMR96,57460783.0,0.02,Listed,,AustralianSuper,kept
Balanced,Equity,Equital Ltd,Name,,6677356,250237.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Erie Indemnity Co,Name,,2311711,2130995.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Erste Group Bank AG,Name,,5289837,7820457.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,ESC GCI LIBERTY INC SR,Name,,US361ESC0496,0.0,,Listed,,AustralianSuper,kept
Balanced,Equity,Esr Group Ltd,Name,,BHNCRK0,47629.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Essilorluxottica Sa,Name,,7212477,79327208.0,0.03,Listed,,AustralianSuper,kept
Balanced,Equity,Essity Ab (Publ),Name,,BF1K7P7,2238931.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Essity Ab (Publ),Name,,BF33RX2,64293.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Estee Lauder Companies Inc,Name,,2320524,442141.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Eurazeo Se,Name,,7042395,6842781.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Eurobank Ergasias Services And Holdings Sa,Name,,BYZ43T4,18747300.0,0.01,Listed,,AustralianSuper,kept
Balanced,Equity,Eurofins Scientific Se,Name,,BNDPYV1,5972668.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Euronext NV,Name,,BNBNSG0,1938216.0,0.0,Listed,,AustralianSuper,kept
Balanced,Equity,Everest Re Group Ltd,Name,,2556868,46459888.0,0.02,Listed,,AustralianSuper,kept
