Option_Name,Asset_Class,Name,Name_Type,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,_status
Balanced,Fixed Income,Golub Capital Private Credit Fund,Name of Issuer/Counterparty,,,231094.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Goodman Australia Finance Pty Ltd,Name of Issuer/Counterparty,,,1560223.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Grainger PLC,Name of Issuer/Counterparty,,,1330349.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Grand City Properties Sa,Name of Issuer/Counterparty,,,494586.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Granite REIT Holdings LP,Name of Issuer/Counterparty,,,355264.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Greater Toronto Airports Authority,Name of Issuer/Counterparty,,,830835.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Groupe des Assurances du Credit Mutuel SADIR,Name of Issuer/Counterparty,,,1999317.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,H&M Finance BV,Name of Issuer/Counterparty,,,1480257.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,HA Sustainable Infrastructure Capital Inc,Name of Issuer/Counterparty,,,2691202.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Haleon Netherlands Capital BV,Name of Issuer/Counterparty,,,1892353.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Halliburton Co,Name of Issuer/Counterparty,,,2115611.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hamburg Commercial Bank AG,Name of Issuer/Counterparty,,,1388196.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hannover Rueck Se,Name of Issuer/Counterparty,,,2278392.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hasbro Inc,Name of Issuer/Counterparty,,,2349096.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,HCA Inc,Name of Issuer/Counterparty,,,9316008.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Healthpeak OP LLC,Name of Issuer/Counterparty,,,320303.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Heathrow Funding Ltd,Name of Issuer/Counterparty,,,2603104.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Heico Corp,Name of Issuer/Counterparty,,,3466419.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Heidelberg Materials Finance Luxembourg SA,Name of Issuer/Counterparty,,,1450377.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Heimstaden Bostad AB,Name of Issuer/Counterparty,,,1148806.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Heineken Nv,Name of Issuer/Counterparty,,,1818252.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hercules Capital Inc,Name of Issuer/Counterparty,,,210950.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hershey Co/The,Name of Issuer/Counterparty,,,748121.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hewlett Packard Enterprise Co,Name of Issuer/Counterparty,,,4384613.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hexcel Corp,Name of Issuer/Counterparty,,,295454.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hf Sinclair Corp,Name of Issuer/Counterparty,,,824530.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Highland Holdings Sarl,Name of Issuer/Counterparty,,,887275.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hochtief Ag,Name of Issuer/Counterparty,,,777300.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Holcim Finance Luxembourg SA,Name of Issuer/Counterparty,,,1183034.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Holcim Helvetia Finance AG,Name of Issuer/Counterparty,,,528388.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Holcim Sterling Finance Netherlands BV,Name of Issuer/Counterparty,,,454735.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hollard Insurance Co Pty Ltd/The,Name of Issuer/Counterparty,,,19162809.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Home Depot Inc/The,Name of Issuer/Counterparty,,,7455113.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Honda Canada Finance Inc,Name of Issuer/Counterparty,,,1120770.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Honeywell International Inc,Name of Issuer/Counterparty,,,6734225.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Host Hotels & Resorts LP,Name of Issuer/Counterparty,,,1076243.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hp Inc,Name of Issuer/Counterparty,,,5149707.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,HPS Corporate Lending Fund,Name of Issuer/Counterparty,,,650299.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,HSBC Continental Europe SA,Name of Issuer/Counterparty,,,2358622.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,HSBC Holdings PLC,Name of Issuer/Counterparty,,,74430711.0,0.03,,,AustralianSuper,kept
Balanced,Fixed Income,Humana Inc,Name of Issuer/Counterparty,,,4476067.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Huntington Bancshares Inc/OH,Name of Issuer/Counterparty,,,1299304.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Huntington Ingalls Industries Inc,Name of Issuer/Counterparty,,,559348.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Huntington National Bank/The,Name of Issuer/Counterparty,,,268042.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hyatt Hotels Corp,Name of Issuer/Counterparty,,,1021531.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hydro One Inc,Name of Issuer/Counterparty,,,2956527.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hyundai Capital America,Name of Issuer/Counterparty,,,6854786.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Hyundai Capital Canada Inc,Name of Issuer/Counterparty,,,780069.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Iberdrola Finanzas SA,Name of Issuer/Counterparty,,,4906981.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,IBM International Capital Pte Ltd,Name of Issuer/Counterparty,,,8172685.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Idaho Power Co,Name of Issuer/Counterparty,,,790462.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,IFM Investors,Name of Issuer/Counterparty,,,65804423.0,0.03,,,AustralianSuper,kept
Balanced,Fixed Income,IHG Finance LLC,Name of Issuer/Counterparty,,,930115.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Illinois Tool Works Inc,Name of Issuer/Counterparty,,,1003193.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Infineon Technologies Ag,Name of Issuer/Counterparty,,,1510463.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Informa Plc,Name of Issuer/Counterparty,,,1018976.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,ING Bank Australia Ltd,Name of Issuer/Counterparty,,,115668217.0,0.05,,,AustralianSuper,kept
Balanced,Fixed Income,ING Bank NV/Sydney,Name of Issuer/Counterparty,,,116187934.0,0.05,,,AustralianSuper,kept
Balanced,Fixed Income,ING Groep NV,Name of Issuer/Counterparty,,,12728379.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Insurance Australia Group Ltd,Name of Issuer/Counterparty,,,33803960.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Intact Financial Corp,Name of Issuer/Counterparty,,,851230.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Intel Corp,Name of Issuer/Counterparty,,,8258603.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Inter Pipeline Ltd/AB,Name of Issuer/Counterparty,,,1500803.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Intercontinental Exchange Inc,Name of Issuer/Counterparty,,,5227335.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,International Business Machines Corp,Name of Issuer/Counterparty,,,5057048.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,International Consolidated Airlines Group Sa,Name of Issuer/Counterparty,,,767388.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,International Distribution Services PLC,Name of Issuer/Counterparty,,,962691.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,International Flavors & Fragrances Inc,Name of Issuer/Counterparty,,,1844837.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,International Paper Co,Name of Issuer/Counterparty,,,2157532.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Interstate Power and Light Co,Name of Issuer/Counterparty,,,818026.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Intesa Sanpaolo SpA,Name of Issuer/Counterparty,,,9229986.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Investor Ab,Name of Issuer/Counterparty,,,728829.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Italgas SpA,Name of Issuer/Counterparty,,,1353227.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,ITM Entreprises SASU,Name of Issuer/Counterparty,,,836276.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,JAB Holdings BV,Name of Issuer/Counterparty,,,2380814.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,JBS USA Holding Lux Sarl / JBS USA Foods Group Holdings Inc / JBS USA Food Co,Name of Issuer/Counterparty,,,1058888.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,JBS USA Holding Lux Sarl/ JBS USA Food Co/ JBS Lux Co Sarl,Name of Issuer/Counterparty,,,2550861.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,JDE Peet's NV,Name of Issuer/Counterparty,,,1048748.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,John Deere Capital Corp,Name of Issuer/Counterparty,,,9184211.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,John Deere Financial Inc,Name of Issuer/Counterparty,,,993698.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Johnson & Johnson,Name of Issuer/Counterparty,,,7649969.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Johnson Controls International plc / Tyco Fire & Security Finance SCA,Name of Issuer/Counterparty,,,2545861.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,JPMorgan Chase & Co,Name of Issuer/Counterparty,,,44860208.0,0.02,,,AustralianSuper,kept
Balanced,Fixed Income,Jyske Bank A/S,Name of Issuer/Counterparty,,,1633438.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Jyske Realkredit A/S,Name of Issuer/Counterparty,,,37831835.0,0.02,,,AustralianSuper,kept
Balanced,Fixed Income,Kaiser Foundation Hospitals,Name of Issuer/Counterparty,,,2758908.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,KBC Group NV,Name of Issuer/Counterparty,,,3380491.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Kenvue Inc,Name of Issuer/Counterparty,,,1340911.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Kering Sa,Name of Issuer/Counterparty,,,3538005.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Kerry Group Financial Services Unltd Co,Name of Issuer/Counterparty,,,543128.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Keurig Dr Pepper Inc,Name of Issuer/Counterparty,,,3312753.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Keycorp,Name of Issuer/Counterparty,,,1961480.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Kimco Realty OP LLC,Name of Issuer/Counterparty,,,4250083.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Kinder Morgan Inc,Name of Issuer/Counterparty,,,5471632.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Kite Realty Group LP,Name of Issuer/Counterparty,,,441669.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Klepierre Sa,Name of Issuer/Counterparty,,,1205702.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Koninklijke Ahold Delhaize NV,Name of Issuer/Counterparty,,,1353446.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Koninklijke Kpn Nv,Name of Issuer/Counterparty,,,1654990.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Koninklijke Philips NV,Name of Issuer/Counterparty,,,1860189.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Korea Development Bank/London,Name of Issuer/Counterparty,,,3735450.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Kraft Heinz Foods Co,Name of Issuer/Counterparty,,,5998314.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Kroger Co/The,Name of Issuer/Counterparty,,,3048327.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Kyndryl Holdings Inc,Name of Issuer/Counterparty,,,2398358.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Laboratory Corp of America Holdings,Name of Issuer/Counterparty,,,2887927.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Land Securities Capital Markets PLC,Name of Issuer/Counterparty,,,841922.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lanxess Ag,Name of Issuer/Counterparty,,,965041.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Las Vegas Sands Corp,Name of Issuer/Counterparty,,,379518.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Leasys SpA,Name of Issuer/Counterparty,,,1166513.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Leg Immobilien Se,Name of Issuer/Counterparty,,,1150651.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Legal & General Group PLC,Name of Issuer/Counterparty,,,1534236.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Legrand Sa,Name of Issuer/Counterparty,,,1280111.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Leidos Inc,Name of Issuer/Counterparty,,,726071.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lendlease Finance Ltd,Name of Issuer/Counterparty,,,51293666.0,0.02,,,AustralianSuper,kept
Balanced,Fixed Income,Lennar Corp,Name of Issuer/Counterparty,,,632132.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lg Energy Solution Ltd,Name of Issuer/Counterparty,,,2458153.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Liberty Financial Pty Ltd,Name of Issuer/Counterparty,,,49016928.0,0.02,,,AustralianSuper,kept
Balanced,Fixed Income,Liberty Mutual Group Inc,Name of Issuer/Counterparty,,,3209013.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Liberty Utilities Finance GP 1,Name of Issuer/Counterparty,,,2330999.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Linde Plc,Name of Issuer/Counterparty,,,3872358.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,LKQ Dutch Bond BV,Name of Issuer/Counterparty,,,764404.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lloyds Banking Group Plc,Name of Issuer/Counterparty,,,74256576.0,0.03,,,AustralianSuper,kept
Balanced,Fixed Income,LLPL Capital Pte Ltd,Name of Issuer/Counterparty,,,1808131.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Loblaw Cos Ltd,Name of Issuer/Counterparty,,,723888.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lockheed Martin Corp,Name of Issuer/Counterparty,,,5516517.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,London & Quadrant Housing Trust,Name of Issuer/Counterparty,,,570414.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,London Power Networks PLC,Name of Issuer/Counterparty,,,545160.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lonsdale Finance Pty Ltd,Name of Issuer/Counterparty,,,357235.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lonza Finance International NV,Name of Issuer/Counterparty,,,1009706.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,L'Oreal SA,Name of Issuer/Counterparty,,,1259004.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lowe's Cos Inc,Name of Issuer/Counterparty,,,6427131.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,LOY Yang Holdings Pty Ltd,Name of Issuer/Counterparty,,,4984762.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,LPL Holdings Inc,Name of Issuer/Counterparty,,,1089869.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lseg Netherlands BV,Name of Issuer/Counterparty,,,1269884.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Lvmh Moet Hennessy Louis Vuitton Se,Name of Issuer/Counterparty,,,2446309.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,LYB International Finance III LLC,Name of Issuer/Counterparty,,,4686252.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,M&T Bank Corp,Name of Issuer/Counterparty,,,735544.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Macquarie Bank Ltd,Name of Issuer/Counterparty,,,32926809.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Macquarie Group Ltd,Name of Issuer/Counterparty,,,24459857.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Magna International Inc,Name of Issuer/Counterparty,,,397395.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Manufacturers & Traders Trust Co,Name of Issuer/Counterparty,,,951726.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Manulife Financial Corp,Name of Issuer/Counterparty,,,1646880.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mapfre Sa,Name of Issuer/Counterparty,,,894626.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Marathon Petroleum Corp,Name of Issuer/Counterparty,,,728603.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Marex Group PLC,Name of Issuer/Counterparty,,,538399.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Marriott International Inc/MD,Name of Issuer/Counterparty,,,1612335.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mars Inc,Name of Issuer/Counterparty,,,8563464.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Marsh & McLennan Cos Inc,Name of Issuer/Counterparty,,,4473178.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Martin Marietta Materials Inc,Name of Issuer/Counterparty,,,1123756.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Marvell Technology Inc,Name of Issuer/Counterparty,,,966865.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Massachusetts Institute of Technology,Name of Issuer/Counterparty,,,1213727.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,MassMutual Global Funding II,Name of Issuer/Counterparty,,,3948107.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mastercard Inc,Name of Issuer/Counterparty,,,3012762.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,McDonald's Corp,Name of Issuer/Counterparty,,,8920996.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mckesson Corp,Name of Issuer/Counterparty,,,800228.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mediobanca Banca Di Credito Finanziario Spa,Name of Issuer/Counterparty,,,1428728.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Medtronic Global Holdings SCA,Name of Issuer/Counterparty,,,4249256.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Medtronic Inc,Name of Issuer/Counterparty,,,1926274.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mercedes-Benz Finance North America LLC,Name of Issuer/Counterparty,,,5410961.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mercedes-Benz Group AG,Name of Issuer/Counterparty,,,1562794.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mercedes-Benz International Finance BV,Name of Issuer/Counterparty,,,4292944.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Merck & Co Inc,Name of Issuer/Counterparty,,,4429718.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Merck Financial Services GmbH,Name of Issuer/Counterparty,,,955162.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Meritage Homes Corp,Name of Issuer/Counterparty,,,339162.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Meta Platforms Inc,Name of Issuer/Counterparty,,,5334097.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Metlife Inc,Name of Issuer/Counterparty,,,4014237.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Metro Inc/CN,Name of Issuer/Counterparty,,,631980.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Metropolitan Life Global Funding I,Name of Issuer/Counterparty,,,6685649.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Microchip Technology Inc,Name of Issuer/Counterparty,,,1080960.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Micron Technology Inc,Name of Issuer/Counterparty,,,4421435.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Microsoft Corp,Name of Issuer/Counterparty,,,5980266.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mid-America Apartments LP,Name of Issuer/Counterparty,,,3574202.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,MidAmerican Energy Co,Name of Issuer/Counterparty,,,2054571.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Minejesa Capital BV,Name of Issuer/Counterparty,,,2093845.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mitsubishi Ufj Financial Group Inc,Name of Issuer/Counterparty,,,9092969.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mitsubishi UFJ Trust & Banking Corp,Name of Issuer/Counterparty,,,12631219.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Mitsubishi UFJ Trust & Banking Corp/London,Name of Issuer/Counterparty,,,22341118.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Mizuho Bank Ltd,Name of Issuer/Counterparty,,,10113734.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mizuho Bank Ltd/London,Name of Issuer/Counterparty,,,15958685.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Mizuho Bank Ltd/New York NY,Name of Issuer/Counterparty,,,31719046.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Mizuho Bank Ltd/Sydney,Name of Issuer/Counterparty,,,5084738.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mizuho Financial Group Inc,Name of Issuer/Counterparty,,,8844115.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mondelez International Holdings Netherlands BV,Name of Issuer/Counterparty,,,1123889.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mondelez International Inc,Name of Issuer/Counterparty,,,1587328.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Mondi Finance Europe GmbH,Name of Issuer/Counterparty,,,619287.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Monongahela Power Co,Name of Issuer/Counterparty,,,2087291.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Morgan Stanley,Name of Issuer/Counterparty,,,25646412.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Morgan Stanley Bank NA,Name of Issuer/Counterparty,,,15984789.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Morgan Stanley Direct Lending Fund,Name of Issuer/Counterparty,,,624592.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Motability Operations Group PLC,Name of Issuer/Counterparty,,,3167760.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Motorola Solutions Inc,Name of Issuer/Counterparty,,,1077408.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,MPLX LP,Name of Issuer/Counterparty,,,5385176.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,MSD Netherlands Capital BV,Name of Issuer/Counterparty,,,1250148.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Name of Issuer/Counterparty,,,2474292.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,MUFG Bank Ltd/London,Name of Issuer/Counterparty,,,20120689.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,MUFG Bank Ltd/Sydney,Name of Issuer/Counterparty,,,160905079.0,0.06,,,AustralianSuper,kept
Balanced,Fixed Income,Mutuelle Assurance Des Commercants et Industriels de France et Des Cadres et Sal,Name of Issuer/Counterparty,,,961880.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Nasdaq Inc,Name of Issuer/Counterparty,,,1071689.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,National Australia Bank Ltd,Name of Issuer/Counterparty,,,1401488807.0,0.56,,,AustralianSuper,kept
Balanced,Fixed Income,National Australia Bank Ltd/London,Name of Issuer/Counterparty,,,10113600.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,National Australia Bank Ltd/New York,Name of Issuer/Counterparty,,,1191657.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,National Bank of Canada,Name of Issuer/Counterparty,,,3311970.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,National Fuel Gas Co,Name of Issuer/Counterparty,,,374382.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,National Grid Electricity Transmission PLC,Name of Issuer/Counterparty,,,2266587.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,National Grid PLC,Name of Issuer/Counterparty,,,3387018.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,National Rural Utilities Cooperative Finance Corp,Name of Issuer/Counterparty,,,4320550.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Nationwide Building Society,Name of Issuer/Counterparty,,,9393320.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Natixis SA/New York NY,Name of Issuer/Counterparty,,,31697845.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,NatWest Group PLC,Name of Issuer/Counterparty,,,6549609.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,NAV Canada,Name of Issuer/Counterparty,,,350733.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Neste Oyj,Name of Issuer/Counterparty,,,1874434.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Nestle Capital Markets SA,Name of Issuer/Counterparty,,,1399557.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Nestle Finance International Ltd,Name of Issuer/Counterparty,,,2325673.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Nestle Holdings Inc,Name of Issuer/Counterparty,,,7017523.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Netapp Inc,Name of Issuer/Counterparty,,,1100088.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,Netflix Inc,Name of Issuer/Counterparty,,,3421200.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,New York Life Global Funding,Name of Issuer/Counterparty,,,7782833.0,0.0,,,AustralianSuper,kept
Balanced,Fixed Income,NextEra Energy Capital Holdings Inc,Name of Issuer/Counterparty,,,30065907.0,0.01,,,AustralianSuper,kept
Balanced,Fixed Income,Nisource Inc,Name of Issuer/Counterparty,,,3577656.0,0.0,,,AustralianSuper,kept
