Option Code,Option Name,Asset Class,Filter,Sub-Filter,Name,Name Type,Currency,Issuer Type,Security Identifier,Units Held,Location,Address,% Ownership,$ Value,Weighting (%),Actual Currency Exposure (%),Actual Asset Allocation (%),Effect of Derivatives Exposure (%),Classification,Sort Order,Value Range,Geo Latitude,Geo Longitude
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,China Yuan Renminbi,,,,,,,183325.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Colombia Peso,,,,,,,154.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Czech Republic Koruna,,,,,,,2759.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Denmark Krone,,,,,,,-5422493.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Euro Member Countries,,,,,,,60030512.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Hong Kong Dollar,,,,,,,-1645722.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Hungary Forint,,,,,,,147124.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,India Rupee,,,,,,,10655749.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Indonesia Rupiah,,,,,,,393975.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Israel Shekel,,,,,,,493220.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Japan Yen,,,,,,,16843618.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Korea (South) Won,,,,,,,3069984.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Malaysia Ringgit,,,,,,,232837.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Mexico Peso,,,,,,,135451.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,New Zealand Dollar,,,,,,,1134052.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Norway Krone,,,,,,,-819446.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Philippines Peso,,,,,,,156326.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Poland Zloty,,,,,,,-377885.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Romania Leu,,,,,,,1.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Singapore Dollar,,,,,,,6963031.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,South Africa Rand,,,,,,,2120790.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Sweden Krona,,,,,,,376895.0,0.0,,,,,,,nan,nan
