Asset_Class,Management_Type,Name,Dollar_Value,Weighting_Percentage,Security_Identifier,Currency,Listing_Status,Super_Fund,Option_Name,Weighting_Percentage_Clean
Equity,Externally,Macquarie Investment Management Global,959931734.0,100.0,-,-,Unlisted,Rest,Australian Shares Indexed,100.0
,,,,,,,,Rest,Australian Shares Indexed,
The Value (Aud) And Weighting (%) Sub Totals May Not Sum Due To The Rounding Of Individual Disclosure Values And Weightings.,,,,,,,,Rest,Australian Shares Indexed,
